subject, block_type, block, condition, trial, right_offer, left_offer, offer_right_image, offer_left_image, exp_value_right, exp_value_left, exp_value_chosen, choice_location, choice_key, choice_card, unchosen_card, chosen_card_image, unchosen_card_image, rt, randomwalk_counter, exp_value1, exp_value2, exp_value3, exp_value4, reward
38, test, 1, vibration during outcome, 6, 1, 3, 5.jpg, 7.jpg, 0.209090036, 0.587455063, 0.587455063, left, 1, 3, 1, 7.jpg, 5.jpg, 1.5188164999708533, 2, 0.209090036, 0.3895513, 0.587455063, 0.336540119,1
38, test, 1, vibration during outcome, 7, 4, 3, 8.jpg, 7.jpg, 0.363378709, 0.582464681, 0.582464681, left, 1, 3, 4, 7.jpg, 8.jpg, 1.2523306000512093, 2, 0.215508938, 0.39060737, 0.582464681, 0.363378709,1
38, test, 1, vibration during outcome, 8, 1, 4, 5.jpg, 8.jpg, 0.219868403, 0.369794555, 0.369794555, left, 1, 4, 1, 8.jpg, 5.jpg, 1.5039763001259416, 2, 0.219868403, 0.430440014, 0.545053358, 0.369794555,1
38, test, 1, vibration during outcome, 9, 2, 1, 6.jpg, 5.jpg, 0.4539861, 0.223820368, 0.4539861, right, 2, 2, 1, 6.jpg, 5.jpg, 0.9550425999332219, 2, 0.223820368, 0.4539861, 0.530883085, 0.365747455,0,
38, test, 1, vibration during outcome, 10, 2, 3, 6.jpg, 7.jpg, 0.485995524, 0.507816291, 0.507816291, left, 1, 3, 2, 7.jpg, 6.jpg, 2.17928779986687, 2, 0.25320591, 0.485995524, 0.507816291, 0.36426522,1
38, test, 1, vibration during outcome, 11, 3, 2, 7.jpg, 6.jpg, 0.494989907, 0.489357893, 0.494989907, right, 2, 3, 2, 7.jpg, 6.jpg, 0.8867665999568999, 2, 0.272116099, 0.489357893, 0.494989907, 0.378430477,0,
38, test, 1, vibration during outcome, 12, 4, 3, 8.jpg, 7.jpg, 0.406276663, 0.446302549, 0.406276663, right, 2, 4, 3, 8.jpg, 7.jpg, 0.8641883998643607, 2, 0.234286576, 0.484630844, 0.446302549, 0.406276663,0,
38, test, 1, vibration during outcome, 13, 2, 3, 6.jpg, 7.jpg, 0.493007884, 0.441292304, 0.493007884, right, 2, 2, 3, 6.jpg, 7.jpg, 1.5071068999823183, 2, 0.209829698, 0.493007884, 0.441292304, 0.408056555,1
38, test, 1, vibration during outcome, 14, 4, 2, 8.jpg, 6.jpg, 0.411853134, 0.496165246, 0.496165246, left, 1, 2, 4, 6.jpg, 8.jpg, 2.6129602000582963, 2, 0.194746258, 0.496165246, 0.424090899, 0.411853134,0,
38, test, 1, vibration during outcome, 15, 1, 3, 5.jpg, 7.jpg, 0.254919143, 0.410741903, 0.410741903, left, 1, 3, 1, 7.jpg, 5.jpg, 1.8277406999841332, 2, 0.254919143, 0.498060855, 0.410741903, 0.425420016,0,
38, test, 1, vibration during outcome, 16, 4, 1, 8.jpg, 5.jpg, 0.434571537, 0.268446939, 0.268446939, left, 1, 1, 4, 5.jpg, 8.jpg, 1.9987169997766614, 2, 0.268446939, 0.473753497, 0.384469806, 0.434571537,0,
38, test, 1, vibration during outcome, 17, 3, 1, 7.jpg, 5.jpg, 0.397409959, 0.260713561, 0.397409959, right, 2, 3, 1, 7.jpg, 5.jpg, 0.997084700036794, 2, 0.260713561, 0.427927548, 0.397409959, 0.467037886,1
38, test, 1, vibration during outcome, 18, 2, 4, 6.jpg, 8.jpg, 0.42862063, 0.458160423, 0.42862063, right, 2, 2, 4, 6.jpg, 8.jpg, 1.1533245001919568, 2, 0.273570125, 0.42862063, 0.380302803, 0.458160423,1
38, test, 1, vibration during outcome, 19, 1, 2, 5.jpg, 6.jpg, 0.269452755, 0.435371131, 0.435371131, left, 1, 2, 1, 6.jpg, 5.jpg, 0.9845523999538273, 2, 0.269452755, 0.435371131, 0.39026973, 0.413401572,0,
38, test, 1, vibration during outcome, 20, 1, 4, 5.jpg, 8.jpg, 0.268741649, 0.410963982, 0.268741649, right, 2, 1, 4, 5.jpg, 8.jpg, 2.080553400097415, 2, 0.268741649, 0.425551488, 0.408454439, 0.410963982,0,
38, test, 1, vibration during outcome, 21, 3, 4, 7.jpg, 8.jpg, 0.404768464, 0.423231262, 0.423231262, left, 1, 4, 3, 8.jpg, 7.jpg, 1.8867166000418365, 2, 0.289598518, 0.44190032, 0.404768464, 0.423231262,0,
38, test, 1, vibration during outcome, 22, 2, 4, 6.jpg, 8.jpg, 0.419525056, 0.389718337, 0.419525056, right, 2, 2, 4, 6.jpg, 8.jpg, 1.0484914002008736, 2, 0.299460569, 0.419525056, 0.422610309, 0.389718337,0,
38, test, 1, vibration during outcome, 23, 1, 3, 5.jpg, 7.jpg, 0.275422902, 0.408863932, 0.408863932, left, 1, 3, 1, 7.jpg, 5.jpg, 1.948597300099209, 2, 0.275422902, 0.397611772, 0.408863932, 0.39059245,0,
38, test, 1, vibration during outcome, 24, 1, 4, 5.jpg, 8.jpg, 0.266650787, 0.398445672, 0.266650787, right, 2, 1, 4, 5.jpg, 8.jpg, 3.308035100111738, 2, 0.266650787, 0.379139537, 0.405854252, 0.398445672,0,
38, test, 1, vibration during outcome, 25, 3, 1, 7.jpg, 5.jpg, 0.425425396, 0.254259812, 0.425425396, right, 2, 3, 1, 7.jpg, 5.jpg, 1.0148816001601517, 2, 0.254259812, 0.383103254, 0.425425396, 0.3844496,1
38, test, 1, vibration during outcome, 26, 4, 1, 8.jpg, 5.jpg, 0.389570929, 0.251503025, 0.251503025, left, 1, 1, 4, 5.jpg, 8.jpg, 1.2074138999450952, 2, 0.251503025, 0.426705428, 0.44409494, 0.389570929,0,
38, test, 1, vibration during outcome, 27, 4, 1, 8.jpg, 5.jpg, 0.351861927, 0.260664603, 0.351861927, right, 2, 4, 1, 8.jpg, 5.jpg, 0.8278808000031859, 2, 0.260664603, 0.434578853, 0.476699219, 0.351861927,0,
38, test, 1, vibration during outcome, 28, 4, 2, 8.jpg, 6.jpg, 0.358204472, 0.456535155, 0.456535155, left, 1, 2, 4, 6.jpg, 8.jpg, 0.7181914001703262, 2, 0.254900351, 0.456535155, 0.471375184, 0.358204472,1
38, test, 1, vibration during outcome, 29, 4, 1, 8.jpg, 5.jpg, 0.360838495, 0.270226286, 0.270226286, left, 1, 1, 4, 5.jpg, 8.jpg, 1.443585299886763, 2, 0.270226286, 0.431125609, 0.45401501, 0.360838495,1
38, test, 1, vibration during outcome, 30, 1, 4, 5.jpg, 8.jpg, 0.231605059, 0.36725969, 0.36725969, left, 1, 4, 1, 8.jpg, 5.jpg, 1.3031254999805242, 2, 0.231605059, 0.434793002, 0.441888062, 0.36725969,0,
38, test, 1, vibration during outcome, 31, 4, 2, 8.jpg, 6.jpg, 0.401609609, 0.473135831, 0.473135831, left, 1, 2, 4, 6.jpg, 8.jpg, 0.7347231002058834, 2, 0.233739069, 0.473135831, 0.456731037, 0.401609609,0,
38, test, 1, vibration during outcome, 32, 4, 2, 8.jpg, 6.jpg, 0.393803515, 0.452508743, 0.393803515, right, 2, 4, 2, 8.jpg, 6.jpg, 0.8096008999273181, 2, 0.24432205, 0.452508743, 0.406064085, 0.393803515,0,
38, test, 1, vibration during outcome, 33, 4, 2, 8.jpg, 6.jpg, 0.402704902, 0.458621481, 0.458621481, left, 1, 2, 4, 6.jpg, 8.jpg, 0.5164057000074536, 2, 0.193554899, 0.458621481, 0.401876712, 0.402704902,0,
38, test, 1, vibration during outcome, 34, 3, 4, 7.jpg, 8.jpg, 0.409321444, 0.416668377, 0.409321444, right, 2, 3, 4, 7.jpg, 8.jpg, 0.9211937000509351, 2, 0.204964705, 0.43001655, 0.409321444, 0.416668377,1
38, test, 1, vibration during outcome, 35, 1, 2, 5.jpg, 6.jpg, 0.22048214, 0.429045935, 0.429045935, left, 1, 2, 1, 6.jpg, 5.jpg, 0.9543802000116557, 2, 0.22048214, 0.429045935, 0.424862287, 0.419699964,0,
38, test, 1, vibration during outcome, 36, 2, 1, 6.jpg, 5.jpg, 0.447650766, 0.211101934, 0.211101934, left, 1, 1, 2, 5.jpg, 6.jpg, 1.306505599990487, 2, 0.211101934, 0.447650766, 0.423948221, 0.428911523,0,
38, test, 1, vibration during outcome, 37, 3, 4, 7.jpg, 8.jpg, 0.43257228, 0.39910528, 0.43257228, right, 2, 3, 4, 7.jpg, 8.jpg, 0.920766499824822, 2, 0.219326053, 0.456165741, 0.43257228, 0.39910528,1
38, test, 1, vibration during outcome, 38, 4, 3, 8.jpg, 7.jpg, 0.390289699, 0.4363313, 0.4363313, left, 1, 3, 4, 7.jpg, 8.jpg, 0.522640900220722, 2, 0.221341547, 0.433155402, 0.4363313, 0.390289699,0,
38, test, 1, vibration during outcome, 39, 4, 1, 8.jpg, 5.jpg, 0.411267062, 0.214118114, 0.411267062, right, 2, 4, 1, 8.jpg, 5.jpg, 1.0484273999463767, 2, 0.214118114, 0.447660961, 0.408906602, 0.411267062,0,
38, test, 1, vibration during outcome, 40, 2, 4, 6.jpg, 8.jpg, 0.447456341, 0.401024283, 0.447456341, right, 2, 2, 4, 6.jpg, 8.jpg, 9.727859999984503, 2, 0.217505069, 0.447456341, 0.40122215, 0.401024283,1
38, test, 1, vibration during outcome, 41, 1, 4, 5.jpg, 8.jpg, 0.249081937, 0.370374616, 0.370374616, left, 1, 4, 1, 8.jpg, 5.jpg, 0.50308070005849, 2, 0.249081937, 0.458162882, 0.382054645, 0.370374616,0,
38, test, 1, vibration during outcome, 42, 2, 1, 6.jpg, 5.jpg, 0.480978505, 0.255981224, 0.480978505, right, 2, 2, 1, 6.jpg, 5.jpg, 0.7431163999717683, 2, 0.255981224, 0.480978505, 0.383924023, 0.368787043,0,
38, test, 1, vibration during outcome, 43, 2, 4, 6.jpg, 8.jpg, 0.511556199, 0.38383929, 0.38383929, left, 1, 4, 2, 8.jpg, 6.jpg, 1.2110029999166727, 2, 0.288213763, 0.511556199, 0.401205729, 0.38383929,0,
38, test, 1, vibration during outcome, 44, 3, 2, 7.jpg, 6.jpg, 0.350203513, 0.530811847, 0.350203513, right, 2, 3, 2, 7.jpg, 6.jpg, 0.6309531000442803, 2, 0.294374293, 0.530811847, 0.350203513, 0.362927966,0,
38, test, 1, vibration during outcome, 45, 2, 1, 6.jpg, 5.jpg, 0.512913286, 0.308994906, 0.512913286, right, 2, 2, 1, 6.jpg, 5.jpg, 0.6374261998571455, 2, 0.308994906, 0.512913286, 0.336134109, 0.367033206,1
38, test, 1, vibration during outcome, 46, 4, 1, 8.jpg, 5.jpg, 0.368488345, 0.289973458, 0.289973458, left, 1, 1, 4, 5.jpg, 8.jpg, 1.8464595000259578, 2, 0.289973458, 0.533187647, 0.325220477, 0.368488345,0,
38, test, 1, vibration during outcome, 47, 2, 4, 6.jpg, 8.jpg, 0.537872242, 0.34679011, 0.34679011, left, 1, 4, 2, 8.jpg, 6.jpg, 1.095489300088957, 2, 0.29306391, 0.537872242, 0.357892701, 0.34679011,1
38, test, 1, vibration during outcome, 48, 2, 4, 6.jpg, 8.jpg, 0.523160461, 0.356952705, 0.356952705, left, 1, 4, 2, 8.jpg, 6.jpg, 0.910040199989453, 2, 0.292135198, 0.523160461, 0.408168742, 0.356952705,0,
38, test, 1, vibration during outcome, 49, 4, 1, 8.jpg, 5.jpg, 0.356189797, 0.293886334, 0.293886334, left, 1, 1, 4, 5.jpg, 8.jpg, 2.018480099970475, 2, 0.293886334, 0.527646571, 0.394241012, 0.356189797,0,
38, test, 1, vibration during outcome, 50, 4, 1, 8.jpg, 5.jpg, 0.348042517, 0.304272396, 0.348042517, right, 2, 4, 1, 8.jpg, 5.jpg, 0.6777542000636458, 2, 0.304272396, 0.548355336, 0.386662209, 0.348042517,0,
38, practice, 2, vibration off, 1, 3, 1, 3.jpg, 1.jpg, 0.584847675, 0.167787674, 0.167787674, left, 1, 1, 3, 1.jpg, 3.jpg, 0.7372870999388397, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,0,
38, practice, 2, vibration off, 2, 2, 3, 2.jpg, 3.jpg, 0.355471562, 0.582595424, 0.582595424, left, 1, 3, 2, 3.jpg, 2.jpg, 0.9705357998609543, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,0,
38, practice, 2, vibration off, 3, 1, 4, 1.jpg, 4.jpg, 0.206677553, 0.275426328, 0.275426328, left, 1, 4, 1, 4.jpg, 1.jpg, 0.9493768000975251, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,0,
38, practice, 2, vibration off, 4, 3, 4, 3.jpg, 4.jpg, 0.569745321, 0.268568422, 0.268568422, left, 1, 4, 3, 4.jpg, 3.jpg, 1.263706099940464, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,0,
38, practice, 2, vibration off, 5, 2, 4, 2.jpg, 4.jpg, 0.364707579, 0.302042001, 0.364707579, right, 2, 2, 4, 2.jpg, 4.jpg, 0.9473963000345975, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,0,
38, test, 2, vibration off, 1, 2, 3, 2.jpg, 3.jpg, 0.332201416, 0.584847675, 0.584847675, left, 1, 3, 2, 3.jpg, 2.jpg, 0.9558004001155496, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,0,
38, test, 2, vibration off, 2, 4, 2, 4.jpg, 2.jpg, 0.290755999, 0.355471562, 0.355471562, left, 1, 2, 4, 2.jpg, 4.jpg, 0.9558812999166548, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,0,
38, test, 2, vibration off, 3, 1, 2, 1.jpg, 2.jpg, 0.206677553, 0.3490424, 0.206677553, right, 2, 1, 2, 1.jpg, 2.jpg, 0.8274352001026273, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,0,
38, test, 2, vibration off, 4, 4, 1, 4.jpg, 1.jpg, 0.268568422, 0.216551625, 0.268568422, right, 2, 4, 1, 4.jpg, 1.jpg, 0.9922774001024663, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,0,
38, test, 2, vibration off, 5, 2, 1, 2.jpg, 1.jpg, 0.364707579, 0.21991786, 0.21991786, left, 1, 1, 2, 1.jpg, 2.jpg, 1.0674240998923779, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,0,
38, test, 2, vibration off, 6, 3, 1, 3.jpg, 1.jpg, 0.587455063, 0.209090036, 0.587455063, right, 2, 3, 1, 3.jpg, 1.jpg, 0.860601200023666, 2, 0.209090036, 0.3895513, 0.587455063, 0.336540119,1
38, test, 2, vibration off, 7, 3, 2, 3.jpg, 2.jpg, 0.582464681, 0.39060737, 0.582464681, right, 2, 3, 2, 3.jpg, 2.jpg, 0.6439064999576658, 2, 0.215508938, 0.39060737, 0.582464681, 0.363378709,0,
38, test, 2, vibration off, 8, 3, 4, 3.jpg, 4.jpg, 0.545053358, 0.369794555, 0.369794555, left, 1, 4, 3, 4.jpg, 3.jpg, 0.7204346000216901, 2, 0.219868403, 0.430440014, 0.545053358, 0.369794555,1
38, test, 2, vibration off, 9, 3, 1, 3.jpg, 1.jpg, 0.530883085, 0.223820368, 0.223820368, left, 1, 1, 3, 1.jpg, 3.jpg, 1.1082063999492675, 2, 0.223820368, 0.4539861, 0.530883085, 0.365747455,0,
38, test, 2, vibration off, 10, 4, 3, 4.jpg, 3.jpg, 0.36426522, 0.507816291, 0.507816291, left, 1, 3, 4, 3.jpg, 4.jpg, 1.3039774000644684, 2, 0.25320591, 0.485995524, 0.507816291, 0.36426522,1
38, test, 2, vibration off, 11, 4, 1, 4.jpg, 1.jpg, 0.378430477, 0.272116099, 0.378430477, right, 2, 4, 1, 4.jpg, 1.jpg, 1.036350900074467, 2, 0.272116099, 0.489357893, 0.494989907, 0.378430477,1
38, test, 2, vibration off, 12, 2, 3, 2.jpg, 3.jpg, 0.484630844, 0.446302549, 0.446302549, left, 1, 3, 2, 3.jpg, 2.jpg, 0.2920838000718504, 2, 0.234286576, 0.484630844, 0.446302549, 0.406276663,1
38, test, 2, vibration off, 13, 3, 1, 3.jpg, 1.jpg, 0.441292304, 0.209829698, 0.441292304, right, 2, 3, 1, 3.jpg, 1.jpg, 0.8446557999122888, 2, 0.209829698, 0.493007884, 0.441292304, 0.408056555,0,
38, test, 2, vibration off, 14, 4, 3, 4.jpg, 3.jpg, 0.411853134, 0.424090899, 0.411853134, right, 2, 4, 3, 4.jpg, 3.jpg, 0.962660500081256, 2, 0.194746258, 0.496165246, 0.424090899, 0.411853134,0,
38, test, 2, vibration off, 15, 3, 2, 3.jpg, 2.jpg, 0.410741903, 0.498060855, 0.498060855, left, 1, 2, 3, 2.jpg, 3.jpg, 0.5827812000643462, 2, 0.254919143, 0.498060855, 0.410741903, 0.425420016,0,
38, test, 2, vibration off, 16, 4, 1, 4.jpg, 1.jpg, 0.434571537, 0.268446939, 0.268446939, left, 1, 1, 4, 1.jpg, 4.jpg, 0.817847799975425, 2, 0.268446939, 0.473753497, 0.384469806, 0.434571537,1
38, test, 2, vibration off, 17, 2, 1, 2.jpg, 1.jpg, 0.427927548, 0.260713561, 0.260713561, left, 1, 1, 2, 1.jpg, 2.jpg, 0.9510753999929875, 2, 0.260713561, 0.427927548, 0.397409959, 0.467037886,0,
38, test, 2, vibration off, 18, 3, 2, 3.jpg, 2.jpg, 0.380302803, 0.42862063, 0.380302803, right, 2, 3, 2, 3.jpg, 2.jpg, 0.678008999908343, 2, 0.273570125, 0.42862063, 0.380302803, 0.458160423,0,
38, test, 2, vibration off, 19, 2, 3, 2.jpg, 3.jpg, 0.435371131, 0.39026973, 0.435371131, right, 2, 2, 3, 2.jpg, 3.jpg, 0.6234526999760419, 2, 0.269452755, 0.435371131, 0.39026973, 0.413401572,0,
38, test, 2, vibration off, 20, 2, 3, 2.jpg, 3.jpg, 0.425551488, 0.408454439, 0.425551488, right, 2, 2, 3, 2.jpg, 3.jpg, 0.7508704999927431, 2, 0.268741649, 0.425551488, 0.408454439, 0.410963982,0,
38, test, 2, vibration off, 21, 1, 3, 1.jpg, 3.jpg, 0.289598518, 0.404768464, 0.404768464, left, 1, 3, 1, 3.jpg, 1.jpg, 0.6993583999574184, 2, 0.289598518, 0.44190032, 0.404768464, 0.423231262,0,
38, test, 2, vibration off, 22, 3, 1, 3.jpg, 1.jpg, 0.422610309, 0.299460569, 0.299460569, left, 1, 1, 3, 1.jpg, 3.jpg, 0.5964263998903334, 2, 0.299460569, 0.419525056, 0.422610309, 0.389718337,1
38, test, 2, vibration off, 23, 3, 1, 3.jpg, 1.jpg, 0.408863932, 0.275422902, 0.275422902, left, 1, 1, 3, 1.jpg, 3.jpg, 2.6217608998995274, 2, 0.275422902, 0.397611772, 0.408863932, 0.39059245,0,
38, test, 2, vibration off, 24, 3, 2, 3.jpg, 2.jpg, 0.405854252, 0.379139537, 0.405854252, right, 2, 3, 2, 3.jpg, 2.jpg, 0.6304001999087632, 2, 0.266650787, 0.379139537, 0.405854252, 0.398445672,1
38, test, 2, vibration off, 25, 4, 2, 4.jpg, 2.jpg, 0.3844496, 0.383103254, 0.383103254, left, 1, 2, 4, 2.jpg, 4.jpg, 0.762832900043577, 2, 0.254259812, 0.383103254, 0.425425396, 0.3844496,0,
38, test, 2, vibration off, 26, 4, 2, 4.jpg, 2.jpg, 0.389570929, 0.426705428, 0.389570929, right, 2, 4, 2, 4.jpg, 2.jpg, 0.5828003000933677, 2, 0.251503025, 0.426705428, 0.44409494, 0.389570929,0,
38, test, 2, vibration off, 27, 3, 1, 3.jpg, 1.jpg, 0.476699219, 0.260664603, 0.260664603, left, 1, 1, 3, 1.jpg, 3.jpg, 0.5757659999653697, 2, 0.260664603, 0.434578853, 0.476699219, 0.351861927,0,
38, test, 2, vibration off, 28, 3, 1, 3.jpg, 1.jpg, 0.471375184, 0.254900351, 0.471375184, right, 2, 3, 1, 3.jpg, 1.jpg, 0.7666133001912385, 2, 0.254900351, 0.456535155, 0.471375184, 0.358204472,1
38, test, 2, vibration off, 29, 2, 4, 2.jpg, 4.jpg, 0.431125609, 0.360838495, 0.431125609, right, 2, 2, 4, 2.jpg, 4.jpg, 0.7923799999989569, 2, 0.270226286, 0.431125609, 0.45401501, 0.360838495,1
38, test, 2, vibration off, 30, 4, 2, 4.jpg, 2.jpg, 0.36725969, 0.434793002, 0.434793002, left, 1, 2, 4, 2.jpg, 4.jpg, 0.5952649998944253, 2, 0.231605059, 0.434793002, 0.441888062, 0.36725969,1
38, test, 2, vibration off, 31, 3, 1, 3.jpg, 1.jpg, 0.456731037, 0.233739069, 0.233739069, left, 1, 1, 3, 1.jpg, 3.jpg, 0.6308238001074642, 2, 0.233739069, 0.473135831, 0.456731037, 0.401609609,0,
38, test, 2, vibration off, 32, 1, 2, 1.jpg, 2.jpg, 0.24432205, 0.452508743, 0.452508743, left, 1, 2, 1, 2.jpg, 1.jpg, 0.7383501001168042, 2, 0.24432205, 0.452508743, 0.406064085, 0.393803515,0,
38, test, 2, vibration off, 33, 4, 3, 4.jpg, 3.jpg, 0.402704902, 0.401876712, 0.401876712, left, 1, 3, 4, 3.jpg, 4.jpg, 0.5508035998791456, 2, 0.193554899, 0.458621481, 0.401876712, 0.402704902,0,
38, test, 2, vibration off, 34, 4, 2, 4.jpg, 2.jpg, 0.416668377, 0.43001655, 0.43001655, left, 1, 2, 4, 2.jpg, 4.jpg, 0.7662893999367952, 2, 0.204964705, 0.43001655, 0.409321444, 0.416668377,0,
38, test, 2, vibration off, 35, 3, 2, 3.jpg, 2.jpg, 0.424862287, 0.429045935, 0.424862287, right, 2, 3, 2, 3.jpg, 2.jpg, 0.4468931001611054, 2, 0.22048214, 0.429045935, 0.424862287, 0.419699964,1
38, test, 2, vibration off, 36, 3, 1, 3.jpg, 1.jpg, 0.423948221, 0.211101934, 0.211101934, left, 1, 1, 3, 1.jpg, 3.jpg, 0.7732631999533623, 2, 0.211101934, 0.447650766, 0.423948221, 0.428911523,0,
38, test, 2, vibration off, 37, 3, 2, 3.jpg, 2.jpg, 0.43257228, 0.456165741, 0.43257228, right, 2, 3, 2, 3.jpg, 2.jpg, 0.4102026999462396, 2, 0.219326053, 0.456165741, 0.43257228, 0.39910528,1
38, test, 2, vibration off, 38, 3, 2, 3.jpg, 2.jpg, 0.4363313, 0.433155402, 0.4363313, right, 2, 3, 2, 3.jpg, 2.jpg, 0.3214378000702709, 2, 0.221341547, 0.433155402, 0.4363313, 0.390289699,0,
38, test, 2, vibration off, 39, 1, 3, 1.jpg, 3.jpg, 0.214118114, 0.408906602, 0.214118114, right, 2, 1, 3, 1.jpg, 3.jpg, 0.6653573999647051, 2, 0.214118114, 0.447660961, 0.408906602, 0.411267062,0,
38, test, 2, vibration off, 40, 3, 1, 3.jpg, 1.jpg, 0.40122215, 0.217505069, 0.217505069, left, 1, 1, 3, 1.jpg, 3.jpg, 0.4917556999716908, 2, 0.217505069, 0.447456341, 0.40122215, 0.401024283,0,
38, test, 2, vibration off, 41, 4, 1, 4.jpg, 1.jpg, 0.370374616, 0.249081937, 0.370374616, right, 2, 4, 1, 4.jpg, 1.jpg, 0.5381675998214632, 2, 0.249081937, 0.458162882, 0.382054645, 0.370374616,0,
38, test, 2, vibration off, 42, 4, 2, 4.jpg, 2.jpg, 0.368787043, 0.480978505, 0.480978505, left, 1, 2, 4, 2.jpg, 4.jpg, 0.5438072001561522, 2, 0.255981224, 0.480978505, 0.383924023, 0.368787043,1
38, test, 2, vibration off, 43, 3, 4, 3.jpg, 4.jpg, 0.401205729, 0.38383929, 0.401205729, right, 2, 3, 4, 3.jpg, 4.jpg, 1.6577910999767482, 2, 0.288213763, 0.511556199, 0.401205729, 0.38383929,1
38, test, 2, vibration off, 44, 1, 4, 1.jpg, 4.jpg, 0.294374293, 0.362927966, 0.362927966, left, 1, 4, 1, 4.jpg, 1.jpg, 0.7640911999624223, 2, 0.294374293, 0.530811847, 0.350203513, 0.362927966,0,
38, test, 2, vibration off, 45, 2, 4, 2.jpg, 4.jpg, 0.512913286, 0.367033206, 0.512913286, right, 2, 2, 4, 2.jpg, 4.jpg, 0.895294199930504, 2, 0.308994906, 0.512913286, 0.336134109, 0.367033206,1
38, test, 2, vibration off, 46, 4, 2, 4.jpg, 2.jpg, 0.368488345, 0.533187647, 0.533187647, left, 1, 2, 4, 2.jpg, 4.jpg, 1.9423078000545502, 2, 0.289973458, 0.533187647, 0.325220477, 0.368488345,1
38, test, 2, vibration off, 47, 4, 2, 4.jpg, 2.jpg, 0.34679011, 0.537872242, 0.34679011, right, 2, 4, 2, 4.jpg, 2.jpg, 0.606409200001508, 2, 0.29306391, 0.537872242, 0.357892701, 0.34679011,0,
38, test, 2, vibration off, 48, 2, 1, 2.jpg, 1.jpg, 0.523160461, 0.292135198, 0.292135198, left, 1, 1, 2, 1.jpg, 2.jpg, 3.4764447999186814, 2, 0.292135198, 0.523160461, 0.408168742, 0.356952705,0,
