subject, block_type, block, condition, trial, right_offer, left_offer, offer_right_image, offer_left_image, exp_value_right, exp_value_left, exp_value_chosen, choice_location, choice_key, choice_card, unchosen_card, chosen_card_image, unchosen_card_image, rt, randomwalk_counter, exp_value1, exp_value2, exp_value3, exp_value4, reward
43, test, 2, vibration off, 46, 4, 3, 4.jpg, 3.jpg, 0.368488345, 0.325220477, 0.325220477, left, 1, 3, 4, 3.jpg, 4.jpg, 0.7323123999813106, 2, 0.289973458, 0.533187647, 0.325220477, 0.368488345,0,
43, test, 2, vibration off, 47, 2, 1, 2.jpg, 1.jpg, 0.537872242, 0.29306391, 0.29306391, left, 1, 1, 2, 1.jpg, 2.jpg, 0.7329970000137109, 2, 0.29306391, 0.537872242, 0.357892701, 0.34679011,1
43, test, 2, vibration off, 48, 3, 4, 3.jpg, 4.jpg, 0.408168742, 0.356952705, 0.408168742, right, 2, 3, 4, 3.jpg, 4.jpg, 1.0429276000068057, 2, 0.292135198, 0.523160461, 0.408168742, 0.356952705,0,
43, test, 2, vibration off, 49, 4, 2, 4.jpg, 2.jpg, 0.356189797, 0.527646571, 0.527646571, left, 1, 2, 4, 2.jpg, 4.jpg, 0.5304063999792561, 2, 0.293886334, 0.527646571, 0.394241012, 0.356189797,1
43, test, 2, vibration off, 50, 2, 1, 2.jpg, 1.jpg, 0.548355336, 0.304272396, 0.304272396, left, 1, 1, 2, 1.jpg, 2.jpg, 0.8587791999743786, 2, 0.304272396, 0.548355336, 0.386662209, 0.348042517,0,
43, practice, 3, vibration during outcome, 1, 1, 2, 5.jpg, 6.jpg, 0.167787674, 0.332201416, 0.332201416, left, 1, 2, 1, 6.jpg, 5.jpg, 0.7978339000255801, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,0,
43, practice, 3, vibration during outcome, 2, 3, 4, 7.jpg, 8.jpg, 0.582595424, 0.290755999, 0.290755999, left, 1, 4, 3, 8.jpg, 7.jpg, 0.608614700002363, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,0,
43, practice, 3, vibration during outcome, 3, 1, 3, 5.jpg, 7.jpg, 0.206677553, 0.578794293, 0.206677553, right, 2, 1, 3, 5.jpg, 7.jpg, 0.491517099988414, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,1
43, practice, 3, vibration during outcome, 4, 3, 4, 7.jpg, 8.jpg, 0.569745321, 0.268568422, 0.268568422, left, 1, 4, 3, 8.jpg, 7.jpg, 0.7534206000273116, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,1
43, practice, 3, vibration during outcome, 5, 2, 1, 6.jpg, 5.jpg, 0.364707579, 0.21991786, 0.21991786, left, 1, 1, 2, 5.jpg, 6.jpg, 0.49879220000002533, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,0,
43, test, 3, vibration during outcome, 1, 4, 1, 8.jpg, 5.jpg, 0.302670058, 0.167787674, 0.167787674, left, 1, 1, 4, 5.jpg, 8.jpg, 0.5716033000207972, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,0,
43, test, 3, vibration during outcome, 2, 2, 1, 6.jpg, 5.jpg, 0.355471562, 0.176264347, 0.176264347, left, 1, 1, 2, 5.jpg, 6.jpg, 0.4355720999883488, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,0,
43, test, 3, vibration during outcome, 3, 4, 1, 8.jpg, 5.jpg, 0.275426328, 0.206677553, 0.206677553, left, 1, 1, 4, 5.jpg, 8.jpg, 0.4937919999938458, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,0,
43, test, 3, vibration during outcome, 4, 1, 3, 5.jpg, 7.jpg, 0.216551625, 0.569745321, 0.216551625, right, 2, 1, 3, 5.jpg, 7.jpg, 0.4538104000093881, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,0,
43, test, 3, vibration during outcome, 5, 2, 4, 6.jpg, 8.jpg, 0.364707579, 0.302042001, 0.302042001, left, 1, 4, 2, 8.jpg, 6.jpg, 1.4192781999881845, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,0,
43, test, 3, vibration during outcome, 6, 3, 4, 7.jpg, 8.jpg, 0.587455063, 0.336540119, 0.336540119, left, 1, 4, 3, 8.jpg, 7.jpg, 1.0350460000045132, 2, 0.209090036, 0.3895513, 0.587455063, 0.336540119,0,
43, test, 3, vibration during outcome, 7, 2, 1, 6.jpg, 5.jpg, 0.39060737, 0.215508938, 0.215508938, left, 1, 1, 2, 5.jpg, 6.jpg, 0.4948746000009123, 2, 0.215508938, 0.39060737, 0.582464681, 0.363378709,0,
43, test, 3, vibration during outcome, 8, 2, 4, 6.jpg, 8.jpg, 0.430440014, 0.369794555, 0.430440014, right, 2, 2, 4, 6.jpg, 8.jpg, 0.8110021000029519, 2, 0.219868403, 0.430440014, 0.545053358, 0.369794555,0,
43, test, 3, vibration during outcome, 9, 1, 3, 5.jpg, 7.jpg, 0.223820368, 0.530883085, 0.223820368, right, 2, 1, 3, 5.jpg, 7.jpg, 0.5899355000001378, 2, 0.223820368, 0.4539861, 0.530883085, 0.365747455,0,
43, test, 3, vibration during outcome, 10, 3, 4, 7.jpg, 8.jpg, 0.507816291, 0.36426522, 0.507816291, right, 2, 3, 4, 7.jpg, 8.jpg, 0.6735781000170391, 2, 0.25320591, 0.485995524, 0.507816291, 0.36426522,1
43, test, 3, vibration during outcome, 11, 1, 4, 5.jpg, 8.jpg, 0.272116099, 0.378430477, 0.378430477, left, 1, 4, 1, 8.jpg, 5.jpg, 0.8693803999922238, 2, 0.272116099, 0.489357893, 0.494989907, 0.378430477,0,
43, test, 3, vibration during outcome, 12, 3, 2, 7.jpg, 6.jpg, 0.446302549, 0.484630844, 0.484630844, left, 1, 2, 3, 6.jpg, 7.jpg, 1.1237544000032358, 2, 0.234286576, 0.484630844, 0.446302549, 0.406276663,1
43, test, 3, vibration during outcome, 13, 1, 4, 5.jpg, 8.jpg, 0.209829698, 0.408056555, 0.408056555, left, 1, 4, 1, 8.jpg, 5.jpg, 1.517843300011009, 2, 0.209829698, 0.493007884, 0.441292304, 0.408056555,0,
43, test, 3, vibration during outcome, 14, 4, 2, 8.jpg, 6.jpg, 0.411853134, 0.496165246, 0.496165246, left, 1, 2, 4, 6.jpg, 8.jpg, 0.583033400005661, 2, 0.194746258, 0.496165246, 0.424090899, 0.411853134,0,
43, test, 3, vibration during outcome, 15, 2, 1, 6.jpg, 5.jpg, 0.498060855, 0.254919143, 0.498060855, right, 2, 2, 1, 6.jpg, 5.jpg, 0.5246527999988757, 2, 0.254919143, 0.498060855, 0.410741903, 0.425420016,0,
43, test, 3, vibration during outcome, 16, 2, 1, 6.jpg, 5.jpg, 0.473753497, 0.268446939, 0.268446939, left, 1, 1, 2, 5.jpg, 6.jpg, 0.6285463999956846, 2, 0.268446939, 0.473753497, 0.384469806, 0.434571537,0,
43, test, 3, vibration during outcome, 17, 2, 1, 6.jpg, 5.jpg, 0.427927548, 0.260713561, 0.427927548, right, 2, 2, 1, 6.jpg, 5.jpg, 0.5312751000165008, 2, 0.260713561, 0.427927548, 0.397409959, 0.467037886,1
43, test, 3, vibration during outcome, 18, 4, 2, 8.jpg, 6.jpg, 0.458160423, 0.42862063, 0.42862063, left, 1, 2, 4, 6.jpg, 8.jpg, 0.4729874999902677, 2, 0.273570125, 0.42862063, 0.380302803, 0.458160423,0,
43, test, 3, vibration during outcome, 19, 4, 3, 8.jpg, 7.jpg, 0.413401572, 0.39026973, 0.39026973, left, 1, 3, 4, 7.jpg, 8.jpg, 0.6661301999993157, 2, 0.269452755, 0.435371131, 0.39026973, 0.413401572,0,
43, test, 3, vibration during outcome, 20, 4, 1, 8.jpg, 5.jpg, 0.410963982, 0.268741649, 0.410963982, right, 2, 4, 1, 8.jpg, 5.jpg, 1.6701466000231449, 2, 0.268741649, 0.425551488, 0.408454439, 0.410963982,1
43, test, 3, vibration during outcome, 21, 1, 3, 5.jpg, 7.jpg, 0.289598518, 0.404768464, 0.289598518, right, 2, 1, 3, 5.jpg, 7.jpg, 0.5271691000089049, 2, 0.289598518, 0.44190032, 0.404768464, 0.423231262,0,
43, test, 3, vibration during outcome, 22, 4, 3, 8.jpg, 7.jpg, 0.389718337, 0.422610309, 0.389718337, right, 2, 4, 3, 8.jpg, 7.jpg, 0.5762465000152588, 2, 0.299460569, 0.419525056, 0.422610309, 0.389718337,0,
43, test, 3, vibration during outcome, 23, 1, 2, 5.jpg, 6.jpg, 0.275422902, 0.397611772, 0.397611772, left, 1, 2, 1, 6.jpg, 5.jpg, 0.441118099988671, 2, 0.275422902, 0.397611772, 0.408863932, 0.39059245,1
43, test, 3, vibration during outcome, 24, 1, 3, 5.jpg, 7.jpg, 0.266650787, 0.405854252, 0.405854252, left, 1, 3, 1, 7.jpg, 5.jpg, 0.7149189000192564, 2, 0.266650787, 0.379139537, 0.405854252, 0.398445672,0,
43, test, 3, vibration during outcome, 25, 2, 3, 6.jpg, 7.jpg, 0.383103254, 0.425425396, 0.425425396, left, 1, 3, 2, 7.jpg, 6.jpg, 0.35752920000231825, 2, 0.254259812, 0.383103254, 0.425425396, 0.3844496,0,
43, test, 3, vibration during outcome, 26, 2, 4, 6.jpg, 8.jpg, 0.426705428, 0.389570929, 0.426705428, right, 2, 2, 4, 6.jpg, 8.jpg, 0.5860562000016216, 2, 0.251503025, 0.426705428, 0.44409494, 0.389570929,0,
43, test, 3, vibration during outcome, 27, 4, 1, 8.jpg, 5.jpg, 0.351861927, 0.260664603, 0.260664603, left, 1, 1, 4, 5.jpg, 8.jpg, 0.6271403999999166, 2, 0.260664603, 0.434578853, 0.476699219, 0.351861927,0,
43, test, 3, vibration during outcome, 28, 1, 4, 5.jpg, 8.jpg, 0.254900351, 0.358204472, 0.254900351, right, 2, 1, 4, 5.jpg, 8.jpg, 0.521089000016218, 2, 0.254900351, 0.456535155, 0.471375184, 0.358204472,0,
43, test, 3, vibration during outcome, 29, 4, 3, 8.jpg, 7.jpg, 0.360838495, 0.45401501, 0.45401501, left, 1, 3, 4, 7.jpg, 8.jpg, 0.5211051999940537, 2, 0.270226286, 0.431125609, 0.45401501, 0.360838495,1
43, test, 3, vibration during outcome, 30, 1, 3, 5.jpg, 7.jpg, 0.231605059, 0.441888062, 0.441888062, left, 1, 3, 1, 7.jpg, 5.jpg, 0.4830710999958683, 2, 0.231605059, 0.434793002, 0.441888062, 0.36725969,0,
43, test, 3, vibration during outcome, 31, 3, 4, 7.jpg, 8.jpg, 0.456731037, 0.401609609, 0.456731037, right, 2, 3, 4, 7.jpg, 8.jpg, 0.443748499994399, 2, 0.233739069, 0.473135831, 0.456731037, 0.401609609,0,
43, test, 3, vibration during outcome, 32, 2, 3, 6.jpg, 7.jpg, 0.452508743, 0.406064085, 0.452508743, right, 2, 2, 3, 6.jpg, 7.jpg, 0.7837612000002991, 2, 0.24432205, 0.452508743, 0.406064085, 0.393803515,0,
43, test, 3, vibration during outcome, 33, 1, 4, 5.jpg, 8.jpg, 0.193554899, 0.402704902, 0.402704902, left, 1, 4, 1, 8.jpg, 5.jpg, 2.183165700000245, 2, 0.193554899, 0.458621481, 0.401876712, 0.402704902,0,
43, test, 3, vibration during outcome, 34, 1, 3, 5.jpg, 7.jpg, 0.204964705, 0.409321444, 0.409321444, left, 1, 3, 1, 7.jpg, 5.jpg, 0.55508109999937, 2, 0.204964705, 0.43001655, 0.409321444, 0.416668377,0,
43, test, 3, vibration during outcome, 35, 1, 2, 5.jpg, 6.jpg, 0.22048214, 0.429045935, 0.429045935, left, 1, 2, 1, 6.jpg, 5.jpg, 0.36281989997951314, 2, 0.22048214, 0.429045935, 0.424862287, 0.419699964,0,
43, test, 3, vibration during outcome, 36, 4, 1, 8.jpg, 5.jpg, 0.428911523, 0.211101934, 0.211101934, left, 1, 1, 4, 5.jpg, 8.jpg, 1.0871890999842435, 2, 0.211101934, 0.447650766, 0.423948221, 0.428911523,1
43, test, 3, vibration during outcome, 37, 1, 4, 5.jpg, 8.jpg, 0.219326053, 0.39910528, 0.219326053, right, 2, 1, 4, 5.jpg, 8.jpg, 0.6793992999882903, 2, 0.219326053, 0.456165741, 0.43257228, 0.39910528,0,
43, test, 3, vibration during outcome, 38, 4, 2, 8.jpg, 6.jpg, 0.390289699, 0.433155402, 0.433155402, left, 1, 2, 4, 6.jpg, 8.jpg, 0.6204340999829583, 2, 0.221341547, 0.433155402, 0.4363313, 0.390289699,0,
43, test, 3, vibration during outcome, 39, 2, 3, 6.jpg, 7.jpg, 0.447660961, 0.408906602, 0.408906602, left, 1, 3, 2, 7.jpg, 6.jpg, 0.6589066000015009, 2, 0.214118114, 0.447660961, 0.408906602, 0.411267062,0,
43, test, 3, vibration during outcome, 40, 4, 2, 8.jpg, 6.jpg, 0.401024283, 0.447456341, 0.447456341, left, 1, 2, 4, 6.jpg, 8.jpg, 0.5399145999981556, 2, 0.217505069, 0.447456341, 0.40122215, 0.401024283,0,
43, test, 3, vibration during outcome, 41, 1, 4, 5.jpg, 8.jpg, 0.249081937, 0.370374616, 0.249081937, right, 2, 1, 4, 5.jpg, 8.jpg, 0.5172939000185579, 2, 0.249081937, 0.458162882, 0.382054645, 0.370374616,0,
43, test, 3, vibration during outcome, 42, 2, 1, 6.jpg, 5.jpg, 0.480978505, 0.255981224, 0.255981224, left, 1, 1, 2, 5.jpg, 6.jpg, 0.48219569999491796, 2, 0.255981224, 0.480978505, 0.383924023, 0.368787043,1
43, test, 3, vibration during outcome, 43, 1, 3, 5.jpg, 7.jpg, 0.288213763, 0.401205729, 0.288213763, right, 2, 1, 3, 5.jpg, 7.jpg, 1.5781240000214893, 2, 0.288213763, 0.511556199, 0.401205729, 0.38383929,1
43, test, 3, vibration during outcome, 44, 4, 2, 8.jpg, 6.jpg, 0.362927966, 0.530811847, 0.530811847, left, 1, 2, 4, 6.jpg, 8.jpg, 0.8448973000049591, 2, 0.294374293, 0.530811847, 0.350203513, 0.362927966,1
43, test, 3, vibration during outcome, 45, 2, 1, 6.jpg, 5.jpg, 0.512913286, 0.308994906, 0.512913286, right, 2, 2, 1, 6.jpg, 5.jpg, 0.7085579999838956, 2, 0.308994906, 0.512913286, 0.336134109, 0.367033206,0,
43, test, 3, vibration during outcome, 46, 4, 2, 8.jpg, 6.jpg, 0.368488345, 0.533187647, 0.533187647, left, 1, 2, 4, 6.jpg, 8.jpg, 0.5667020999826491, 2, 0.289973458, 0.533187647, 0.325220477, 0.368488345,1
43, test, 3, vibration during outcome, 47, 3, 4, 7.jpg, 8.jpg, 0.357892701, 0.34679011, 0.357892701, right, 2, 3, 4, 7.jpg, 8.jpg, 1.0541995999810752, 2, 0.29306391, 0.537872242, 0.357892701, 0.34679011,0,
43, test, 3, vibration during outcome, 48, 1, 2, 5.jpg, 6.jpg, 0.292135198, 0.523160461, 0.523160461, left, 1, 2, 1, 6.jpg, 5.jpg, 0.5342736000020523, 2, 0.292135198, 0.523160461, 0.408168742, 0.356952705,0,
43, test, 3, vibration during outcome, 49, 2, 1, 6.jpg, 5.jpg, 0.527646571, 0.293886334, 0.527646571, right, 2, 2, 1, 6.jpg, 5.jpg, 0.3970381999970414, 2, 0.293886334, 0.527646571, 0.394241012, 0.356189797,1
43, test, 3, vibration during outcome, 50, 3, 2, 7.jpg, 6.jpg, 0.386662209, 0.548355336, 0.386662209, right, 2, 3, 2, 7.jpg, 6.jpg, 1.1379769000050146, 2, 0.304272396, 0.548355336, 0.386662209, 0.348042517,0,
