subject, block_type, block, condition, trial, right_offer, left_offer, offer_right_image, offer_left_image, exp_value_right, exp_value_left, exp_value_chosen, choice_location, choice_key, choice_card, unchosen_card, chosen_card_image, unchosen_card_image, rt, randomwalk_counter, exp_value1, exp_value2, exp_value3, exp_value4, reward
16, practice, 3, vibration during outcome, 1, 1, 3, 5.jpg, 7.jpg, 0.511076546, 0.413504079, 0.511076546, right, 2, 1, 3, 5.jpg, 7.jpg, 1.993688700022176, 1, 0.511076546, 0.615232533, 0.413504079, 0.466504194,1
16, practice, 3, vibration during outcome, 2, 2, 3, 6.jpg, 7.jpg, 0.631199867, 0.375335495, 0.631199867, right, 2, 2, 3, 6.jpg, 7.jpg, 1.6527098000515252, 1, 0.517796443, 0.631199867, 0.375335495, 0.47234587,1
16, practice, 3, vibration during outcome, 3, 2, 4, 6.jpg, 8.jpg, 0.626315633, 0.491193418, 0.626315633, right, 2, 2, 4, 6.jpg, 8.jpg, 3.121321299811825, 1, 0.498939688, 0.626315633, 0.374984468, 0.491193418,1
16, practice, 3, vibration during outcome, 4, 1, 3, 5.jpg, 7.jpg, 0.498193315, 0.371343772, 0.498193315, right, 2, 1, 3, 5.jpg, 7.jpg, 1.1872056000865996, 1, 0.498193315, 0.609226527, 0.371343772, 0.486122834,1
16, practice, 3, vibration during outcome, 5, 2, 4, 6.jpg, 8.jpg, 0.620106582, 0.463675252, 0.620106582, right, 2, 2, 4, 6.jpg, 8.jpg, 1.3612933000549674, 1, 0.472267853, 0.620106582, 0.35386843, 0.463675252,1
16, test, 3, vibration during outcome, 1, 3, 1, 7.jpg, 5.jpg, 0.413504079, 0.511076546, 0.511076546, left, 1, 1, 3, 5.jpg, 7.jpg, 0.8080784999765456, 1, 0.511076546, 0.615232533, 0.413504079, 0.466504194,0,
16, test, 3, vibration during outcome, 2, 3, 4, 7.jpg, 8.jpg, 0.375335495, 0.47234587, 0.47234587, left, 1, 4, 3, 8.jpg, 7.jpg, 0.915486800018698, 1, 0.517796443, 0.631199867, 0.375335495, 0.47234587,0,
16, test, 3, vibration during outcome, 3, 3, 4, 7.jpg, 8.jpg, 0.374984468, 0.491193418, 0.374984468, right, 2, 3, 4, 7.jpg, 8.jpg, 0.886012100148946, 1, 0.498939688, 0.626315633, 0.374984468, 0.491193418,0,
16, test, 3, vibration during outcome, 4, 1, 3, 5.jpg, 7.jpg, 0.498193315, 0.371343772, 0.498193315, right, 2, 1, 3, 5.jpg, 7.jpg, 0.73836710001342, 1, 0.498193315, 0.609226527, 0.371343772, 0.486122834,1
16, test, 3, vibration during outcome, 5, 1, 3, 5.jpg, 7.jpg, 0.472267853, 0.35386843, 0.472267853, right, 2, 1, 3, 5.jpg, 7.jpg, 0.7038610000163317, 1, 0.472267853, 0.620106582, 0.35386843, 0.463675252,0,
16, test, 3, vibration during outcome, 6, 2, 4, 6.jpg, 8.jpg, 0.609411022, 0.444784776, 0.609411022, right, 2, 2, 4, 6.jpg, 8.jpg, 0.7720067999325693, 1, 0.48900464, 0.609411022, 0.353156918, 0.444784776,1
16, test, 3, vibration during outcome, 7, 2, 4, 6.jpg, 8.jpg, 0.661106815, 0.459669582, 0.661106815, right, 2, 2, 4, 6.jpg, 8.jpg, 0.7742018001154065, 1, 0.498922937, 0.661106815, 0.351148204, 0.459669582,0,
16, test, 3, vibration during outcome, 8, 4, 1, 8.jpg, 5.jpg, 0.445975487, 0.523305174, 0.523305174, left, 1, 1, 4, 5.jpg, 8.jpg, 1.1075367000885308, 1, 0.523305174, 0.661043011, 0.385479761, 0.445975487,1
16, test, 3, vibration during outcome, 9, 4, 1, 8.jpg, 5.jpg, 0.477824508, 0.538202722, 0.538202722, left, 1, 1, 4, 5.jpg, 8.jpg, 0.7578600998967886, 1, 0.538202722, 0.617130773, 0.38403906, 0.477824508,0,
16, test, 3, vibration during outcome, 10, 4, 3, 8.jpg, 7.jpg, 0.494179332, 0.400369013, 0.494179332, right, 2, 4, 3, 8.jpg, 7.jpg, 0.9994987999089062, 1, 0.538742055, 0.61305354, 0.400369013, 0.494179332,0,
16, test, 3, vibration during outcome, 11, 1, 2, 5.jpg, 6.jpg, 0.576408806, 0.627053837, 0.627053837, left, 1, 2, 1, 6.jpg, 5.jpg, 1.4405906000174582, 1, 0.576408806, 0.627053837, 0.389573429, 0.442060048,0,
16, test, 3, vibration during outcome, 12, 4, 2, 8.jpg, 6.jpg, 0.429884006, 0.6084257, 0.6084257, left, 1, 2, 4, 6.jpg, 8.jpg, 0.9636641000397503, 1, 0.58170588, 0.6084257, 0.368726719, 0.429884006,0,
16, test, 3, vibration during outcome, 13, 2, 4, 6.jpg, 8.jpg, 0.597368238, 0.451621205, 0.597368238, right, 2, 2, 4, 6.jpg, 8.jpg, 1.4589428999461234, 1, 0.578706679, 0.597368238, 0.375355878, 0.451621205,0,
16, test, 3, vibration during outcome, 14, 1, 2, 5.jpg, 6.jpg, 0.542007718, 0.603047222, 0.542007718, right, 2, 1, 2, 5.jpg, 6.jpg, 1.2348750000819564, 1, 0.542007718, 0.603047222, 0.38842331, 0.453322749,1
16, test, 3, vibration during outcome, 15, 2, 4, 6.jpg, 8.jpg, 0.59667375, 0.449059956, 0.449059956, left, 1, 4, 2, 8.jpg, 6.jpg, 1.2113532999064773, 1, 0.51169699, 0.59667375, 0.398928367, 0.449059956,0,
16, test, 3, vibration during outcome, 16, 2, 1, 6.jpg, 5.jpg, 0.577589974, 0.513158928, 0.577589974, right, 2, 2, 1, 6.jpg, 5.jpg, 1.347891699988395, 1, 0.513158928, 0.577589974, 0.371810296, 0.445080478,0,
16, test, 3, vibration during outcome, 17, 4, 3, 8.jpg, 7.jpg, 0.422775713, 0.379887863, 0.379887863, left, 1, 3, 4, 7.jpg, 8.jpg, 1.1539819000754505, 1, 0.513426935, 0.585694186, 0.379887863, 0.422775713,0,
16, test, 3, vibration during outcome, 18, 3, 4, 7.jpg, 8.jpg, 0.373664559, 0.418810463, 0.418810463, left, 1, 4, 3, 8.jpg, 7.jpg, 0.8352359000127763, 1, 0.505704724, 0.54789599, 0.373664559, 0.418810463,1
16, test, 3, vibration during outcome, 19, 3, 4, 7.jpg, 8.jpg, 0.369915918, 0.404711898, 0.404711898, left, 1, 4, 3, 8.jpg, 7.jpg, 0.6665801999624819, 1, 0.504573157, 0.582335652, 0.369915918, 0.404711898,1
16, test, 3, vibration during outcome, 20, 3, 2, 7.jpg, 6.jpg, 0.34718102, 0.588279021, 0.588279021, left, 1, 2, 3, 6.jpg, 7.jpg, 0.7465395999606699, 1, 0.511492418, 0.588279021, 0.34718102, 0.429775493,0,
16, test, 3, vibration during outcome, 21, 2, 1, 6.jpg, 5.jpg, 0.553509108, 0.512951285, 0.512951285, left, 1, 1, 2, 5.jpg, 6.jpg, 0.7783131999894977, 1, 0.512951285, 0.553509108, 0.365459609, 0.420212923,0,
16, test, 3, vibration during outcome, 22, 4, 3, 8.jpg, 7.jpg, 0.410726764, 0.364821817, 0.410726764, right, 2, 4, 3, 8.jpg, 7.jpg, 0.985285900067538, 1, 0.539572991, 0.552815737, 0.364821817, 0.410726764,0,
16, test, 3, vibration during outcome, 23, 4, 3, 8.jpg, 7.jpg, 0.376882621, 0.373035803, 0.373035803, left, 1, 3, 4, 7.jpg, 8.jpg, 0.9468565999995917, 1, 0.56095771, 0.535255398, 0.373035803, 0.376882621,0,
16, test, 3, vibration during outcome, 24, 4, 3, 8.jpg, 7.jpg, 0.358107826, 0.364677663, 0.364677663, left, 1, 3, 4, 7.jpg, 8.jpg, 0.9989533999469131, 1, 0.575401102, 0.524393705, 0.364677663, 0.358107826,0,
16, test, 3, vibration during outcome, 25, 2, 4, 6.jpg, 8.jpg, 0.532040408, 0.373729847, 0.532040408, right, 2, 2, 4, 6.jpg, 8.jpg, 0.7266625999473035, 1, 0.541014126, 0.532040408, 0.39083719, 0.373729847,1
16, test, 3, vibration during outcome, 26, 1, 2, 5.jpg, 6.jpg, 0.536918816, 0.511692898, 0.511692898, left, 1, 2, 1, 6.jpg, 5.jpg, 1.2733758999966085, 1, 0.536918816, 0.511692898, 0.371897574, 0.398780507,0,
16, test, 3, vibration during outcome, 27, 2, 1, 6.jpg, 5.jpg, 0.54671574, 0.541079589, 0.541079589, left, 1, 1, 2, 5.jpg, 6.jpg, 1.6556718000210822, 1, 0.541079589, 0.54671574, 0.389383809, 0.405865749,1
16, test, 3, vibration during outcome, 28, 2, 1, 6.jpg, 5.jpg, 0.570750529, 0.559641612, 0.559641612, left, 1, 1, 2, 5.jpg, 6.jpg, 0.5629191000480205, 1, 0.559641612, 0.570750529, 0.408417182, 0.403418308,1
16, test, 3, vibration during outcome, 29, 3, 1, 7.jpg, 5.jpg, 0.383885215, 0.566867971, 0.566867971, left, 1, 1, 3, 5.jpg, 7.jpg, 1.082076600054279, 1, 0.566867971, 0.54476025, 0.383885215, 0.398536524,1
16, test, 3, vibration during outcome, 30, 1, 2, 5.jpg, 6.jpg, 0.562069061, 0.559260499, 0.559260499, left, 1, 2, 1, 6.jpg, 5.jpg, 0.8309642998501658, 1, 0.562069061, 0.559260499, 0.406860111, 0.407780991,1
16, test, 3, vibration during outcome, 31, 2, 1, 6.jpg, 5.jpg, 0.570453061, 0.557017169, 0.557017169, left, 1, 1, 2, 5.jpg, 6.jpg, 1.7404404999688268, 1, 0.557017169, 0.570453061, 0.389734908, 0.40633374,1
16, test, 3, vibration during outcome, 32, 3, 2, 7.jpg, 6.jpg, 0.364845558, 0.562455492, 0.562455492, left, 1, 2, 3, 6.jpg, 7.jpg, 1.0550426999107003, 1, 0.587964414, 0.562455492, 0.364845558, 0.430319959,1
16, test, 3, vibration during outcome, 33, 3, 1, 7.jpg, 5.jpg, 0.38651511, 0.569423526, 0.569423526, left, 1, 1, 3, 5.jpg, 7.jpg, 0.8193320999853313, 1, 0.569423526, 0.583546956, 0.38651511, 0.469700007,1
16, test, 3, vibration during outcome, 34, 1, 2, 5.jpg, 6.jpg, 0.56834307, 0.565200904, 0.565200904, left, 1, 2, 1, 6.jpg, 5.jpg, 1.6066507000941783, 1, 0.56834307, 0.565200904, 0.411760625, 0.45608609,1
16, test, 3, vibration during outcome, 35, 2, 4, 6.jpg, 8.jpg, 0.567372701, 0.497188985, 0.567372701, right, 2, 2, 4, 6.jpg, 8.jpg, 1.4062914000824094, 1, 0.599079702, 0.567372701, 0.404213812, 0.497188985,0,
16, test, 3, vibration during outcome, 36, 3, 1, 7.jpg, 5.jpg, 0.380656038, 0.614921267, 0.614921267, left, 1, 1, 3, 5.jpg, 7.jpg, 0.9353184998035431, 1, 0.614921267, 0.558903517, 0.380656038, 0.476236411,1
16, test, 3, vibration during outcome, 37, 1, 2, 5.jpg, 6.jpg, 0.628075493, 0.545721743, 0.628075493, right, 2, 1, 2, 5.jpg, 6.jpg, 2.050182100152597, 1, 0.628075493, 0.545721743, 0.352549374, 0.509842719,1
16, test, 3, vibration during outcome, 38, 1, 3, 5.jpg, 7.jpg, 0.631242143, 0.347063514, 0.631242143, right, 2, 1, 3, 5.jpg, 7.jpg, 0.8482280001044273, 1, 0.631242143, 0.538071442, 0.347063514, 0.530542784,0,
16, test, 3, vibration during outcome, 39, 4, 2, 8.jpg, 6.jpg, 0.525341883, 0.562917382, 0.562917382, left, 1, 2, 4, 6.jpg, 8.jpg, 0.6815227000042796, 1, 0.600609567, 0.562917382, 0.341152187, 0.525341883,0,
16, test, 3, vibration during outcome, 40, 2, 1, 6.jpg, 5.jpg, 0.574174471, 0.598478627, 0.598478627, left, 1, 1, 2, 5.jpg, 6.jpg, 0.6903973999433219, 1, 0.598478627, 0.574174471, 0.340254534, 0.519319672,1
16, test, 3, vibration during outcome, 41, 2, 4, 6.jpg, 8.jpg, 0.580661228, 0.531828439, 0.580661228, right, 2, 2, 4, 6.jpg, 8.jpg, 1.1974937000777572, 1, 0.60144404, 0.580661228, 0.358175358, 0.531828439,1
16, test, 3, vibration during outcome, 42, 2, 1, 6.jpg, 5.jpg, 0.582970551, 0.630195312, 0.582970551, right, 2, 2, 1, 6.jpg, 5.jpg, 1.0553019000217319, 1, 0.630195312, 0.582970551, 0.366861123, 0.522351056,1
16, test, 3, vibration during outcome, 43, 4, 2, 8.jpg, 6.jpg, 0.532129282, 0.572586617, 0.532129282, right, 2, 4, 2, 8.jpg, 6.jpg, 1.2049000000115484, 1, 0.628568645, 0.572586617, 0.357029746, 0.532129282,1
16, test, 3, vibration during outcome, 44, 3, 4, 7.jpg, 8.jpg, 0.384631609, 0.54344664, 0.54344664, left, 1, 4, 3, 8.jpg, 7.jpg, 1.7072153999470174, 1, 0.636994371, 0.565568304, 0.384631609, 0.54344664,0,
16, test, 3, vibration during outcome, 45, 2, 3, 6.jpg, 7.jpg, 0.5781911, 0.386636695, 0.5781911, right, 2, 2, 3, 6.jpg, 7.jpg, 1.0414405998308212, 1, 0.650015763, 0.5781911, 0.386636695, 0.52618086,1
16, test, 3, vibration during outcome, 46, 2, 1, 6.jpg, 5.jpg, 0.554193525, 0.626001871, 0.626001871, left, 1, 1, 2, 5.jpg, 6.jpg, 1.1233882999513298, 1, 0.626001871, 0.554193525, 0.376640317, 0.575008411,0,
16, test, 3, vibration during outcome, 47, 4, 1, 8.jpg, 5.jpg, 0.546233567, 0.606772055, 0.606772055, left, 1, 1, 4, 5.jpg, 8.jpg, 1.0956719000823796, 1, 0.606772055, 0.585886385, 0.329837755, 0.546233567,1
16, test, 3, vibration during outcome, 48, 1, 2, 5.jpg, 6.jpg, 0.609756275, 0.601875425, 0.601875425, left, 1, 2, 1, 6.jpg, 5.jpg, 1.4632872000802308, 1, 0.609756275, 0.601875425, 0.322472207, 0.544792119,0,
16, test, 3, vibration during outcome, 49, 4, 1, 8.jpg, 5.jpg, 0.559135463, 0.606158462, 0.606158462, left, 1, 1, 4, 5.jpg, 8.jpg, 0.6151654999703169, 1, 0.606158462, 0.595767883, 0.298351175, 0.559135463,0,
16, test, 3, vibration during outcome, 50, 1, 3, 5.jpg, 7.jpg, 0.585330427, 0.304980312, 0.585330427, right, 2, 1, 3, 5.jpg, 7.jpg, 1.6821767999790609, 1, 0.585330427, 0.596690297, 0.304980312, 0.528689445,1
