subject, block_type, block, condition, trial, right_offer, left_offer, offer_right_image, offer_left_image, exp_value_right, exp_value_left, exp_value_chosen, choice_location, choice_key, choice_card, unchosen_card, chosen_card_image, unchosen_card_image, rt, randomwalk_counter, exp_value1, exp_value2, exp_value3, exp_value4, reward
3, practice, 1, vibration during outcome, 1, 3, 1, 7.jpg, 5.jpg, 0.584847675, 0.167787674, 0.584847675, right, 2, 3, 1, 7.jpg, 5.jpg, 2.0742783000459895, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,1
3, practice, 1, vibration during outcome, 2, 2, 3, 6.jpg, 7.jpg, 0.355471562, 0.582595424, 0.582595424, left, 1, 3, 2, 7.jpg, 6.jpg, 2.291302499943413, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,1
3, practice, 1, vibration during outcome, 3, 1, 3, 5.jpg, 7.jpg, 0.206677553, 0.578794293, 0.578794293, left, 1, 3, 1, 7.jpg, 5.jpg, 1.6967646999983117, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,1
3, practice, 1, vibration during outcome, 4, 2, 3, 6.jpg, 7.jpg, 0.358181966, 0.569745321, 0.569745321, left, 1, 3, 2, 7.jpg, 6.jpg, 0.6427308999700472, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,1
3, practice, 1, vibration during outcome, 5, 3, 2, 7.jpg, 6.jpg, 0.582527891, 0.364707579, 0.582527891, right, 2, 3, 2, 7.jpg, 6.jpg, 0.5813701000297442, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,1
3, test, 1, vibration during outcome, 1, 2, 1, 6.jpg, 5.jpg, 0.332201416, 0.167787674, 0.332201416, right, 2, 2, 1, 6.jpg, 5.jpg, 1.4042364000342786, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,1
3, test, 1, vibration during outcome, 2, 1, 3, 5.jpg, 7.jpg, 0.176264347, 0.582595424, 0.582595424, left, 1, 3, 1, 7.jpg, 5.jpg, 1.6613430000143126, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,1
3, test, 1, vibration during outcome, 20, 1, 3, 5.jpg, 7.jpg, 0.268741649, 0.408454439, 0.408454439, left, 1, 3, 1, 7.jpg, 5.jpg, 1.6798882000148296, 2, 0.268741649, 0.425551488, 0.408454439, 0.410963982,0,
3, test, 1, vibration during outcome, 21, 1, 2, 5.jpg, 6.jpg, 0.289598518, 0.44190032, 0.44190032, left, 1, 2, 1, 6.jpg, 5.jpg, 1.8140588999958709, 2, 0.289598518, 0.44190032, 0.404768464, 0.423231262,1
3, test, 1, vibration during outcome, 22, 2, 3, 6.jpg, 7.jpg, 0.419525056, 0.422610309, 0.422610309, left, 1, 3, 2, 7.jpg, 6.jpg, 1.7236129000084475, 2, 0.299460569, 0.419525056, 0.422610309, 0.389718337,1
3, test, 1, vibration during outcome, 23, 3, 4, 7.jpg, 8.jpg, 0.408863932, 0.39059245, 0.408863932, right, 2, 3, 4, 7.jpg, 8.jpg, 0.812655400019139, 2, 0.275422902, 0.397611772, 0.408863932, 0.39059245,0,
3, test, 1, vibration during outcome, 24, 2, 4, 6.jpg, 8.jpg, 0.379139537, 0.398445672, 0.379139537, right, 2, 2, 4, 6.jpg, 8.jpg, 2.110671699978411, 2, 0.266650787, 0.379139537, 0.405854252, 0.398445672,1
3, test, 1, vibration during outcome, 25, 4, 1, 8.jpg, 5.jpg, 0.3844496, 0.254259812, 0.254259812, left, 1, 1, 4, 5.jpg, 8.jpg, 1.4733747000573203, 2, 0.254259812, 0.383103254, 0.425425396, 0.3844496,0,
3, test, 1, vibration during outcome, 26, 2, 1, 6.jpg, 5.jpg, 0.426705428, 0.251503025, 0.426705428, right, 2, 2, 1, 6.jpg, 5.jpg, 1.709321100031957, 2, 0.251503025, 0.426705428, 0.44409494, 0.389570929,0,
3, test, 1, vibration during outcome, 27, 1, 2, 5.jpg, 6.jpg, 0.260664603, 0.434578853, 0.260664603, right, 2, 1, 2, 5.jpg, 6.jpg, 1.7884971000021324, 2, 0.260664603, 0.434578853, 0.476699219, 0.351861927,1
3, test, 1, vibration during outcome, 28, 1, 2, 5.jpg, 6.jpg, 0.254900351, 0.456535155, 0.254900351, right, 2, 1, 2, 5.jpg, 6.jpg, 0.9952586999861524, 2, 0.254900351, 0.456535155, 0.471375184, 0.358204472,0,
3, test, 1, vibration during outcome, 29, 1, 4, 5.jpg, 8.jpg, 0.270226286, 0.360838495, 0.270226286, right, 2, 1, 4, 5.jpg, 8.jpg, 0.9618666999740526, 2, 0.270226286, 0.431125609, 0.45401501, 0.360838495,0,
3, test, 1, vibration during outcome, 30, 3, 1, 7.jpg, 5.jpg, 0.441888062, 0.231605059, 0.441888062, right, 2, 3, 1, 7.jpg, 5.jpg, 1.3459304999560118, 2, 0.231605059, 0.434793002, 0.441888062, 0.36725969,1
3, test, 1, vibration during outcome, 31, 4, 2, 8.jpg, 6.jpg, 0.401609609, 0.473135831, 0.473135831, left, 1, 2, 4, 6.jpg, 8.jpg, 1.1359048000304028, 2, 0.233739069, 0.473135831, 0.456731037, 0.401609609,0,
3, test, 1, vibration during outcome, 32, 3, 2, 7.jpg, 6.jpg, 0.406064085, 0.452508743, 0.406064085, right, 2, 3, 2, 7.jpg, 6.jpg, 0.5747859999537468, 2, 0.24432205, 0.452508743, 0.406064085, 0.393803515,0,
3, test, 1, vibration during outcome, 33, 3, 2, 7.jpg, 6.jpg, 0.401876712, 0.458621481, 0.401876712, right, 2, 3, 2, 7.jpg, 6.jpg, 0.7414007000625134, 2, 0.193554899, 0.458621481, 0.401876712, 0.402704902,0,
3, test, 1, vibration during outcome, 34, 3, 1, 7.jpg, 5.jpg, 0.409321444, 0.204964705, 0.409321444, right, 2, 3, 1, 7.jpg, 5.jpg, 1.109579800046049, 2, 0.204964705, 0.43001655, 0.409321444, 0.416668377,0,
3, test, 1, vibration during outcome, 35, 3, 1, 7.jpg, 5.jpg, 0.424862287, 0.22048214, 0.22048214, left, 1, 1, 3, 5.jpg, 7.jpg, 1.4423597999848425, 2, 0.22048214, 0.429045935, 0.424862287, 0.419699964,0,
3, test, 1, vibration during outcome, 36, 3, 2, 7.jpg, 6.jpg, 0.423948221, 0.447650766, 0.423948221, right, 2, 3, 2, 7.jpg, 6.jpg, 2.4153181000147015, 2, 0.211101934, 0.447650766, 0.423948221, 0.428911523,1
3, test, 1, vibration during outcome, 37, 1, 2, 5.jpg, 6.jpg, 0.219326053, 0.456165741, 0.456165741, left, 1, 2, 1, 6.jpg, 5.jpg, 1.8039461999433115, 2, 0.219326053, 0.456165741, 0.43257228, 0.39910528,1
3, test, 1, vibration during outcome, 38, 3, 1, 7.jpg, 5.jpg, 0.4363313, 0.221341547, 0.221341547, left, 1, 1, 3, 5.jpg, 7.jpg, 1.5588994000572711, 2, 0.221341547, 0.433155402, 0.4363313, 0.390289699,0,
3, test, 1, vibration during outcome, 39, 1, 3, 5.jpg, 7.jpg, 0.214118114, 0.408906602, 0.214118114, right, 2, 1, 3, 5.jpg, 7.jpg, 0.832766400068067, 2, 0.214118114, 0.447660961, 0.408906602, 0.411267062,0,
3, test, 1, vibration during outcome, 40, 1, 2, 5.jpg, 6.jpg, 0.217505069, 0.447456341, 0.447456341, left, 1, 2, 1, 6.jpg, 5.jpg, 1.5990306000458077, 2, 0.217505069, 0.447456341, 0.40122215, 0.401024283,0,
3, test, 1, vibration during outcome, 41, 3, 2, 7.jpg, 6.jpg, 0.382054645, 0.458162882, 0.458162882, left, 1, 2, 3, 6.jpg, 7.jpg, 1.701673400006257, 2, 0.249081937, 0.458162882, 0.382054645, 0.370374616,1
3, test, 1, vibration during outcome, 42, 2, 4, 6.jpg, 8.jpg, 0.480978505, 0.368787043, 0.480978505, right, 2, 2, 4, 6.jpg, 8.jpg, 1.2741213999688625, 2, 0.255981224, 0.480978505, 0.383924023, 0.368787043,0,
3, test, 1, vibration during outcome, 43, 4, 3, 8.jpg, 7.jpg, 0.38383929, 0.401205729, 0.401205729, left, 1, 3, 4, 7.jpg, 8.jpg, 1.2250542999245226, 2, 0.288213763, 0.511556199, 0.401205729, 0.38383929,1
3, test, 1, vibration during outcome, 44, 2, 4, 6.jpg, 8.jpg, 0.530811847, 0.362927966, 0.530811847, right, 2, 2, 4, 6.jpg, 8.jpg, 1.8175734999822453, 2, 0.294374293, 0.530811847, 0.350203513, 0.362927966,1
3, test, 1, vibration during outcome, 45, 4, 3, 8.jpg, 7.jpg, 0.367033206, 0.336134109, 0.336134109, left, 1, 3, 4, 7.jpg, 8.jpg, 0.7437550999457017, 2, 0.308994906, 0.512913286, 0.336134109, 0.367033206,0,
3, test, 1, vibration during outcome, 46, 1, 4, 5.jpg, 8.jpg, 0.289973458, 0.368488345, 0.289973458, right, 2, 1, 4, 5.jpg, 8.jpg, 1.6707953000441194, 2, 0.289973458, 0.533187647, 0.325220477, 0.368488345,0,
3, test, 1, vibration during outcome, 47, 1, 3, 5.jpg, 7.jpg, 0.29306391, 0.357892701, 0.357892701, left, 1, 3, 1, 7.jpg, 5.jpg, 0.8938003999646753, 2, 0.29306391, 0.537872242, 0.357892701, 0.34679011,0,
3, test, 1, vibration during outcome, 48, 2, 3, 6.jpg, 7.jpg, 0.523160461, 0.408168742, 0.523160461, right, 2, 2, 3, 6.jpg, 7.jpg, 1.0748929000692442, 2, 0.292135198, 0.523160461, 0.408168742, 0.356952705,1
3, test, 1, vibration during outcome, 49, 2, 4, 6.jpg, 8.jpg, 0.527646571, 0.356189797, 0.527646571, right, 2, 2, 4, 6.jpg, 8.jpg, 0.8307437000330538, 2, 0.293886334, 0.527646571, 0.394241012, 0.356189797,1
3, test, 1, vibration during outcome, 50, 4, 1, 8.jpg, 5.jpg, 0.348042517, 0.304272396, 0.348042517, right, 2, 4, 1, 8.jpg, 5.jpg, 1.739896500017494, 2, 0.304272396, 0.548355336, 0.386662209, 0.348042517,1
3, practice, 2, vibration during choice, 1, 4, 2, 12.jpg, 10.jpg, 0.302670058, 0.332201416, 0.332201416, left, 1, 2, 4, 10.jpg, 12.jpg, 1.3770415999460965, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,0,
3, practice, 2, vibration during choice, 2, 4, 3, 12.jpg, 11.jpg, 0.290755999, 0.582595424, 0.290755999, right, 2, 4, 3, 12.jpg, 11.jpg, 1.0533729000017047, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,0,
3, practice, 2, vibration during choice, 3, 1, 3, 9.jpg, 11.jpg, 0.206677553, 0.578794293, 0.578794293, left, 1, 3, 1, 11.jpg, 9.jpg, 1.009934699977748, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,1
3, practice, 2, vibration during choice, 4, 1, 4, 9.jpg, 12.jpg, 0.216551625, 0.268568422, 0.216551625, right, 2, 1, 4, 9.jpg, 12.jpg, 1.8989681000821292, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,0,
3, practice, 2, vibration during choice, 5, 1, 2, 9.jpg, 10.jpg, 0.21991786, 0.364707579, 0.21991786, right, 2, 1, 2, 9.jpg, 10.jpg, 1.0831782000605017, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,0,
3, test, 2, vibration during choice, 1, 4, 2, 12.jpg, 10.jpg, 0.302670058, 0.332201416, 0.332201416, left, 1, 2, 4, 10.jpg, 12.jpg, 1.0237363000633195, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,0,
3, test, 2, vibration during choice, 2, 3, 2, 11.jpg, 10.jpg, 0.582595424, 0.355471562, 0.582595424, right, 2, 3, 2, 11.jpg, 10.jpg, 0.8468494999688119, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,1
3, test, 2, vibration during choice, 3, 3, 2, 11.jpg, 10.jpg, 0.578794293, 0.3490424, 0.578794293, right, 2, 3, 2, 11.jpg, 10.jpg, 0.8129449998959899, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,0,
3, test, 2, vibration during choice, 4, 4, 2, 12.jpg, 10.jpg, 0.268568422, 0.358181966, 0.268568422, right, 2, 4, 2, 12.jpg, 10.jpg, 1.2784045999869704, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,1
3, test, 2, vibration during choice, 5, 2, 4, 10.jpg, 12.jpg, 0.364707579, 0.302042001, 0.364707579, right, 2, 2, 4, 10.jpg, 12.jpg, 1.259063700097613, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,1
3, test, 2, vibration during choice, 6, 2, 1, 10.jpg, 9.jpg, 0.3895513, 0.209090036, 0.3895513, right, 2, 2, 1, 10.jpg, 9.jpg, 1.080983699997887, 2, 0.209090036, 0.3895513, 0.587455063, 0.336540119,1
3, test, 2, vibration during choice, 7, 4, 2, 12.jpg, 10.jpg, 0.363378709, 0.39060737, 0.39060737, left, 1, 2, 4, 10.jpg, 12.jpg, 2.070370100089349, 2, 0.215508938, 0.39060737, 0.582464681, 0.363378709,0,
3, test, 2, vibration during choice, 8, 4, 1, 12.jpg, 9.jpg, 0.369794555, 0.219868403, 0.369794555, right, 2, 4, 1, 12.jpg, 9.jpg, 0.9110142999561504, 2, 0.219868403, 0.430440014, 0.545053358, 0.369794555,1
3, test, 2, vibration during choice, 9, 3, 2, 11.jpg, 10.jpg, 0.530883085, 0.4539861, 0.4539861, left, 1, 2, 3, 10.jpg, 11.jpg, 0.9300396000035107, 2, 0.223820368, 0.4539861, 0.530883085, 0.365747455,1
3, test, 2, vibration during choice, 10, 4, 2, 12.jpg, 10.jpg, 0.36426522, 0.485995524, 0.485995524, left, 1, 2, 4, 10.jpg, 12.jpg, 0.6786349000176415, 2, 0.25320591, 0.485995524, 0.507816291, 0.36426522,1
3, test, 2, vibration during choice, 11, 1, 2, 9.jpg, 10.jpg, 0.272116099, 0.489357893, 0.489357893, left, 1, 2, 1, 10.jpg, 9.jpg, 0.550720899947919, 2, 0.272116099, 0.489357893, 0.494989907, 0.378430477,1
3, test, 2, vibration during choice, 12, 3, 1, 11.jpg, 9.jpg, 0.446302549, 0.234286576, 0.446302549, right, 2, 3, 1, 11.jpg, 9.jpg, 1.0089359000558034, 2, 0.234286576, 0.484630844, 0.446302549, 0.406276663,1
3, test, 2, vibration during choice, 13, 3, 4, 11.jpg, 12.jpg, 0.441292304, 0.408056555, 0.441292304, right, 2, 3, 4, 11.jpg, 12.jpg, 0.6418096999404952, 2, 0.209829698, 0.493007884, 0.441292304, 0.408056555,0,
3, test, 2, vibration during choice, 14, 4, 2, 12.jpg, 10.jpg, 0.411853134, 0.496165246, 0.496165246, left, 1, 2, 4, 10.jpg, 12.jpg, 0.5495712000411004, 2, 0.194746258, 0.496165246, 0.424090899, 0.411853134,1
3, test, 2, vibration during choice, 15, 4, 2, 12.jpg, 10.jpg, 0.425420016, 0.498060855, 0.498060855, left, 1, 2, 4, 10.jpg, 12.jpg, 0.5344532000599429, 2, 0.254919143, 0.498060855, 0.410741903, 0.425420016,0,
3, test, 2, vibration during choice, 16, 1, 2, 9.jpg, 10.jpg, 0.268446939, 0.473753497, 0.473753497, left, 1, 2, 1, 10.jpg, 9.jpg, 0.7531373000238091, 2, 0.268446939, 0.473753497, 0.384469806, 0.434571537,0,
3, test, 2, vibration during choice, 17, 2, 4, 10.jpg, 12.jpg, 0.427927548, 0.467037886, 0.427927548, right, 2, 2, 4, 10.jpg, 12.jpg, 1.1500279000028968, 2, 0.260713561, 0.427927548, 0.397409959, 0.467037886,0,
3, test, 2, vibration during choice, 18, 1, 3, 9.jpg, 11.jpg, 0.273570125, 0.380302803, 0.380302803, left, 1, 3, 1, 11.jpg, 9.jpg, 1.1389548999723047, 2, 0.273570125, 0.42862063, 0.380302803, 0.458160423,1
3, test, 2, vibration during choice, 19, 4, 1, 12.jpg, 9.jpg, 0.413401572, 0.269452755, 0.269452755, left, 1, 1, 4, 9.jpg, 12.jpg, 1.1715048999758437, 2, 0.269452755, 0.435371131, 0.39026973, 0.413401572,0,
3, test, 2, vibration during choice, 20, 2, 3, 10.jpg, 11.jpg, 0.425551488, 0.408454439, 0.425551488, right, 2, 2, 3, 10.jpg, 11.jpg, 0.9072946000378579, 2, 0.268741649, 0.425551488, 0.408454439, 0.410963982,0,
3, test, 2, vibration during choice, 21, 4, 3, 12.jpg, 11.jpg, 0.423231262, 0.404768464, 0.404768464, left, 1, 3, 4, 11.jpg, 12.jpg, 0.6110301999142393, 2, 0.289598518, 0.44190032, 0.404768464, 0.423231262,0,
3, test, 2, vibration during choice, 22, 2, 1, 10.jpg, 9.jpg, 0.419525056, 0.299460569, 0.419525056, right, 2, 2, 1, 10.jpg, 9.jpg, 1.0417996000032872, 2, 0.299460569, 0.419525056, 0.422610309, 0.389718337,0,
3, test, 2, vibration during choice, 23, 4, 1, 12.jpg, 9.jpg, 0.39059245, 0.275422902, 0.39059245, right, 2, 4, 1, 12.jpg, 9.jpg, 1.529935900005512, 2, 0.275422902, 0.397611772, 0.408863932, 0.39059245,0,
3, test, 2, vibration during choice, 24, 4, 1, 12.jpg, 9.jpg, 0.398445672, 0.266650787, 0.266650787, left, 1, 1, 4, 9.jpg, 12.jpg, 0.48840929998550564, 2, 0.266650787, 0.379139537, 0.405854252, 0.398445672,1
3, test, 2, vibration during choice, 25, 3, 4, 11.jpg, 12.jpg, 0.425425396, 0.3844496, 0.3844496, left, 1, 4, 3, 12.jpg, 11.jpg, 0.782134999986738, 2, 0.254259812, 0.383103254, 0.425425396, 0.3844496,0,
3, test, 2, vibration during choice, 26, 3, 2, 11.jpg, 10.jpg, 0.44409494, 0.426705428, 0.426705428, left, 1, 2, 3, 10.jpg, 11.jpg, 0.7988401000620797, 2, 0.251503025, 0.426705428, 0.44409494, 0.389570929,0,
3, test, 2, vibration during choice, 27, 4, 3, 12.jpg, 11.jpg, 0.351861927, 0.476699219, 0.351861927, right, 2, 4, 3, 12.jpg, 11.jpg, 0.9767927000066265, 2, 0.260664603, 0.434578853, 0.476699219, 0.351861927,1
3, test, 2, vibration during choice, 28, 3, 4, 11.jpg, 12.jpg, 0.471375184, 0.358204472, 0.358204472, left, 1, 4, 3, 12.jpg, 11.jpg, 0.7855695000616834, 2, 0.254900351, 0.456535155, 0.471375184, 0.358204472,1
3, test, 2, vibration during choice, 29, 1, 2, 9.jpg, 10.jpg, 0.270226286, 0.431125609, 0.431125609, left, 1, 2, 1, 10.jpg, 9.jpg, 0.8928071000846103, 2, 0.270226286, 0.431125609, 0.45401501, 0.360838495,0,
3, test, 2, vibration during choice, 30, 2, 4, 10.jpg, 12.jpg, 0.434793002, 0.36725969, 0.36725969, left, 1, 4, 2, 12.jpg, 10.jpg, 1.7812987000215799, 2, 0.231605059, 0.434793002, 0.441888062, 0.36725969,0,
3, test, 2, vibration during choice, 31, 1, 2, 9.jpg, 10.jpg, 0.233739069, 0.473135831, 0.473135831, left, 1, 2, 1, 10.jpg, 9.jpg, 0.8352616999763995, 2, 0.233739069, 0.473135831, 0.456731037, 0.401609609,0,
3, test, 2, vibration during choice, 32, 2, 1, 10.jpg, 9.jpg, 0.452508743, 0.24432205, 0.24432205, left, 1, 1, 2, 9.jpg, 10.jpg, 1.056780599988997, 2, 0.24432205, 0.452508743, 0.406064085, 0.393803515,0,
3, test, 2, vibration during choice, 33, 3, 4, 11.jpg, 12.jpg, 0.401876712, 0.402704902, 0.401876712, right, 2, 3, 4, 11.jpg, 12.jpg, 1.093417700030841, 2, 0.193554899, 0.458621481, 0.401876712, 0.402704902,0,
3, test, 2, vibration during choice, 34, 2, 1, 10.jpg, 9.jpg, 0.43001655, 0.204964705, 0.43001655, right, 2, 2, 1, 10.jpg, 9.jpg, 1.1853099000873044, 2, 0.204964705, 0.43001655, 0.409321444, 0.416668377,0,
3, test, 2, vibration during choice, 35, 1, 2, 9.jpg, 10.jpg, 0.22048214, 0.429045935, 0.429045935, left, 1, 2, 1, 10.jpg, 9.jpg, 0.5410917000845075, 2, 0.22048214, 0.429045935, 0.424862287, 0.419699964,0,
3, test, 2, vibration during choice, 36, 4, 2, 12.jpg, 10.jpg, 0.428911523, 0.447650766, 0.428911523, right, 2, 4, 2, 12.jpg, 10.jpg, 1.277757199946791, 2, 0.211101934, 0.447650766, 0.423948221, 0.428911523,0,
3, test, 2, vibration during choice, 37, 4, 2, 12.jpg, 10.jpg, 0.39910528, 0.456165741, 0.456165741, left, 1, 2, 4, 10.jpg, 12.jpg, 0.6452959000598639, 2, 0.219326053, 0.456165741, 0.43257228, 0.39910528,0,
3, test, 2, vibration during choice, 38, 1, 4, 9.jpg, 12.jpg, 0.221341547, 0.390289699, 0.390289699, left, 1, 4, 1, 12.jpg, 9.jpg, 1.1780566000379622, 2, 0.221341547, 0.433155402, 0.4363313, 0.390289699,0,
3, test, 2, vibration during choice, 39, 2, 3, 10.jpg, 11.jpg, 0.447660961, 0.408906602, 0.408906602, left, 1, 3, 2, 11.jpg, 10.jpg, 2.1503880000673234, 2, 0.214118114, 0.447660961, 0.408906602, 0.411267062,1
3, test, 2, vibration during choice, 40, 3, 2, 11.jpg, 10.jpg, 0.40122215, 0.447456341, 0.40122215, right, 2, 3, 2, 11.jpg, 10.jpg, 0.7134378000628203, 2, 0.217505069, 0.447456341, 0.40122215, 0.401024283,0,
