subject, block_type, block, condition, trial, right_offer, left_offer, offer_right_image, offer_left_image, exp_value_right, exp_value_left, exp_value_chosen, choice_location, choice_key, choice_card, unchosen_card, chosen_card_image, unchosen_card_image, rt, randomwalk_counter, exp_value1, exp_value2, exp_value3, exp_value4, reward
2, test, 2, vibration off, 39, 1, 4, 5.jpg, 8.jpg, 0.214118114, 0.411267062, 0.411267062, left, 1, 4, 1, 8.jpg, 5.jpg, 1.0665098000026774, 2, 0.214118114, 0.447660961, 0.408906602, 0.411267062,1
2, test, 2, vibration off, 40, 1, 2, 5.jpg, 6.jpg, 0.217505069, 0.447456341, 0.217505069, right, 2, 1, 2, 5.jpg, 6.jpg, 0.7242791000171565, 2, 0.217505069, 0.447456341, 0.40122215, 0.401024283,0,
2, test, 2, vibration off, 41, 2, 3, 6.jpg, 7.jpg, 0.458162882, 0.382054645, 0.458162882, right, 2, 2, 3, 6.jpg, 7.jpg, 1.3818832999968436, 2, 0.249081937, 0.458162882, 0.382054645, 0.370374616,0,
2, test, 2, vibration off, 42, 1, 2, 5.jpg, 6.jpg, 0.255981224, 0.480978505, 0.480978505, left, 1, 2, 1, 6.jpg, 5.jpg, 1.1323596000147518, 2, 0.255981224, 0.480978505, 0.383924023, 0.368787043,0,
2, test, 2, vibration off, 43, 2, 1, 6.jpg, 5.jpg, 0.511556199, 0.288213763, 0.288213763, left, 1, 1, 2, 5.jpg, 6.jpg, 1.8409882999840192, 2, 0.288213763, 0.511556199, 0.401205729, 0.38383929,0,
2, test, 2, vibration off, 44, 2, 3, 6.jpg, 7.jpg, 0.530811847, 0.350203513, 0.530811847, right, 2, 2, 3, 6.jpg, 7.jpg, 0.736384799994994, 2, 0.294374293, 0.530811847, 0.350203513, 0.362927966,1
2, test, 2, vibration off, 45, 4, 3, 8.jpg, 7.jpg, 0.367033206, 0.336134109, 0.336134109, left, 1, 3, 4, 7.jpg, 8.jpg, 0.934829699981492, 2, 0.308994906, 0.512913286, 0.336134109, 0.367033206,1
2, test, 2, vibration off, 46, 4, 3, 8.jpg, 7.jpg, 0.368488345, 0.325220477, 0.368488345, right, 2, 4, 3, 8.jpg, 7.jpg, 0.9298711000010371, 2, 0.289973458, 0.533187647, 0.325220477, 0.368488345,0,
2, test, 2, vibration off, 47, 4, 3, 8.jpg, 7.jpg, 0.34679011, 0.357892701, 0.357892701, left, 1, 3, 4, 7.jpg, 8.jpg, 0.5083053999987897, 2, 0.29306391, 0.537872242, 0.357892701, 0.34679011,0,
2, test, 2, vibration off, 48, 4, 3, 8.jpg, 7.jpg, 0.356952705, 0.408168742, 0.356952705, right, 2, 4, 3, 8.jpg, 7.jpg, 0.6163500999973621, 2, 0.292135198, 0.523160461, 0.408168742, 0.356952705,0,
2, test, 2, vibration off, 49, 3, 4, 7.jpg, 8.jpg, 0.394241012, 0.356189797, 0.394241012, right, 2, 3, 4, 7.jpg, 8.jpg, 1.2025727999862283, 2, 0.293886334, 0.527646571, 0.394241012, 0.356189797,1
2, test, 2, vibration off, 50, 3, 2, 7.jpg, 6.jpg, 0.386662209, 0.548355336, 0.548355336, left, 1, 2, 3, 6.jpg, 7.jpg, 1.3139544000150636, 2, 0.304272396, 0.548355336, 0.386662209, 0.348042517,1
2, practice, 3, vibration during choice, 1, 4, 3, 4.jpg, 3.jpg, 0.302670058, 0.584847675, 0.584847675, left, 1, 3, 4, 3.jpg, 4.jpg, 0.7289630000013858, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,1
2, practice, 3, vibration during choice, 2, 1, 3, 1.jpg, 3.jpg, 0.176264347, 0.582595424, 0.176264347, right, 2, 1, 3, 1.jpg, 3.jpg, 0.8462091999826953, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,0,
2, practice, 3, vibration during choice, 3, 2, 3, 2.jpg, 3.jpg, 0.3490424, 0.578794293, 0.578794293, left, 1, 3, 2, 3.jpg, 2.jpg, 0.4675165999797173, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,0,
2, practice, 3, vibration during choice, 4, 3, 4, 3.jpg, 4.jpg, 0.569745321, 0.268568422, 0.268568422, left, 1, 4, 3, 4.jpg, 3.jpg, 1.060027200001059, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,0,
2, practice, 3, vibration during choice, 5, 3, 2, 3.jpg, 2.jpg, 0.582527891, 0.364707579, 0.582527891, right, 2, 3, 2, 3.jpg, 2.jpg, 0.43279389999224804, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,1
2, test, 3, vibration during choice, 1, 1, 2, 1.jpg, 2.jpg, 0.167787674, 0.332201416, 0.167787674, right, 2, 1, 2, 1.jpg, 2.jpg, 1.375340500002494, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,0,
2, test, 3, vibration during choice, 2, 4, 2, 4.jpg, 2.jpg, 0.290755999, 0.355471562, 0.290755999, right, 2, 4, 2, 4.jpg, 2.jpg, 1.7856621000100859, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,1
2, test, 3, vibration during choice, 3, 2, 3, 2.jpg, 3.jpg, 0.3490424, 0.578794293, 0.3490424, right, 2, 2, 3, 2.jpg, 3.jpg, 2.026487700000871, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,0,
2, test, 3, vibration during choice, 4, 1, 4, 1.jpg, 4.jpg, 0.216551625, 0.268568422, 0.216551625, right, 2, 1, 4, 1.jpg, 4.jpg, 1.7998320999904536, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,0,
2, test, 3, vibration during choice, 5, 4, 1, 4.jpg, 1.jpg, 0.302042001, 0.21991786, 0.21991786, left, 1, 1, 4, 1.jpg, 4.jpg, 0.5305828000127804, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,0,
2, test, 3, vibration during choice, 6, 3, 2, 3.jpg, 2.jpg, 0.587455063, 0.3895513, 0.3895513, left, 1, 2, 3, 2.jpg, 3.jpg, 1.6240188000083435, 2, 0.209090036, 0.3895513, 0.587455063, 0.336540119,0,
2, test, 3, vibration during choice, 7, 4, 2, 4.jpg, 2.jpg, 0.363378709, 0.39060737, 0.363378709, right, 2, 4, 2, 4.jpg, 2.jpg, 0.707943699992029, 2, 0.215508938, 0.39060737, 0.582464681, 0.363378709,0,
2, test, 3, vibration during choice, 8, 2, 4, 2.jpg, 4.jpg, 0.430440014, 0.369794555, 0.369794555, left, 1, 4, 2, 4.jpg, 2.jpg, 0.5858891000098083, 2, 0.219868403, 0.430440014, 0.545053358, 0.369794555,0,
2, test, 3, vibration during choice, 9, 2, 1, 2.jpg, 1.jpg, 0.4539861, 0.223820368, 0.223820368, left, 1, 1, 2, 1.jpg, 2.jpg, 1.1724405999993905, 2, 0.223820368, 0.4539861, 0.530883085, 0.365747455,1
2, test, 3, vibration during choice, 10, 3, 2, 3.jpg, 2.jpg, 0.507816291, 0.485995524, 0.507816291, right, 2, 3, 2, 3.jpg, 2.jpg, 1.563577000022633, 2, 0.25320591, 0.485995524, 0.507816291, 0.36426522,0,
2, test, 3, vibration during choice, 11, 1, 3, 1.jpg, 3.jpg, 0.272116099, 0.494989907, 0.494989907, left, 1, 3, 1, 3.jpg, 1.jpg, 1.6780580999911763, 2, 0.272116099, 0.489357893, 0.494989907, 0.378430477,1
2, test, 3, vibration during choice, 12, 3, 2, 3.jpg, 2.jpg, 0.446302549, 0.484630844, 0.484630844, left, 1, 2, 3, 2.jpg, 3.jpg, 1.1166614999820013, 2, 0.234286576, 0.484630844, 0.446302549, 0.406276663,0,
2, test, 3, vibration during choice, 13, 2, 3, 2.jpg, 3.jpg, 0.493007884, 0.441292304, 0.441292304, left, 1, 3, 2, 3.jpg, 2.jpg, 1.312561700004153, 2, 0.209829698, 0.493007884, 0.441292304, 0.408056555,1
2, test, 3, vibration during choice, 14, 4, 2, 4.jpg, 2.jpg, 0.411853134, 0.496165246, 0.496165246, left, 1, 2, 4, 2.jpg, 4.jpg, 1.7458362000179477, 2, 0.194746258, 0.496165246, 0.424090899, 0.411853134,1
2, test, 3, vibration during choice, 15, 4, 1, 4.jpg, 1.jpg, 0.425420016, 0.254919143, 0.425420016, right, 2, 4, 1, 4.jpg, 1.jpg, 1.1582869999983814, 2, 0.254919143, 0.498060855, 0.410741903, 0.425420016,0,
2, test, 3, vibration during choice, 16, 2, 4, 2.jpg, 4.jpg, 0.473753497, 0.434571537, 0.434571537, left, 1, 4, 2, 4.jpg, 2.jpg, 0.538421000004746, 2, 0.268446939, 0.473753497, 0.384469806, 0.434571537,1
2, test, 3, vibration during choice, 17, 1, 4, 1.jpg, 4.jpg, 0.260713561, 0.467037886, 0.467037886, left, 1, 4, 1, 4.jpg, 1.jpg, 0.6721830999886151, 2, 0.260713561, 0.427927548, 0.397409959, 0.467037886,0,
2, test, 3, vibration during choice, 18, 4, 3, 4.jpg, 3.jpg, 0.458160423, 0.380302803, 0.458160423, right, 2, 4, 3, 4.jpg, 3.jpg, 2.0346985000069253, 2, 0.273570125, 0.42862063, 0.380302803, 0.458160423,1
2, test, 3, vibration during choice, 19, 2, 4, 2.jpg, 4.jpg, 0.435371131, 0.413401572, 0.435371131, right, 2, 2, 4, 2.jpg, 4.jpg, 0.6351295000058599, 2, 0.269452755, 0.435371131, 0.39026973, 0.413401572,0,
2, test, 3, vibration during choice, 20, 1, 4, 1.jpg, 4.jpg, 0.268741649, 0.410963982, 0.268741649, right, 2, 1, 4, 1.jpg, 4.jpg, 1.1127860999840777, 2, 0.268741649, 0.425551488, 0.408454439, 0.410963982,0,
2, test, 3, vibration during choice, 21, 1, 2, 1.jpg, 2.jpg, 0.289598518, 0.44190032, 0.44190032, left, 1, 2, 1, 2.jpg, 1.jpg, 1.1207930999808013, 2, 0.289598518, 0.44190032, 0.404768464, 0.423231262,0,
2, test, 3, vibration during choice, 22, 3, 1, 3.jpg, 1.jpg, 0.422610309, 0.299460569, 0.422610309, right, 2, 3, 1, 3.jpg, 1.jpg, 1.6216616999881808, 2, 0.299460569, 0.419525056, 0.422610309, 0.389718337,0,
2, test, 3, vibration during choice, 23, 3, 1, 3.jpg, 1.jpg, 0.408863932, 0.275422902, 0.275422902, left, 1, 1, 3, 1.jpg, 3.jpg, 1.0470064999826718, 2, 0.275422902, 0.397611772, 0.408863932, 0.39059245,1
2, test, 3, vibration during choice, 24, 3, 1, 3.jpg, 1.jpg, 0.405854252, 0.266650787, 0.405854252, right, 2, 3, 1, 3.jpg, 1.jpg, 0.9683892999892123, 2, 0.266650787, 0.379139537, 0.405854252, 0.398445672,0,
2, test, 3, vibration during choice, 25, 3, 1, 3.jpg, 1.jpg, 0.425425396, 0.254259812, 0.425425396, right, 2, 3, 1, 3.jpg, 1.jpg, 2.6167234999884386, 2, 0.254259812, 0.383103254, 0.425425396, 0.3844496,1
2, test, 3, vibration during choice, 26, 2, 1, 2.jpg, 1.jpg, 0.426705428, 0.251503025, 0.426705428, right, 2, 2, 1, 2.jpg, 1.jpg, 1.4579070000036154, 2, 0.251503025, 0.426705428, 0.44409494, 0.389570929,1
2, test, 3, vibration during choice, 27, 4, 3, 4.jpg, 3.jpg, 0.351861927, 0.476699219, 0.351861927, right, 2, 4, 3, 4.jpg, 3.jpg, 1.4298660000204109, 2, 0.260664603, 0.434578853, 0.476699219, 0.351861927,0,
2, test, 3, vibration during choice, 28, 3, 4, 3.jpg, 4.jpg, 0.471375184, 0.358204472, 0.471375184, right, 2, 3, 4, 3.jpg, 4.jpg, 1.575319399998989, 2, 0.254900351, 0.456535155, 0.471375184, 0.358204472,1
2, test, 3, vibration during choice, 29, 4, 2, 4.jpg, 2.jpg, 0.360838495, 0.431125609, 0.360838495, right, 2, 4, 2, 4.jpg, 2.jpg, 1.8702401000191458, 2, 0.270226286, 0.431125609, 0.45401501, 0.360838495,0,
2, test, 3, vibration during choice, 30, 2, 4, 2.jpg, 4.jpg, 0.434793002, 0.36725969, 0.434793002, right, 2, 2, 4, 2.jpg, 4.jpg, 1.7310200000065379, 2, 0.231605059, 0.434793002, 0.441888062, 0.36725969,1
2, test, 3, vibration during choice, 31, 4, 2, 4.jpg, 2.jpg, 0.401609609, 0.473135831, 0.473135831, left, 1, 2, 4, 2.jpg, 4.jpg, 0.7386045999883208, 2, 0.233739069, 0.473135831, 0.456731037, 0.401609609,1
2, test, 3, vibration during choice, 32, 2, 1, 2.jpg, 1.jpg, 0.452508743, 0.24432205, 0.24432205, left, 1, 1, 2, 1.jpg, 2.jpg, 1.364100899983896, 2, 0.24432205, 0.452508743, 0.406064085, 0.393803515,0,
2, test, 3, vibration during choice, 33, 2, 3, 2.jpg, 3.jpg, 0.458621481, 0.401876712, 0.401876712, left, 1, 3, 2, 3.jpg, 2.jpg, 1.5793184000067413, 2, 0.193554899, 0.458621481, 0.401876712, 0.402704902,1
2, test, 3, vibration during choice, 34, 2, 4, 2.jpg, 4.jpg, 0.43001655, 0.416668377, 0.43001655, right, 2, 2, 4, 2.jpg, 4.jpg, 3.0241440999961924, 2, 0.204964705, 0.43001655, 0.409321444, 0.416668377,1
2, test, 3, vibration during choice, 35, 3, 4, 3.jpg, 4.jpg, 0.424862287, 0.419699964, 0.419699964, left, 1, 4, 3, 4.jpg, 3.jpg, 1.038170399988303, 2, 0.22048214, 0.429045935, 0.424862287, 0.419699964,0,
2, test, 3, vibration during choice, 36, 2, 3, 2.jpg, 3.jpg, 0.447650766, 0.423948221, 0.423948221, left, 1, 3, 2, 3.jpg, 2.jpg, 1.206059699994512, 2, 0.211101934, 0.447650766, 0.423948221, 0.428911523,0,
2, test, 3, vibration during choice, 37, 4, 2, 4.jpg, 2.jpg, 0.39910528, 0.456165741, 0.39910528, right, 2, 4, 2, 4.jpg, 2.jpg, 1.2255268000008073, 2, 0.219326053, 0.456165741, 0.43257228, 0.39910528,0,
2, test, 3, vibration during choice, 38, 4, 3, 4.jpg, 3.jpg, 0.390289699, 0.4363313, 0.390289699, right, 2, 4, 3, 4.jpg, 3.jpg, 0.8854209999844898, 2, 0.221341547, 0.433155402, 0.4363313, 0.390289699,0,
2, test, 3, vibration during choice, 39, 2, 1, 2.jpg, 1.jpg, 0.447660961, 0.214118114, 0.214118114, left, 1, 1, 2, 1.jpg, 2.jpg, 0.5672706000041217, 2, 0.214118114, 0.447660961, 0.408906602, 0.411267062,0,
2, test, 3, vibration during choice, 40, 4, 3, 4.jpg, 3.jpg, 0.401024283, 0.40122215, 0.40122215, left, 1, 3, 4, 3.jpg, 4.jpg, 0.9714891999901738, 2, 0.217505069, 0.447456341, 0.40122215, 0.401024283,1
2, test, 3, vibration during choice, 41, 4, 3, 4.jpg, 3.jpg, 0.370374616, 0.382054645, 0.382054645, left, 1, 3, 4, 3.jpg, 4.jpg, 2.010390899988124, 2, 0.249081937, 0.458162882, 0.382054645, 0.370374616,1
2, test, 3, vibration during choice, 42, 4, 3, 4.jpg, 3.jpg, 0.368787043, 0.383924023, 0.368787043, right, 2, 4, 3, 4.jpg, 3.jpg, 0.9588703999761492, 2, 0.255981224, 0.480978505, 0.383924023, 0.368787043,0,
2, test, 3, vibration during choice, 43, 1, 2, 1.jpg, 2.jpg, 0.288213763, 0.511556199, 0.511556199, left, 1, 2, 1, 2.jpg, 1.jpg, 1.2798033000144642, 2, 0.288213763, 0.511556199, 0.401205729, 0.38383929,1
2, test, 3, vibration during choice, 44, 2, 3, 2.jpg, 3.jpg, 0.530811847, 0.350203513, 0.530811847, right, 2, 2, 3, 2.jpg, 3.jpg, 1.7758928000112064, 2, 0.294374293, 0.530811847, 0.350203513, 0.362927966,1
2, test, 3, vibration during choice, 45, 2, 3, 2.jpg, 3.jpg, 0.512913286, 0.336134109, 0.336134109, left, 1, 3, 2, 3.jpg, 2.jpg, 0.7255953999992926, 2, 0.308994906, 0.512913286, 0.336134109, 0.367033206,0,
2, test, 3, vibration during choice, 46, 2, 1, 2.jpg, 1.jpg, 0.533187647, 0.289973458, 0.289973458, left, 1, 1, 2, 1.jpg, 2.jpg, 1.4143119000073057, 2, 0.289973458, 0.533187647, 0.325220477, 0.368488345,0,
2, test, 3, vibration during choice, 47, 2, 4, 2.jpg, 4.jpg, 0.537872242, 0.34679011, 0.34679011, left, 1, 4, 2, 4.jpg, 2.jpg, 1.0161728999810293, 2, 0.29306391, 0.537872242, 0.357892701, 0.34679011,0,
2, test, 3, vibration during choice, 48, 4, 1, 4.jpg, 1.jpg, 0.356952705, 0.292135198, 0.356952705, right, 2, 4, 1, 4.jpg, 1.jpg, 1.2697386000072584, 2, 0.292135198, 0.523160461, 0.408168742, 0.356952705,1
2, test, 3, vibration during choice, 49, 4, 1, 4.jpg, 1.jpg, 0.356189797, 0.293886334, 0.356189797, right, 2, 4, 1, 4.jpg, 1.jpg, 1.6636189999990165, 2, 0.293886334, 0.527646571, 0.394241012, 0.356189797,0,
2, test, 3, vibration during choice, 50, 1, 3, 1.jpg, 3.jpg, 0.304272396, 0.386662209, 0.386662209, left, 1, 3, 1, 3.jpg, 1.jpg, 0.6761206999944989, 2, 0.304272396, 0.548355336, 0.386662209, 0.348042517,1
