subject, block_type, block, condition, trial, right_offer, left_offer, offer_right_image, offer_left_image, exp_value_right, exp_value_left, exp_value_chosen, choice_location, choice_key, choice_card, unchosen_card, chosen_card_image, unchosen_card_image, rt, randomwalk_counter, exp_value1, exp_value2, exp_value3, exp_value4, reward
22, practice, 1, vibration off, 1, 2, 4, 2.jpg, 4.jpg, 0.332201416, 0.302670058, 0.332201416, right, 2, 2, 4, 2.jpg, 4.jpg, 4.35566000000108, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,1
22, practice, 1, vibration off, 2, 2, 4, 2.jpg, 4.jpg, 0.355471562, 0.290755999, 0.355471562, right, 2, 2, 4, 2.jpg, 4.jpg, 2.032689500018023, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,0,
22, practice, 1, vibration off, 3, 3, 4, 3.jpg, 4.jpg, 0.578794293, 0.275426328, 0.275426328, left, 1, 4, 3, 4.jpg, 3.jpg, 1.7407862000109162, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,0,
22, practice, 1, vibration off, 4, 3, 4, 3.jpg, 4.jpg, 0.569745321, 0.268568422, 0.569745321, right, 2, 3, 4, 3.jpg, 4.jpg, 1.1185744000249542, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,1
22, practice, 1, vibration off, 5, 4, 3, 4.jpg, 3.jpg, 0.302042001, 0.582527891, 0.582527891, left, 1, 3, 4, 3.jpg, 4.jpg, 1.4067439000064041, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,0,
22, test, 1, vibration off, 1, 3, 2, 3.jpg, 2.jpg, 0.584847675, 0.332201416, 0.332201416, left, 1, 2, 3, 2.jpg, 3.jpg, 1.3657916999945883, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,0,
22, test, 1, vibration off, 2, 2, 4, 2.jpg, 4.jpg, 0.355471562, 0.290755999, 0.290755999, left, 1, 4, 2, 4.jpg, 2.jpg, 1.7507944999961182, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,0,
22, test, 1, vibration off, 3, 4, 3, 4.jpg, 3.jpg, 0.275426328, 0.578794293, 0.578794293, left, 1, 3, 4, 3.jpg, 4.jpg, 1.1588395000144374, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,0,
22, test, 1, vibration off, 4, 3, 1, 3.jpg, 1.jpg, 0.569745321, 0.216551625, 0.216551625, left, 1, 1, 3, 1.jpg, 3.jpg, 1.4661831999837887, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,1
22, test, 1, vibration off, 5, 2, 4, 2.jpg, 4.jpg, 0.364707579, 0.302042001, 0.302042001, left, 1, 4, 2, 4.jpg, 2.jpg, 1.360842699999921, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,0,
22, test, 1, vibration off, 6, 1, 3, 1.jpg, 3.jpg, 0.209090036, 0.587455063, 0.209090036, right, 2, 1, 3, 1.jpg, 3.jpg, 1.296334200014826, 2, 0.209090036, 0.3895513, 0.587455063, 0.336540119,0,
22, test, 1, vibration off, 7, 2, 3, 2.jpg, 3.jpg, 0.39060737, 0.582464681, 0.582464681, left, 1, 3, 2, 3.jpg, 2.jpg, 1.5705020999885164, 2, 0.215508938, 0.39060737, 0.582464681, 0.363378709,1
22, test, 1, vibration off, 8, 3, 2, 3.jpg, 2.jpg, 0.545053358, 0.430440014, 0.545053358, right, 2, 3, 2, 3.jpg, 2.jpg, 1.8616069999989122, 2, 0.219868403, 0.430440014, 0.545053358, 0.369794555,1
22, test, 1, vibration off, 9, 2, 4, 2.jpg, 4.jpg, 0.4539861, 0.365747455, 0.365747455, left, 1, 4, 2, 4.jpg, 2.jpg, 1.1828996999829542, 2, 0.223820368, 0.4539861, 0.530883085, 0.365747455,0,
22, test, 1, vibration off, 10, 4, 2, 4.jpg, 2.jpg, 0.36426522, 0.485995524, 0.485995524, left, 1, 2, 4, 2.jpg, 4.jpg, 1.04585270001553, 2, 0.25320591, 0.485995524, 0.507816291, 0.36426522,0,
22, test, 1, vibration off, 11, 4, 3, 4.jpg, 3.jpg, 0.378430477, 0.494989907, 0.378430477, right, 2, 4, 3, 4.jpg, 3.jpg, 2.052757899975404, 2, 0.272116099, 0.489357893, 0.494989907, 0.378430477,0,
22, test, 1, vibration off, 12, 3, 1, 3.jpg, 1.jpg, 0.446302549, 0.234286576, 0.234286576, left, 1, 1, 3, 1.jpg, 3.jpg, 1.0107274999900255, 2, 0.234286576, 0.484630844, 0.446302549, 0.406276663,0,
22, test, 1, vibration off, 13, 2, 4, 2.jpg, 4.jpg, 0.493007884, 0.408056555, 0.493007884, right, 2, 2, 4, 2.jpg, 4.jpg, 1.0240357000147924, 2, 0.209829698, 0.493007884, 0.441292304, 0.408056555,1
22, test, 1, vibration off, 14, 4, 3, 4.jpg, 3.jpg, 0.411853134, 0.424090899, 0.424090899, left, 1, 3, 4, 3.jpg, 4.jpg, 1.4627527999982703, 2, 0.194746258, 0.496165246, 0.424090899, 0.411853134,0,
22, test, 1, vibration off, 15, 2, 1, 2.jpg, 1.jpg, 0.498060855, 0.254919143, 0.254919143, left, 1, 1, 2, 1.jpg, 2.jpg, 1.455902799993055, 2, 0.254919143, 0.498060855, 0.410741903, 0.425420016,0,
22, test, 1, vibration off, 16, 4, 3, 4.jpg, 3.jpg, 0.434571537, 0.384469806, 0.434571537, right, 2, 4, 3, 4.jpg, 3.jpg, 1.4313905000162777, 2, 0.268446939, 0.473753497, 0.384469806, 0.434571537,1
22, test, 1, vibration off, 17, 2, 4, 2.jpg, 4.jpg, 0.427927548, 0.467037886, 0.427927548, right, 2, 2, 4, 2.jpg, 4.jpg, 0.8957354000012856, 2, 0.260713561, 0.427927548, 0.397409959, 0.467037886,1
22, test, 1, vibration off, 18, 4, 1, 4.jpg, 1.jpg, 0.458160423, 0.273570125, 0.458160423, right, 2, 4, 1, 4.jpg, 1.jpg, 0.8717939999769442, 2, 0.273570125, 0.42862063, 0.380302803, 0.458160423,0,
22, test, 1, vibration off, 19, 2, 3, 2.jpg, 3.jpg, 0.435371131, 0.39026973, 0.435371131, right, 2, 2, 3, 2.jpg, 3.jpg, 1.8903042000019923, 2, 0.269452755, 0.435371131, 0.39026973, 0.413401572,1
22, test, 1, vibration off, 20, 1, 3, 1.jpg, 3.jpg, 0.268741649, 0.408454439, 0.408454439, left, 1, 3, 1, 3.jpg, 1.jpg, 1.807722700003069, 2, 0.268741649, 0.425551488, 0.408454439, 0.410963982,0,
22, test, 1, vibration off, 21, 1, 2, 1.jpg, 2.jpg, 0.289598518, 0.44190032, 0.289598518, right, 2, 1, 2, 1.jpg, 2.jpg, 2.377494400017895, 2, 0.289598518, 0.44190032, 0.404768464, 0.423231262,1
22, test, 1, vibration off, 22, 4, 3, 4.jpg, 3.jpg, 0.389718337, 0.422610309, 0.389718337, right, 2, 4, 3, 4.jpg, 3.jpg, 2.2360647000023164, 2, 0.299460569, 0.419525056, 0.422610309, 0.389718337,0,
22, test, 1, vibration off, 23, 3, 4, 3.jpg, 4.jpg, 0.408863932, 0.39059245, 0.39059245, left, 1, 4, 3, 4.jpg, 3.jpg, 1.0006031999946572, 2, 0.275422902, 0.397611772, 0.408863932, 0.39059245,1
22, test, 1, vibration off, 24, 2, 1, 2.jpg, 1.jpg, 0.379139537, 0.266650787, 0.379139537, right, 2, 2, 1, 2.jpg, 1.jpg, 1.2345556000072975, 2, 0.266650787, 0.379139537, 0.405854252, 0.398445672,1
22, test, 1, vibration off, 25, 2, 1, 2.jpg, 1.jpg, 0.383103254, 0.254259812, 0.254259812, left, 1, 1, 2, 1.jpg, 2.jpg, 0.8784519000037108, 2, 0.254259812, 0.383103254, 0.425425396, 0.3844496,1
22, test, 1, vibration off, 26, 3, 2, 3.jpg, 2.jpg, 0.44409494, 0.426705428, 0.426705428, left, 1, 2, 3, 2.jpg, 3.jpg, 1.8535324999829754, 2, 0.251503025, 0.426705428, 0.44409494, 0.389570929,0,
22, test, 1, vibration off, 27, 4, 1, 4.jpg, 1.jpg, 0.351861927, 0.260664603, 0.351861927, right, 2, 4, 1, 4.jpg, 1.jpg, 2.618979600025341, 2, 0.260664603, 0.434578853, 0.476699219, 0.351861927,1
22, test, 1, vibration off, 28, 1, 3, 1.jpg, 3.jpg, 0.254900351, 0.471375184, 0.471375184, left, 1, 3, 1, 3.jpg, 1.jpg, 1.5751697999949101, 2, 0.254900351, 0.456535155, 0.471375184, 0.358204472,1
22, test, 1, vibration off, 29, 4, 3, 4.jpg, 3.jpg, 0.360838495, 0.45401501, 0.45401501, left, 1, 3, 4, 3.jpg, 4.jpg, 1.4124296000227332, 2, 0.270226286, 0.431125609, 0.45401501, 0.360838495,1
22, test, 1, vibration off, 30, 1, 2, 1.jpg, 2.jpg, 0.231605059, 0.434793002, 0.231605059, right, 2, 1, 2, 1.jpg, 2.jpg, 1.1843305000220425, 2, 0.231605059, 0.434793002, 0.441888062, 0.36725969,0,
22, test, 1, vibration off, 31, 1, 3, 1.jpg, 3.jpg, 0.233739069, 0.456731037, 0.456731037, left, 1, 3, 1, 3.jpg, 1.jpg, 0.9216403999889735, 2, 0.233739069, 0.473135831, 0.456731037, 0.401609609,0,
22, test, 1, vibration off, 32, 2, 4, 2.jpg, 4.jpg, 0.452508743, 0.393803515, 0.393803515, left, 1, 4, 2, 4.jpg, 2.jpg, 1.0830796000082046, 2, 0.24432205, 0.452508743, 0.406064085, 0.393803515,0,
22, test, 1, vibration off, 33, 2, 1, 2.jpg, 1.jpg, 0.458621481, 0.193554899, 0.193554899, left, 1, 1, 2, 1.jpg, 2.jpg, 1.3713096999854315, 2, 0.193554899, 0.458621481, 0.401876712, 0.402704902,1
22, test, 1, vibration off, 34, 3, 4, 3.jpg, 4.jpg, 0.409321444, 0.416668377, 0.409321444, right, 2, 3, 4, 3.jpg, 4.jpg, 1.0034677000076044, 2, 0.204964705, 0.43001655, 0.409321444, 0.416668377,0,
22, test, 1, vibration off, 35, 3, 4, 3.jpg, 4.jpg, 0.424862287, 0.419699964, 0.419699964, left, 1, 4, 3, 4.jpg, 3.jpg, 2.104370899993228, 2, 0.22048214, 0.429045935, 0.424862287, 0.419699964,1
22, test, 1, vibration off, 36, 2, 4, 2.jpg, 4.jpg, 0.447650766, 0.428911523, 0.428911523, left, 1, 4, 2, 4.jpg, 2.jpg, 2.658491899986984, 2, 0.211101934, 0.447650766, 0.423948221, 0.428911523,0,
22, test, 1, vibration off, 37, 1, 4, 1.jpg, 4.jpg, 0.219326053, 0.39910528, 0.219326053, right, 2, 1, 4, 1.jpg, 4.jpg, 1.5763410000072327, 2, 0.219326053, 0.456165741, 0.43257228, 0.39910528,0,
22, test, 1, vibration off, 38, 1, 3, 1.jpg, 3.jpg, 0.221341547, 0.4363313, 0.4363313, left, 1, 3, 1, 3.jpg, 1.jpg, 1.1054053000116255, 2, 0.221341547, 0.433155402, 0.4363313, 0.390289699,1
22, test, 1, vibration off, 39, 3, 2, 3.jpg, 2.jpg, 0.408906602, 0.447660961, 0.447660961, left, 1, 2, 3, 2.jpg, 3.jpg, 0.9104679999873042, 2, 0.214118114, 0.447660961, 0.408906602, 0.411267062,1
22, test, 1, vibration off, 40, 3, 2, 3.jpg, 2.jpg, 0.40122215, 0.447456341, 0.447456341, left, 1, 2, 3, 2.jpg, 3.jpg, 0.8923780999903101, 2, 0.217505069, 0.447456341, 0.40122215, 0.401024283,1
22, test, 1, vibration off, 41, 2, 1, 2.jpg, 1.jpg, 0.458162882, 0.249081937, 0.249081937, left, 1, 1, 2, 1.jpg, 2.jpg, 1.5064144999778364, 2, 0.249081937, 0.458162882, 0.382054645, 0.370374616,0,
22, test, 1, vibration off, 42, 4, 2, 4.jpg, 2.jpg, 0.368787043, 0.480978505, 0.368787043, right, 2, 4, 2, 4.jpg, 2.jpg, 0.9317854999972042, 2, 0.255981224, 0.480978505, 0.383924023, 0.368787043,0,
22, test, 1, vibration off, 43, 3, 4, 3.jpg, 4.jpg, 0.401205729, 0.38383929, 0.401205729, right, 2, 3, 4, 3.jpg, 4.jpg, 2.0786805000097957, 2, 0.288213763, 0.511556199, 0.401205729, 0.38383929,0,
22, test, 1, vibration off, 44, 3, 4, 3.jpg, 4.jpg, 0.350203513, 0.362927966, 0.362927966, left, 1, 4, 3, 4.jpg, 3.jpg, 0.6433004999998957, 2, 0.294374293, 0.530811847, 0.350203513, 0.362927966,0,
22, test, 1, vibration off, 45, 1, 3, 1.jpg, 3.jpg, 0.308994906, 0.336134109, 0.336134109, left, 1, 3, 1, 3.jpg, 1.jpg, 1.0152719999896362, 2, 0.308994906, 0.512913286, 0.336134109, 0.367033206,0,
22, test, 1, vibration off, 46, 4, 1, 4.jpg, 1.jpg, 0.368488345, 0.289973458, 0.368488345, right, 2, 4, 1, 4.jpg, 1.jpg, 2.4855790000001434, 2, 0.289973458, 0.533187647, 0.325220477, 0.368488345,0,
22, test, 1, vibration off, 47, 2, 3, 2.jpg, 3.jpg, 0.537872242, 0.357892701, 0.357892701, left, 1, 3, 2, 3.jpg, 2.jpg, 1.6581155000021681, 2, 0.29306391, 0.537872242, 0.357892701, 0.34679011,0,
22, test, 1, vibration off, 48, 1, 2, 1.jpg, 2.jpg, 0.292135198, 0.523160461, 0.523160461, left, 1, 2, 1, 2.jpg, 1.jpg, 1.2114209000137635, 2, 0.292135198, 0.523160461, 0.408168742, 0.356952705,1
22, test, 1, vibration off, 49, 1, 3, 1.jpg, 3.jpg, 0.293886334, 0.394241012, 0.394241012, left, 1, 3, 1, 3.jpg, 1.jpg, 0.9157798000087496, 2, 0.293886334, 0.527646571, 0.394241012, 0.356189797,0,
22, test, 1, vibration off, 50, 1, 3, 1.jpg, 3.jpg, 0.304272396, 0.386662209, 0.304272396, right, 2, 1, 3, 1.jpg, 3.jpg, 2.0651828999980353, 2, 0.304272396, 0.548355336, 0.386662209, 0.348042517,0,
22, practice, 2, vibration during choice, 1, 3, 1, 7.jpg, 5.jpg, 0.584847675, 0.167787674, 0.167787674, left, 1, 1, 3, 5.jpg, 7.jpg, 1.7309294000151567, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,0,
22, practice, 2, vibration during choice, 2, 3, 2, 7.jpg, 6.jpg, 0.582595424, 0.355471562, 0.582595424, right, 2, 3, 2, 7.jpg, 6.jpg, 1.3144562999950722, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,0,
22, practice, 2, vibration during choice, 3, 1, 4, 5.jpg, 8.jpg, 0.206677553, 0.275426328, 0.275426328, left, 1, 4, 1, 8.jpg, 5.jpg, 1.7978101999906357, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,0,
22, practice, 2, vibration during choice, 4, 1, 4, 5.jpg, 8.jpg, 0.216551625, 0.268568422, 0.216551625, right, 2, 1, 4, 5.jpg, 8.jpg, 0.8746738999907393, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,0,
22, practice, 2, vibration during choice, 5, 4, 3, 8.jpg, 7.jpg, 0.302042001, 0.582527891, 0.582527891, left, 1, 3, 4, 7.jpg, 8.jpg, 1.1274590999819338, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,1
22, test, 2, vibration during choice, 1, 2, 1, 6.jpg, 5.jpg, 0.332201416, 0.167787674, 0.167787674, left, 1, 1, 2, 5.jpg, 6.jpg, 1.1231845000002068, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,1
22, test, 2, vibration during choice, 2, 3, 2, 7.jpg, 6.jpg, 0.582595424, 0.355471562, 0.582595424, right, 2, 3, 2, 7.jpg, 6.jpg, 1.0580174000060651, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,1
22, test, 2, vibration during choice, 3, 4, 2, 8.jpg, 6.jpg, 0.275426328, 0.3490424, 0.275426328, right, 2, 4, 2, 8.jpg, 6.jpg, 1.4269264000176918, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,0,
22, test, 2, vibration during choice, 4, 3, 2, 7.jpg, 6.jpg, 0.569745321, 0.358181966, 0.358181966, left, 1, 2, 3, 6.jpg, 7.jpg, 1.6297702000010759, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,0,
22, test, 2, vibration during choice, 5, 2, 3, 6.jpg, 7.jpg, 0.364707579, 0.582527891, 0.364707579, right, 2, 2, 3, 6.jpg, 7.jpg, 1.591608399990946, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,0,
22, test, 2, vibration during choice, 6, 4, 1, 8.jpg, 5.jpg, 0.336540119, 0.209090036, 0.336540119, right, 2, 4, 1, 8.jpg, 5.jpg, 1.830718999990495, 2, 0.209090036, 0.3895513, 0.587455063, 0.336540119,1
22, test, 2, vibration during choice, 7, 3, 4, 7.jpg, 8.jpg, 0.582464681, 0.363378709, 0.582464681, right, 2, 3, 4, 7.jpg, 8.jpg, 2.04876289999811, 2, 0.215508938, 0.39060737, 0.582464681, 0.363378709,1
22, test, 2, vibration during choice, 8, 2, 3, 6.jpg, 7.jpg, 0.430440014, 0.545053358, 0.545053358, left, 1, 3, 2, 7.jpg, 6.jpg, 1.7950921999872662, 2, 0.219868403, 0.430440014, 0.545053358, 0.369794555,1
22, test, 2, vibration during choice, 9, 2, 1, 6.jpg, 5.jpg, 0.4539861, 0.223820368, 0.4539861, right, 2, 2, 1, 6.jpg, 5.jpg, 1.6779930999909993, 2, 0.223820368, 0.4539861, 0.530883085, 0.365747455,1
22, test, 2, vibration during choice, 10, 1, 4, 5.jpg, 8.jpg, 0.25320591, 0.36426522, 0.25320591, right, 2, 1, 4, 5.jpg, 8.jpg, 1.5666143000125885, 2, 0.25320591, 0.485995524, 0.507816291, 0.36426522,0,
22, test, 2, vibration during choice, 11, 3, 1, 7.jpg, 5.jpg, 0.494989907, 0.272116099, 0.494989907, right, 2, 3, 1, 7.jpg, 5.jpg, 1.3258884000242688, 2, 0.272116099, 0.489357893, 0.494989907, 0.378430477,0,
22, test, 2, vibration during choice, 12, 2, 4, 6.jpg, 8.jpg, 0.484630844, 0.406276663, 0.406276663, left, 1, 4, 2, 8.jpg, 6.jpg, 1.095689300011145, 2, 0.234286576, 0.484630844, 0.446302549, 0.406276663,0,
22, test, 2, vibration during choice, 13, 1, 2, 5.jpg, 6.jpg, 0.209829698, 0.493007884, 0.493007884, left, 1, 2, 1, 6.jpg, 5.jpg, 1.1210753999766894, 2, 0.209829698, 0.493007884, 0.441292304, 0.408056555,0,
22, test, 2, vibration during choice, 14, 1, 3, 5.jpg, 7.jpg, 0.194746258, 0.424090899, 0.424090899, left, 1, 3, 1, 7.jpg, 5.jpg, 1.331440100009786, 2, 0.194746258, 0.496165246, 0.424090899, 0.411853134,0,
22, test, 2, vibration during choice, 15, 1, 2, 5.jpg, 6.jpg, 0.254919143, 0.498060855, 0.498060855, left, 1, 2, 1, 6.jpg, 5.jpg, 1.0792466000129934, 2, 0.254919143, 0.498060855, 0.410741903, 0.425420016,0,
22, test, 2, vibration during choice, 16, 2, 4, 6.jpg, 8.jpg, 0.473753497, 0.434571537, 0.473753497, right, 2, 2, 4, 6.jpg, 8.jpg, 0.8853615999978501, 2, 0.268446939, 0.473753497, 0.384469806, 0.434571537,0,
22, test, 2, vibration during choice, 17, 4, 1, 8.jpg, 5.jpg, 0.467037886, 0.260713561, 0.467037886, right, 2, 4, 1, 8.jpg, 5.jpg, 0.8874467999849003, 2, 0.260713561, 0.427927548, 0.397409959, 0.467037886,1
22, test, 2, vibration during choice, 18, 4, 3, 8.jpg, 7.jpg, 0.458160423, 0.380302803, 0.458160423, right, 2, 4, 3, 8.jpg, 7.jpg, 3.4230947000032756, 2, 0.273570125, 0.42862063, 0.380302803, 0.458160423,1
22, test, 2, vibration during choice, 19, 1, 2, 5.jpg, 6.jpg, 0.269452755, 0.435371131, 0.435371131, left, 1, 2, 1, 6.jpg, 5.jpg, 1.7198953999904916, 2, 0.269452755, 0.435371131, 0.39026973, 0.413401572,1
22, test, 2, vibration during choice, 20, 3, 1, 7.jpg, 5.jpg, 0.408454439, 0.268741649, 0.268741649, left, 1, 1, 3, 5.jpg, 7.jpg, 1.0464986999868415, 2, 0.268741649, 0.425551488, 0.408454439, 0.410963982,1
22, test, 2, vibration during choice, 21, 1, 4, 5.jpg, 8.jpg, 0.289598518, 0.423231262, 0.423231262, left, 1, 4, 1, 8.jpg, 5.jpg, 4.383691199996974, 2, 0.289598518, 0.44190032, 0.404768464, 0.423231262,0,
22, test, 2, vibration during choice, 22, 3, 2, 7.jpg, 6.jpg, 0.422610309, 0.419525056, 0.419525056, left, 1, 2, 3, 6.jpg, 7.jpg, 0.9702326999977231, 2, 0.299460569, 0.419525056, 0.422610309, 0.389718337,1
22, test, 2, vibration during choice, 23, 4, 3, 8.jpg, 7.jpg, 0.39059245, 0.408863932, 0.39059245, right, 2, 4, 3, 8.jpg, 7.jpg, 1.517715699999826, 2, 0.275422902, 0.397611772, 0.408863932, 0.39059245,0,
22, test, 2, vibration during choice, 24, 1, 4, 5.jpg, 8.jpg, 0.266650787, 0.398445672, 0.266650787, right, 2, 1, 4, 5.jpg, 8.jpg, 1.410245200007921, 2, 0.266650787, 0.379139537, 0.405854252, 0.398445672,1
22, test, 2, vibration during choice, 25, 3, 1, 7.jpg, 5.jpg, 0.425425396, 0.254259812, 0.254259812, left, 1, 1, 3, 5.jpg, 7.jpg, 1.0940081999870017, 2, 0.254259812, 0.383103254, 0.425425396, 0.3844496,1
22, test, 2, vibration during choice, 26, 3, 4, 7.jpg, 8.jpg, 0.44409494, 0.389570929, 0.389570929, left, 1, 4, 3, 8.jpg, 7.jpg, 1.0351123999862466, 2, 0.251503025, 0.426705428, 0.44409494, 0.389570929,1
22, test, 2, vibration during choice, 27, 3, 4, 7.jpg, 8.jpg, 0.476699219, 0.351861927, 0.351861927, left, 1, 4, 3, 8.jpg, 7.jpg, 0.8935526999994181, 2, 0.260664603, 0.434578853, 0.476699219, 0.351861927,0,
22, test, 2, vibration during choice, 28, 2, 4, 6.jpg, 8.jpg, 0.456535155, 0.358204472, 0.456535155, right, 2, 2, 4, 6.jpg, 8.jpg, 2.857411399978446, 2, 0.254900351, 0.456535155, 0.471375184, 0.358204472,1
22, test, 2, vibration during choice, 29, 3, 1, 7.jpg, 5.jpg, 0.45401501, 0.270226286, 0.270226286, left, 1, 1, 3, 5.jpg, 7.jpg, 1.2116874000057578, 2, 0.270226286, 0.431125609, 0.45401501, 0.360838495,1
22, test, 2, vibration during choice, 30, 3, 2, 7.jpg, 6.jpg, 0.441888062, 0.434793002, 0.441888062, right, 2, 3, 2, 7.jpg, 6.jpg, 0.9103536999900825, 2, 0.231605059, 0.434793002, 0.441888062, 0.36725969,0,
22, test, 2, vibration during choice, 31, 1, 2, 5.jpg, 6.jpg, 0.233739069, 0.473135831, 0.473135831, left, 1, 2, 1, 6.jpg, 5.jpg, 1.6457438999786973, 2, 0.233739069, 0.473135831, 0.456731037, 0.401609609,1
22, test, 2, vibration during choice, 32, 1, 4, 5.jpg, 8.jpg, 0.24432205, 0.393803515, 0.24432205, right, 2, 1, 4, 5.jpg, 8.jpg, 1.4192500000062864, 2, 0.24432205, 0.452508743, 0.406064085, 0.393803515,0,
22, test, 2, vibration during choice, 33, 3, 2, 7.jpg, 6.jpg, 0.401876712, 0.458621481, 0.458621481, left, 1, 2, 3, 6.jpg, 7.jpg, 1.237580999993952, 2, 0.193554899, 0.458621481, 0.401876712, 0.402704902,0,
22, test, 2, vibration during choice, 34, 2, 3, 6.jpg, 7.jpg, 0.43001655, 0.409321444, 0.43001655, right, 2, 2, 3, 6.jpg, 7.jpg, 1.3684630999923684, 2, 0.204964705, 0.43001655, 0.409321444, 0.416668377,0,
22, test, 2, vibration during choice, 35, 2, 1, 6.jpg, 5.jpg, 0.429045935, 0.22048214, 0.429045935, right, 2, 2, 1, 6.jpg, 5.jpg, 1.9179387000040151, 2, 0.22048214, 0.429045935, 0.424862287, 0.419699964,0,
22, test, 2, vibration during choice, 36, 1, 4, 5.jpg, 8.jpg, 0.211101934, 0.428911523, 0.428911523, left, 1, 4, 1, 8.jpg, 5.jpg, 1.5705209999869112, 2, 0.211101934, 0.447650766, 0.423948221, 0.428911523,0,
22, test, 2, vibration during choice, 37, 2, 4, 6.jpg, 8.jpg, 0.456165741, 0.39910528, 0.39910528, left, 1, 4, 2, 8.jpg, 6.jpg, 1.7889186999818776, 2, 0.219326053, 0.456165741, 0.43257228, 0.39910528,0,
22, test, 2, vibration during choice, 38, 2, 4, 6.jpg, 8.jpg, 0.433155402, 0.390289699, 0.433155402, right, 2, 2, 4, 6.jpg, 8.jpg, 0.5420645000122022, 2, 0.221341547, 0.433155402, 0.4363313, 0.390289699,1
22, test, 2, vibration during choice, 39, 3, 2, 7.jpg, 6.jpg, 0.408906602, 0.447660961, 0.408906602, right, 2, 3, 2, 7.jpg, 6.jpg, 1.1937657999806106, 2, 0.214118114, 0.447660961, 0.408906602, 0.411267062,0,
22, test, 2, vibration during choice, 40, 4, 3, 8.jpg, 7.jpg, 0.401024283, 0.40122215, 0.401024283, right, 2, 4, 3, 8.jpg, 7.jpg, 1.0676176999986637, 2, 0.217505069, 0.447456341, 0.40122215, 0.401024283,0,
22, test, 2, vibration during choice, 41, 1, 3, 5.jpg, 7.jpg, 0.249081937, 0.382054645, 0.249081937, right, 2, 1, 3, 5.jpg, 7.jpg, 1.141945899988059, 2, 0.249081937, 0.458162882, 0.382054645, 0.370374616,0,
22, test, 2, vibration during choice, 42, 3, 1, 7.jpg, 5.jpg, 0.383924023, 0.255981224, 0.255981224, left, 1, 1, 3, 5.jpg, 7.jpg, 0.7354699000134133, 2, 0.255981224, 0.480978505, 0.383924023, 0.368787043,0,
22, test, 2, vibration during choice, 43, 2, 1, 6.jpg, 5.jpg, 0.511556199, 0.288213763, 0.288213763, left, 1, 1, 2, 5.jpg, 6.jpg, 1.4948144999798387, 2, 0.288213763, 0.511556199, 0.401205729, 0.38383929,0,
22, test, 2, vibration during choice, 44, 1, 2, 5.jpg, 6.jpg, 0.294374293, 0.530811847, 0.294374293, right, 2, 1, 2, 5.jpg, 6.jpg, 1.0124352000129875, 2, 0.294374293, 0.530811847, 0.350203513, 0.362927966,0,
22, test, 2, vibration during choice, 45, 1, 4, 5.jpg, 8.jpg, 0.308994906, 0.367033206, 0.308994906, right, 2, 1, 4, 5.jpg, 8.jpg, 0.7007263999839779, 2, 0.308994906, 0.512913286, 0.336134109, 0.367033206,0,
22, test, 2, vibration during choice, 46, 1, 2, 5.jpg, 6.jpg, 0.289973458, 0.533187647, 0.533187647, left, 1, 2, 1, 6.jpg, 5.jpg, 0.65572459998657, 2, 0.289973458, 0.533187647, 0.325220477, 0.368488345,0,
22, test, 2, vibration during choice, 47, 4, 1, 8.jpg, 5.jpg, 0.34679011, 0.29306391, 0.29306391, left, 1, 1, 4, 5.jpg, 8.jpg, 1.7745767000014894, 2, 0.29306391, 0.537872242, 0.357892701, 0.34679011,1
22, test, 2, vibration during choice, 48, 3, 1, 7.jpg, 5.jpg, 0.408168742, 0.292135198, 0.292135198, left, 1, 1, 3, 5.jpg, 7.jpg, 1.022948500001803, 2, 0.292135198, 0.523160461, 0.408168742, 0.356952705,0,
22, test, 2, vibration during choice, 49, 2, 3, 6.jpg, 7.jpg, 0.527646571, 0.394241012, 0.527646571, right, 2, 2, 3, 6.jpg, 7.jpg, 1.3003025999933016, 2, 0.293886334, 0.527646571, 0.394241012, 0.356189797,1
22, test, 2, vibration during choice, 50, 2, 1, 6.jpg, 5.jpg, 0.548355336, 0.304272396, 0.548355336, right, 2, 2, 1, 6.jpg, 5.jpg, 1.0780920999823138, 2, 0.304272396, 0.548355336, 0.386662209, 0.348042517,0,
