subject, block_type, block, condition, trial, right_offer, left_offer, offer_right_image, offer_left_image, exp_value_right, exp_value_left, exp_value_chosen, choice_location, choice_key, choice_card, unchosen_card, chosen_card_image, unchosen_card_image, rt, randomwalk_counter, exp_value1, exp_value2, exp_value3, exp_value4, reward
7, practice, 1, vibration during choice, 1, 4, 2, 8.jpg, 6.jpg, 0.302670058, 0.332201416, 0.302670058, right, 2, 4, 2, 8.jpg, 6.jpg, 3.553147300030105, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,0,
7, practice, 1, vibration during choice, 2, 1, 4, 5.jpg, 8.jpg, 0.176264347, 0.290755999, 0.176264347, right, 2, 1, 4, 5.jpg, 8.jpg, 1.3511902999598533, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,1
7, practice, 1, vibration during choice, 3, 3, 4, 7.jpg, 8.jpg, 0.578794293, 0.275426328, 0.578794293, right, 2, 3, 4, 7.jpg, 8.jpg, 0.931883400073275, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,0,
7, practice, 1, vibration during choice, 4, 3, 2, 7.jpg, 6.jpg, 0.569745321, 0.358181966, 0.569745321, right, 2, 3, 2, 7.jpg, 6.jpg, 1.8950004000216722, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,1
7, practice, 1, vibration during choice, 5, 4, 3, 8.jpg, 7.jpg, 0.302042001, 0.582527891, 0.582527891, left, 1, 3, 4, 7.jpg, 8.jpg, 1.480357600026764, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,1
7, test, 1, vibration during choice, 1, 4, 2, 8.jpg, 6.jpg, 0.302670058, 0.332201416, 0.332201416, left, 1, 2, 4, 6.jpg, 8.jpg, 1.0220736000919715, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,1
7, test, 1, vibration during choice, 2, 4, 3, 8.jpg, 7.jpg, 0.290755999, 0.582595424, 0.582595424, left, 1, 3, 4, 7.jpg, 8.jpg, 1.1183740999549627, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,1
7, test, 1, vibration during choice, 3, 3, 1, 7.jpg, 5.jpg, 0.578794293, 0.206677553, 0.578794293, right, 2, 3, 1, 7.jpg, 5.jpg, 1.0103820000076666, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,1
7, test, 1, vibration during choice, 4, 4, 3, 8.jpg, 7.jpg, 0.268568422, 0.569745321, 0.569745321, left, 1, 3, 4, 7.jpg, 8.jpg, 0.6134083999786526, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,1
7, test, 1, vibration during choice, 5, 4, 2, 8.jpg, 6.jpg, 0.302042001, 0.364707579, 0.364707579, left, 1, 2, 4, 6.jpg, 8.jpg, 0.7663268999895081, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,0,
7, test, 1, vibration during choice, 6, 2, 3, 6.jpg, 7.jpg, 0.3895513, 0.587455063, 0.587455063, left, 1, 3, 2, 7.jpg, 6.jpg, 1.4173029999947175, 2, 0.209090036, 0.3895513, 0.587455063, 0.336540119,1
7, test, 1, vibration during choice, 7, 3, 2, 7.jpg, 6.jpg, 0.582464681, 0.39060737, 0.582464681, right, 2, 3, 2, 7.jpg, 6.jpg, 0.7161543999100104, 2, 0.215508938, 0.39060737, 0.582464681, 0.363378709,0,
7, test, 1, vibration during choice, 8, 3, 1, 7.jpg, 5.jpg, 0.545053358, 0.219868403, 0.545053358, right, 2, 3, 1, 7.jpg, 5.jpg, 1.2104129999643192, 2, 0.219868403, 0.430440014, 0.545053358, 0.369794555,0,
7, test, 1, vibration during choice, 9, 1, 4, 5.jpg, 8.jpg, 0.223820368, 0.365747455, 0.223820368, right, 2, 1, 4, 5.jpg, 8.jpg, 1.1964247999712825, 2, 0.223820368, 0.4539861, 0.530883085, 0.365747455,0,
7, test, 1, vibration during choice, 10, 2, 1, 6.jpg, 5.jpg, 0.485995524, 0.25320591, 0.485995524, right, 2, 2, 1, 6.jpg, 5.jpg, 1.3123870000708848, 2, 0.25320591, 0.485995524, 0.507816291, 0.36426522,0,
7, test, 1, vibration during choice, 11, 2, 4, 6.jpg, 8.jpg, 0.489357893, 0.378430477, 0.489357893, right, 2, 2, 4, 6.jpg, 8.jpg, 1.3251751000061631, 2, 0.272116099, 0.489357893, 0.494989907, 0.378430477,0,
7, test, 1, vibration during choice, 12, 2, 1, 6.jpg, 5.jpg, 0.484630844, 0.234286576, 0.234286576, left, 1, 1, 2, 5.jpg, 6.jpg, 2.452855399926193, 2, 0.234286576, 0.484630844, 0.446302549, 0.406276663,0,
7, test, 1, vibration during choice, 13, 3, 1, 7.jpg, 5.jpg, 0.441292304, 0.209829698, 0.209829698, left, 1, 1, 3, 5.jpg, 7.jpg, 1.2885874999919906, 2, 0.209829698, 0.493007884, 0.441292304, 0.408056555,0,
7, test, 1, vibration during choice, 14, 3, 4, 7.jpg, 8.jpg, 0.424090899, 0.411853134, 0.424090899, right, 2, 3, 4, 7.jpg, 8.jpg, 1.4515758000779897, 2, 0.194746258, 0.496165246, 0.424090899, 0.411853134,1
7, test, 1, vibration during choice, 15, 2, 3, 6.jpg, 7.jpg, 0.498060855, 0.410741903, 0.410741903, left, 1, 3, 2, 7.jpg, 6.jpg, 2.940325199975632, 2, 0.254919143, 0.498060855, 0.410741903, 0.425420016,0,
7, test, 1, vibration during choice, 16, 3, 2, 7.jpg, 6.jpg, 0.384469806, 0.473753497, 0.473753497, left, 1, 2, 3, 6.jpg, 7.jpg, 3.0128882999997586, 2, 0.268446939, 0.473753497, 0.384469806, 0.434571537,1
7, test, 1, vibration during choice, 17, 2, 1, 6.jpg, 5.jpg, 0.427927548, 0.260713561, 0.427927548, right, 2, 2, 1, 6.jpg, 5.jpg, 2.3922627000138164, 2, 0.260713561, 0.427927548, 0.397409959, 0.467037886,0,
7, test, 1, vibration during choice, 18, 3, 4, 7.jpg, 8.jpg, 0.380302803, 0.458160423, 0.380302803, right, 2, 3, 4, 7.jpg, 8.jpg, 1.3712562000146136, 2, 0.273570125, 0.42862063, 0.380302803, 0.458160423,0,
7, test, 1, vibration during choice, 19, 4, 1, 8.jpg, 5.jpg, 0.413401572, 0.269452755, 0.269452755, left, 1, 1, 4, 5.jpg, 8.jpg, 3.590643799980171, 2, 0.269452755, 0.435371131, 0.39026973, 0.413401572,0,
7, test, 1, vibration during choice, 20, 1, 2, 5.jpg, 6.jpg, 0.268741649, 0.425551488, 0.425551488, left, 1, 2, 1, 6.jpg, 5.jpg, 5.681956700049341, 2, 0.268741649, 0.425551488, 0.408454439, 0.410963982,0,
7, test, 1, vibration during choice, 21, 1, 3, 5.jpg, 7.jpg, 0.289598518, 0.404768464, 0.404768464, left, 1, 3, 1, 7.jpg, 5.jpg, 2.554072600090876, 2, 0.289598518, 0.44190032, 0.404768464, 0.423231262,0,
7, test, 1, vibration during choice, 22, 4, 1, 8.jpg, 5.jpg, 0.389718337, 0.299460569, 0.299460569, left, 1, 1, 4, 5.jpg, 8.jpg, 4.779213699977845, 2, 0.299460569, 0.419525056, 0.422610309, 0.389718337,0,
7, test, 1, vibration during choice, 23, 4, 3, 8.jpg, 7.jpg, 0.39059245, 0.408863932, 0.39059245, right, 2, 4, 3, 8.jpg, 7.jpg, 1.4506973000243306, 2, 0.275422902, 0.397611772, 0.408863932, 0.39059245,0,
7, test, 1, vibration during choice, 24, 2, 1, 6.jpg, 5.jpg, 0.379139537, 0.266650787, 0.379139537, right, 2, 2, 1, 6.jpg, 5.jpg, 2.142424799967557, 2, 0.266650787, 0.379139537, 0.405854252, 0.398445672,1
7, test, 1, vibration during choice, 25, 1, 2, 5.jpg, 6.jpg, 0.254259812, 0.383103254, 0.383103254, left, 1, 2, 1, 6.jpg, 5.jpg, 1.0256377999903634, 2, 0.254259812, 0.383103254, 0.425425396, 0.3844496,1
7, test, 1, vibration during choice, 26, 1, 2, 5.jpg, 6.jpg, 0.251503025, 0.426705428, 0.426705428, left, 1, 2, 1, 6.jpg, 5.jpg, 0.6075590999098495, 2, 0.251503025, 0.426705428, 0.44409494, 0.389570929,0,
7, test, 1, vibration during choice, 27, 3, 1, 7.jpg, 5.jpg, 0.476699219, 0.260664603, 0.260664603, left, 1, 1, 3, 5.jpg, 7.jpg, 0.9775177999399602, 2, 0.260664603, 0.434578853, 0.476699219, 0.351861927,0,
7, test, 1, vibration during choice, 28, 1, 3, 5.jpg, 7.jpg, 0.254900351, 0.471375184, 0.471375184, left, 1, 3, 1, 7.jpg, 5.jpg, 1.40978330001235, 2, 0.254900351, 0.456535155, 0.471375184, 0.358204472,1
7, test, 1, vibration during choice, 29, 1, 3, 5.jpg, 7.jpg, 0.270226286, 0.45401501, 0.45401501, left, 1, 3, 1, 7.jpg, 5.jpg, 0.6735705999890342, 2, 0.270226286, 0.431125609, 0.45401501, 0.360838495,1
