subject, block_type, block, condition, trial, right_offer, left_offer, offer_right_image, offer_left_image, exp_value_right, exp_value_left, exp_value_chosen, choice_location, choice_key, choice_card, unchosen_card, chosen_card_image, unchosen_card_image, rt, randomwalk_counter, exp_value1, exp_value2, exp_value3, exp_value4, reward
43, practice, 1, vibration during choice, 1, 3, 1, 7.jpg, 5.jpg, 0.584847675, 0.167787674, 0.584847675, right, 2, 3, 1, 7.jpg, 5.jpg, 1.5371855999983381, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,1
43, practice, 1, vibration during choice, 2, 2, 1, 6.jpg, 5.jpg, 0.355471562, 0.176264347, 0.355471562, right, 2, 2, 1, 6.jpg, 5.jpg, 0.7089905999891926, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,0,
43, practice, 1, vibration during choice, 3, 3, 1, 7.jpg, 5.jpg, 0.578794293, 0.206677553, 0.578794293, right, 2, 3, 1, 7.jpg, 5.jpg, 1.150183299992932, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,0,
43, practice, 1, vibration during choice, 4, 2, 1, 6.jpg, 5.jpg, 0.358181966, 0.216551625, 0.358181966, right, 2, 2, 1, 6.jpg, 5.jpg, 1.7987373000069056, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,0,
43, practice, 1, vibration during choice, 5, 2, 4, 6.jpg, 8.jpg, 0.364707579, 0.302042001, 0.364707579, right, 2, 2, 4, 6.jpg, 8.jpg, 2.3294635000056587, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,0,
43, test, 1, vibration during choice, 1, 4, 2, 8.jpg, 6.jpg, 0.302670058, 0.332201416, 0.302670058, right, 2, 4, 2, 8.jpg, 6.jpg, 1.2986244999920018, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,0,
43, test, 1, vibration during choice, 2, 2, 1, 6.jpg, 5.jpg, 0.355471562, 0.176264347, 0.355471562, right, 2, 2, 1, 6.jpg, 5.jpg, 1.895772499992745, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,0,
43, test, 1, vibration during choice, 3, 1, 3, 5.jpg, 7.jpg, 0.206677553, 0.578794293, 0.206677553, right, 2, 1, 3, 5.jpg, 7.jpg, 2.0032021999941207, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,0,
43, test, 1, vibration during choice, 4, 4, 3, 8.jpg, 7.jpg, 0.268568422, 0.569745321, 0.268568422, right, 2, 4, 3, 8.jpg, 7.jpg, 2.28106179999304, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,0,
43, test, 1, vibration during choice, 5, 2, 3, 6.jpg, 7.jpg, 0.364707579, 0.582527891, 0.364707579, right, 2, 2, 3, 6.jpg, 7.jpg, 2.076097400014987, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,1
43, test, 1, vibration during choice, 6, 1, 4, 5.jpg, 8.jpg, 0.209090036, 0.336540119, 0.209090036, right, 2, 1, 4, 5.jpg, 8.jpg, 4.363079800008563, 2, 0.209090036, 0.3895513, 0.587455063, 0.336540119,0,
43, test, 1, vibration during choice, 7, 3, 1, 7.jpg, 5.jpg, 0.582464681, 0.215508938, 0.582464681, right, 2, 3, 1, 7.jpg, 5.jpg, 1.6354785000148695, 2, 0.215508938, 0.39060737, 0.582464681, 0.363378709,1
43, test, 1, vibration during choice, 8, 1, 2, 5.jpg, 6.jpg, 0.219868403, 0.430440014, 0.430440014, left, 1, 2, 1, 6.jpg, 5.jpg, 2.590020400006324, 2, 0.219868403, 0.430440014, 0.545053358, 0.369794555,1
43, test, 1, vibration during choice, 9, 3, 4, 7.jpg, 8.jpg, 0.530883085, 0.365747455, 0.530883085, right, 2, 3, 4, 7.jpg, 8.jpg, 1.802766300010262, 2, 0.223820368, 0.4539861, 0.530883085, 0.365747455,0,
43, test, 1, vibration during choice, 10, 2, 4, 6.jpg, 8.jpg, 0.485995524, 0.36426522, 0.485995524, right, 2, 2, 4, 6.jpg, 8.jpg, 1.88195059998543, 2, 0.25320591, 0.485995524, 0.507816291, 0.36426522,1
43, test, 1, vibration during choice, 11, 2, 1, 6.jpg, 5.jpg, 0.489357893, 0.272116099, 0.489357893, right, 2, 2, 1, 6.jpg, 5.jpg, 1.617040300014196, 2, 0.272116099, 0.489357893, 0.494989907, 0.378430477,1
43, test, 1, vibration during choice, 12, 2, 3, 6.jpg, 7.jpg, 0.484630844, 0.446302549, 0.446302549, left, 1, 3, 2, 7.jpg, 6.jpg, 2.4702086000179406, 2, 0.234286576, 0.484630844, 0.446302549, 0.406276663,0,
43, test, 1, vibration during choice, 13, 1, 4, 5.jpg, 8.jpg, 0.209829698, 0.408056555, 0.408056555, left, 1, 4, 1, 8.jpg, 5.jpg, 1.8932673999806866, 2, 0.209829698, 0.493007884, 0.441292304, 0.408056555,1
43, test, 1, vibration during choice, 14, 2, 3, 6.jpg, 7.jpg, 0.496165246, 0.424090899, 0.424090899, left, 1, 3, 2, 7.jpg, 6.jpg, 1.628938100009691, 2, 0.194746258, 0.496165246, 0.424090899, 0.411853134,0,
43, test, 1, vibration during choice, 15, 3, 2, 7.jpg, 6.jpg, 0.410741903, 0.498060855, 0.498060855, left, 1, 2, 3, 6.jpg, 7.jpg, 1.1076237999950536, 2, 0.254919143, 0.498060855, 0.410741903, 0.425420016,0,
43, test, 1, vibration during choice, 16, 3, 1, 7.jpg, 5.jpg, 0.384469806, 0.268446939, 0.384469806, right, 2, 3, 1, 7.jpg, 5.jpg, 0.7738001999969129, 2, 0.268446939, 0.473753497, 0.384469806, 0.434571537,1
43, test, 1, vibration during choice, 17, 3, 1, 7.jpg, 5.jpg, 0.397409959, 0.260713561, 0.397409959, right, 2, 3, 1, 7.jpg, 5.jpg, 1.3662220000114758, 2, 0.260713561, 0.427927548, 0.397409959, 0.467037886,1
43, test, 1, vibration during choice, 18, 2, 4, 6.jpg, 8.jpg, 0.42862063, 0.458160423, 0.42862063, right, 2, 2, 4, 6.jpg, 8.jpg, 1.601670700008981, 2, 0.273570125, 0.42862063, 0.380302803, 0.458160423,1
43, test, 1, vibration during choice, 19, 1, 3, 5.jpg, 7.jpg, 0.269452755, 0.39026973, 0.39026973, left, 1, 3, 1, 7.jpg, 5.jpg, 2.066020300000673, 2, 0.269452755, 0.435371131, 0.39026973, 0.413401572,0,
43, test, 1, vibration during choice, 20, 2, 1, 6.jpg, 5.jpg, 0.425551488, 0.268741649, 0.425551488, right, 2, 2, 1, 6.jpg, 5.jpg, 2.1875143999932334, 2, 0.268741649, 0.425551488, 0.408454439, 0.410963982,0,
43, test, 1, vibration during choice, 21, 4, 2, 8.jpg, 6.jpg, 0.423231262, 0.44190032, 0.44190032, left, 1, 2, 4, 6.jpg, 8.jpg, 3.374956400017254, 2, 0.289598518, 0.44190032, 0.404768464, 0.423231262,1
43, test, 1, vibration during choice, 22, 3, 4, 7.jpg, 8.jpg, 0.422610309, 0.389718337, 0.422610309, right, 2, 3, 4, 7.jpg, 8.jpg, 2.171713899995666, 2, 0.299460569, 0.419525056, 0.422610309, 0.389718337,1
43, test, 1, vibration during choice, 23, 1, 2, 5.jpg, 6.jpg, 0.275422902, 0.397611772, 0.275422902, right, 2, 1, 2, 5.jpg, 6.jpg, 1.6098899000207894, 2, 0.275422902, 0.397611772, 0.408863932, 0.39059245,1
43, test, 1, vibration during choice, 24, 3, 4, 7.jpg, 8.jpg, 0.405854252, 0.398445672, 0.398445672, left, 1, 4, 3, 8.jpg, 7.jpg, 1.923286899982486, 2, 0.266650787, 0.379139537, 0.405854252, 0.398445672,0,
43, test, 1, vibration during choice, 25, 1, 3, 5.jpg, 7.jpg, 0.254259812, 0.425425396, 0.425425396, left, 1, 3, 1, 7.jpg, 5.jpg, 1.082238300004974, 2, 0.254259812, 0.383103254, 0.425425396, 0.3844496,0,
43, test, 1, vibration during choice, 26, 1, 3, 5.jpg, 7.jpg, 0.251503025, 0.44409494, 0.44409494, left, 1, 3, 1, 7.jpg, 5.jpg, 1.9582625999755692, 2, 0.251503025, 0.426705428, 0.44409494, 0.389570929,1
43, test, 1, vibration during choice, 27, 3, 2, 7.jpg, 6.jpg, 0.476699219, 0.434578853, 0.476699219, right, 2, 3, 2, 7.jpg, 6.jpg, 1.6868490000197198, 2, 0.260664603, 0.434578853, 0.476699219, 0.351861927,1
43, test, 1, vibration during choice, 28, 3, 2, 7.jpg, 6.jpg, 0.471375184, 0.456535155, 0.456535155, left, 1, 2, 3, 6.jpg, 7.jpg, 2.0273867000069004, 2, 0.254900351, 0.456535155, 0.471375184, 0.358204472,1
43, test, 1, vibration during choice, 29, 1, 3, 5.jpg, 7.jpg, 0.270226286, 0.45401501, 0.45401501, left, 1, 3, 1, 7.jpg, 5.jpg, 1.99814619999961, 2, 0.270226286, 0.431125609, 0.45401501, 0.360838495,1
43, test, 1, vibration during choice, 30, 3, 4, 7.jpg, 8.jpg, 0.441888062, 0.36725969, 0.36725969, left, 1, 4, 3, 8.jpg, 7.jpg, 1.6307390999863856, 2, 0.231605059, 0.434793002, 0.441888062, 0.36725969,1
43, test, 1, vibration during choice, 31, 2, 3, 6.jpg, 7.jpg, 0.473135831, 0.456731037, 0.473135831, right, 2, 2, 3, 6.jpg, 7.jpg, 3.3968710999761242, 2, 0.233739069, 0.473135831, 0.456731037, 0.401609609,0,
43, test, 1, vibration during choice, 32, 2, 3, 6.jpg, 7.jpg, 0.452508743, 0.406064085, 0.452508743, right, 2, 2, 3, 6.jpg, 7.jpg, 1.1096306999970693, 2, 0.24432205, 0.452508743, 0.406064085, 0.393803515,1
43, test, 1, vibration during choice, 33, 2, 1, 6.jpg, 5.jpg, 0.458621481, 0.193554899, 0.458621481, right, 2, 2, 1, 6.jpg, 5.jpg, 2.5703444000100717, 2, 0.193554899, 0.458621481, 0.401876712, 0.402704902,1
43, test, 1, vibration during choice, 34, 3, 4, 7.jpg, 8.jpg, 0.409321444, 0.416668377, 0.409321444, right, 2, 3, 4, 7.jpg, 8.jpg, 1.6950768000097014, 2, 0.204964705, 0.43001655, 0.409321444, 0.416668377,1
43, test, 1, vibration during choice, 35, 1, 2, 5.jpg, 6.jpg, 0.22048214, 0.429045935, 0.429045935, left, 1, 2, 1, 6.jpg, 5.jpg, 3.363430600002175, 2, 0.22048214, 0.429045935, 0.424862287, 0.419699964,1
43, test, 1, vibration during choice, 36, 1, 2, 5.jpg, 6.jpg, 0.211101934, 0.447650766, 0.447650766, left, 1, 2, 1, 6.jpg, 5.jpg, 0.8182117999822367, 2, 0.211101934, 0.447650766, 0.423948221, 0.428911523,0,
43, test, 1, vibration during choice, 37, 3, 1, 7.jpg, 5.jpg, 0.43257228, 0.219326053, 0.43257228, right, 2, 3, 1, 7.jpg, 5.jpg, 2.347766299993964, 2, 0.219326053, 0.456165741, 0.43257228, 0.39910528,1
43, test, 1, vibration during choice, 38, 4, 1, 8.jpg, 5.jpg, 0.390289699, 0.221341547, 0.221341547, left, 1, 1, 4, 5.jpg, 8.jpg, 2.519498699984979, 2, 0.221341547, 0.433155402, 0.4363313, 0.390289699,0,
