subject, block_type, block, condition, trial, right_offer, left_offer, offer_right_image, offer_left_image, exp_value_right, exp_value_left, exp_value_chosen, choice_location, choice_key, choice_card, unchosen_card, chosen_card_image, unchosen_card_image, rt, randomwalk_counter, exp_value1, exp_value2, exp_value3, exp_value4, reward
11, test, 2, vibration during outcome, 49, 3, 4, 7.jpg, 8.jpg, 0.394241012, 0.356189797, 0.356189797, left, 1, 4, 3, 8.jpg, 7.jpg, 1.4427926000207663, 2, 0.293886334, 0.527646571, 0.394241012, 0.356189797,0,
11, test, 2, vibration during outcome, 50, 4, 1, 8.jpg, 5.jpg, 0.348042517, 0.304272396, 0.348042517, right, 2, 4, 1, 8.jpg, 5.jpg, 0.48643749998882413, 2, 0.304272396, 0.548355336, 0.386662209, 0.348042517,0,
11, practice, 3, vibration during choice, 1, 2, 1, 2.jpg, 1.jpg, 0.332201416, 0.167787674, 0.167787674, left, 1, 1, 2, 1.jpg, 2.jpg, 1.9840794000192545, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,1
11, practice, 3, vibration during choice, 2, 4, 2, 4.jpg, 2.jpg, 0.290755999, 0.355471562, 0.290755999, right, 2, 4, 2, 4.jpg, 2.jpg, 1.4964731999789365, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,0,
11, practice, 3, vibration during choice, 3, 2, 1, 2.jpg, 1.jpg, 0.3490424, 0.206677553, 0.206677553, left, 1, 1, 2, 1.jpg, 2.jpg, 0.7751210000133142, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,0,
11, practice, 3, vibration during choice, 4, 1, 3, 1.jpg, 3.jpg, 0.216551625, 0.569745321, 0.569745321, left, 1, 3, 1, 3.jpg, 1.jpg, 0.8568554000230506, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,1
11, practice, 3, vibration during choice, 5, 3, 4, 3.jpg, 4.jpg, 0.582527891, 0.302042001, 0.302042001, left, 1, 4, 3, 4.jpg, 3.jpg, 0.6065571999642998, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,0,
11, test, 3, vibration during choice, 1, 4, 2, 4.jpg, 2.jpg, 0.302670058, 0.332201416, 0.332201416, left, 1, 2, 4, 2.jpg, 4.jpg, 0.8470375000033528, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,0,
11, test, 3, vibration during choice, 2, 4, 3, 4.jpg, 3.jpg, 0.290755999, 0.582595424, 0.290755999, right, 2, 4, 3, 4.jpg, 3.jpg, 0.6781360000022687, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,1
11, test, 3, vibration during choice, 3, 1, 2, 1.jpg, 2.jpg, 0.206677553, 0.3490424, 0.206677553, right, 2, 1, 2, 1.jpg, 2.jpg, 0.9998194000218064, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,1
11, test, 3, vibration during choice, 4, 2, 3, 2.jpg, 3.jpg, 0.358181966, 0.569745321, 0.569745321, left, 1, 3, 2, 3.jpg, 2.jpg, 0.998206999967806, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,1
11, test, 3, vibration during choice, 5, 4, 2, 4.jpg, 2.jpg, 0.302042001, 0.364707579, 0.302042001, right, 2, 4, 2, 4.jpg, 2.jpg, 0.7555393999791704, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,0,
11, test, 3, vibration during choice, 6, 1, 2, 1.jpg, 2.jpg, 0.209090036, 0.3895513, 0.209090036, right, 2, 1, 2, 1.jpg, 2.jpg, 0.5078884999966249, 2, 0.209090036, 0.3895513, 0.587455063, 0.336540119,0,
11, test, 3, vibration during choice, 7, 1, 4, 1.jpg, 4.jpg, 0.215508938, 0.363378709, 0.363378709, left, 1, 4, 1, 4.jpg, 1.jpg, 0.5451194000197574, 2, 0.215508938, 0.39060737, 0.582464681, 0.363378709,0,
11, test, 3, vibration during choice, 8, 2, 3, 2.jpg, 3.jpg, 0.430440014, 0.545053358, 0.545053358, left, 1, 3, 2, 3.jpg, 2.jpg, 0.7180401000077836, 2, 0.219868403, 0.430440014, 0.545053358, 0.369794555,0,
11, test, 3, vibration during choice, 9, 2, 4, 2.jpg, 4.jpg, 0.4539861, 0.365747455, 0.4539861, right, 2, 2, 4, 2.jpg, 4.jpg, 0.6061095000477508, 2, 0.223820368, 0.4539861, 0.530883085, 0.365747455,1
11, test, 3, vibration during choice, 10, 3, 2, 3.jpg, 2.jpg, 0.507816291, 0.485995524, 0.485995524, left, 1, 2, 3, 2.jpg, 3.jpg, 0.5366264000185765, 2, 0.25320591, 0.485995524, 0.507816291, 0.36426522,1
11, test, 3, vibration during choice, 11, 4, 2, 4.jpg, 2.jpg, 0.378430477, 0.489357893, 0.489357893, left, 1, 2, 4, 2.jpg, 4.jpg, 0.8484687000163831, 2, 0.272116099, 0.489357893, 0.494989907, 0.378430477,1
11, test, 3, vibration during choice, 12, 4, 1, 4.jpg, 1.jpg, 0.406276663, 0.234286576, 0.234286576, left, 1, 1, 4, 1.jpg, 4.jpg, 0.8294538999907672, 2, 0.234286576, 0.484630844, 0.446302549, 0.406276663,0,
11, test, 3, vibration during choice, 13, 4, 3, 4.jpg, 3.jpg, 0.408056555, 0.441292304, 0.408056555, right, 2, 4, 3, 4.jpg, 3.jpg, 0.22590580000542104, 2, 0.209829698, 0.493007884, 0.441292304, 0.408056555,0,
11, test, 3, vibration during choice, 14, 3, 1, 3.jpg, 1.jpg, 0.424090899, 0.194746258, 0.424090899, right, 2, 3, 1, 3.jpg, 1.jpg, 0.9942616999614984, 2, 0.194746258, 0.496165246, 0.424090899, 0.411853134,0,
11, test, 3, vibration during choice, 15, 1, 2, 1.jpg, 2.jpg, 0.254919143, 0.498060855, 0.254919143, right, 2, 1, 2, 1.jpg, 2.jpg, 0.5340904999757186, 2, 0.254919143, 0.498060855, 0.410741903, 0.425420016,0,
11, test, 3, vibration during choice, 16, 4, 1, 4.jpg, 1.jpg, 0.434571537, 0.268446939, 0.434571537, right, 2, 4, 1, 4.jpg, 1.jpg, 0.6619007000117563, 2, 0.268446939, 0.473753497, 0.384469806, 0.434571537,0,
11, test, 3, vibration during choice, 17, 2, 1, 2.jpg, 1.jpg, 0.427927548, 0.260713561, 0.260713561, left, 1, 1, 2, 1.jpg, 2.jpg, 0.6448597999988124, 2, 0.260713561, 0.427927548, 0.397409959, 0.467037886,0,
11, test, 3, vibration during choice, 18, 1, 4, 1.jpg, 4.jpg, 0.273570125, 0.458160423, 0.458160423, left, 1, 4, 1, 4.jpg, 1.jpg, 0.7878853000001982, 2, 0.273570125, 0.42862063, 0.380302803, 0.458160423,1
11, test, 3, vibration during choice, 19, 2, 1, 2.jpg, 1.jpg, 0.435371131, 0.269452755, 0.435371131, right, 2, 2, 1, 2.jpg, 1.jpg, 0.7058757000486366, 2, 0.269452755, 0.435371131, 0.39026973, 0.413401572,0,
11, test, 3, vibration during choice, 20, 1, 4, 1.jpg, 4.jpg, 0.268741649, 0.410963982, 0.268741649, right, 2, 1, 4, 1.jpg, 4.jpg, 0.6440997999743558, 2, 0.268741649, 0.425551488, 0.408454439, 0.410963982,1
11, test, 3, vibration during choice, 21, 4, 3, 4.jpg, 3.jpg, 0.423231262, 0.404768464, 0.423231262, right, 2, 4, 3, 4.jpg, 3.jpg, 1.0384687000187114, 2, 0.289598518, 0.44190032, 0.404768464, 0.423231262,0,
11, test, 3, vibration during choice, 22, 1, 2, 1.jpg, 2.jpg, 0.299460569, 0.419525056, 0.419525056, left, 1, 2, 1, 2.jpg, 1.jpg, 0.5434026999864727, 2, 0.299460569, 0.419525056, 0.422610309, 0.389718337,0,
11, test, 3, vibration during choice, 23, 1, 4, 1.jpg, 4.jpg, 0.275422902, 0.39059245, 0.39059245, left, 1, 4, 1, 4.jpg, 1.jpg, 0.6951788999722339, 2, 0.275422902, 0.397611772, 0.408863932, 0.39059245,1
11, test, 3, vibration during choice, 24, 4, 3, 4.jpg, 3.jpg, 0.398445672, 0.405854252, 0.405854252, left, 1, 3, 4, 3.jpg, 4.jpg, 0.7514235000126064, 2, 0.266650787, 0.379139537, 0.405854252, 0.398445672,1
11, test, 3, vibration during choice, 25, 2, 4, 2.jpg, 4.jpg, 0.383103254, 0.3844496, 0.383103254, right, 2, 2, 4, 2.jpg, 4.jpg, 0.7658584999735467, 2, 0.254259812, 0.383103254, 0.425425396, 0.3844496,0,
11, test, 3, vibration during choice, 26, 3, 1, 3.jpg, 1.jpg, 0.44409494, 0.251503025, 0.251503025, left, 1, 1, 3, 1.jpg, 3.jpg, 0.5194582999683917, 2, 0.251503025, 0.426705428, 0.44409494, 0.389570929,0,
11, test, 3, vibration during choice, 27, 1, 4, 1.jpg, 4.jpg, 0.260664603, 0.351861927, 0.351861927, left, 1, 4, 1, 4.jpg, 1.jpg, 1.1103025000193156, 2, 0.260664603, 0.434578853, 0.476699219, 0.351861927,0,
11, test, 3, vibration during choice, 28, 2, 1, 2.jpg, 1.jpg, 0.456535155, 0.254900351, 0.254900351, left, 1, 1, 2, 1.jpg, 2.jpg, 0.565386500034947, 2, 0.254900351, 0.456535155, 0.471375184, 0.358204472,0,
11, test, 3, vibration during choice, 29, 3, 2, 3.jpg, 2.jpg, 0.45401501, 0.431125609, 0.431125609, left, 1, 2, 3, 2.jpg, 3.jpg, 0.8213666999945417, 2, 0.270226286, 0.431125609, 0.45401501, 0.360838495,0,
11, test, 3, vibration during choice, 30, 3, 2, 3.jpg, 2.jpg, 0.441888062, 0.434793002, 0.441888062, right, 2, 3, 2, 3.jpg, 2.jpg, 0.45025400002487004, 2, 0.231605059, 0.434793002, 0.441888062, 0.36725969,0,
11, test, 3, vibration during choice, 31, 2, 4, 2.jpg, 4.jpg, 0.473135831, 0.401609609, 0.473135831, right, 2, 2, 4, 2.jpg, 4.jpg, 0.6434814999811351, 2, 0.233739069, 0.473135831, 0.456731037, 0.401609609,0,
11, test, 3, vibration during choice, 32, 3, 2, 3.jpg, 2.jpg, 0.406064085, 0.452508743, 0.406064085, right, 2, 3, 2, 3.jpg, 2.jpg, 0.6703951000235975, 2, 0.24432205, 0.452508743, 0.406064085, 0.393803515,0,
11, test, 3, vibration during choice, 33, 2, 1, 2.jpg, 1.jpg, 0.458621481, 0.193554899, 0.193554899, left, 1, 1, 2, 1.jpg, 2.jpg, 0.5229630999965593, 2, 0.193554899, 0.458621481, 0.401876712, 0.402704902,0,
11, test, 3, vibration during choice, 34, 1, 2, 1.jpg, 2.jpg, 0.204964705, 0.43001655, 0.43001655, left, 1, 2, 1, 2.jpg, 1.jpg, 0.5123517999891192, 2, 0.204964705, 0.43001655, 0.409321444, 0.416668377,0,
11, test, 3, vibration during choice, 35, 4, 1, 4.jpg, 1.jpg, 0.419699964, 0.22048214, 0.22048214, left, 1, 1, 4, 1.jpg, 4.jpg, 0.36190439999336377, 2, 0.22048214, 0.429045935, 0.424862287, 0.419699964,0,
11, test, 3, vibration during choice, 36, 1, 3, 1.jpg, 3.jpg, 0.211101934, 0.423948221, 0.423948221, left, 1, 3, 1, 3.jpg, 1.jpg, 0.567452699993737, 2, 0.211101934, 0.447650766, 0.423948221, 0.428911523,0,
11, test, 3, vibration during choice, 37, 1, 3, 1.jpg, 3.jpg, 0.219326053, 0.43257228, 0.43257228, left, 1, 3, 1, 3.jpg, 1.jpg, 1.5292689999914728, 2, 0.219326053, 0.456165741, 0.43257228, 0.39910528,0,
11, test, 3, vibration during choice, 38, 1, 3, 1.jpg, 3.jpg, 0.221341547, 0.4363313, 0.221341547, right, 2, 1, 3, 1.jpg, 3.jpg, 0.6110819000168703, 2, 0.221341547, 0.433155402, 0.4363313, 0.390289699,0,
11, test, 3, vibration during choice, 39, 3, 2, 3.jpg, 2.jpg, 0.408906602, 0.447660961, 0.447660961, left, 1, 2, 3, 2.jpg, 3.jpg, 0.8210256000165828, 2, 0.214118114, 0.447660961, 0.408906602, 0.411267062,1
11, test, 3, vibration during choice, 40, 2, 4, 2.jpg, 4.jpg, 0.447456341, 0.401024283, 0.401024283, left, 1, 4, 2, 4.jpg, 2.jpg, 0.6795654000015929, 2, 0.217505069, 0.447456341, 0.40122215, 0.401024283,1
11, test, 3, vibration during choice, 41, 3, 1, 3.jpg, 1.jpg, 0.382054645, 0.249081937, 0.382054645, right, 2, 3, 1, 3.jpg, 1.jpg, 1.0481672000023536, 2, 0.249081937, 0.458162882, 0.382054645, 0.370374616,0,
11, test, 3, vibration during choice, 42, 3, 1, 3.jpg, 1.jpg, 0.383924023, 0.255981224, 0.255981224, left, 1, 1, 3, 1.jpg, 3.jpg, 1.1780236999620683, 2, 0.255981224, 0.480978505, 0.383924023, 0.368787043,0,
11, test, 3, vibration during choice, 43, 2, 1, 2.jpg, 1.jpg, 0.511556199, 0.288213763, 0.288213763, left, 1, 1, 2, 1.jpg, 2.jpg, 0.8043175999773666, 2, 0.288213763, 0.511556199, 0.401205729, 0.38383929,0,
11, test, 3, vibration during choice, 44, 1, 2, 1.jpg, 2.jpg, 0.294374293, 0.530811847, 0.530811847, left, 1, 2, 1, 2.jpg, 1.jpg, 1.410406300041359, 2, 0.294374293, 0.530811847, 0.350203513, 0.362927966,0,
11, test, 3, vibration during choice, 45, 1, 3, 1.jpg, 3.jpg, 0.308994906, 0.336134109, 0.336134109, left, 1, 3, 1, 3.jpg, 1.jpg, 1.841386899992358, 2, 0.308994906, 0.512913286, 0.336134109, 0.367033206,0,
11, test, 3, vibration during choice, 46, 3, 2, 3.jpg, 2.jpg, 0.325220477, 0.533187647, 0.533187647, left, 1, 2, 3, 2.jpg, 3.jpg, 0.897655599983409, 2, 0.289973458, 0.533187647, 0.325220477, 0.368488345,1
11, test, 3, vibration during choice, 47, 2, 1, 2.jpg, 1.jpg, 0.537872242, 0.29306391, 0.537872242, right, 2, 2, 1, 2.jpg, 1.jpg, 0.9451558999717236, 2, 0.29306391, 0.537872242, 0.357892701, 0.34679011,1
11, test, 3, vibration during choice, 48, 4, 3, 4.jpg, 3.jpg, 0.356952705, 0.408168742, 0.356952705, right, 2, 4, 3, 4.jpg, 3.jpg, 1.3293212999706157, 2, 0.292135198, 0.523160461, 0.408168742, 0.356952705,1
11, test, 3, vibration during choice, 49, 3, 4, 3.jpg, 4.jpg, 0.394241012, 0.356189797, 0.356189797, left, 1, 4, 3, 4.jpg, 3.jpg, 1.0423870999948122, 2, 0.293886334, 0.527646571, 0.394241012, 0.356189797,1
11, test, 3, vibration during choice, 50, 2, 4, 2.jpg, 4.jpg, 0.548355336, 0.348042517, 0.548355336, right, 2, 2, 4, 2.jpg, 4.jpg, 0.7811090999748558, 2, 0.304272396, 0.548355336, 0.386662209, 0.348042517,1
