subject, block_type, block, condition, trial, right_offer, left_offer, offer_right_image, offer_left_image, exp_value_right, exp_value_left, exp_value_chosen, choice_location, choice_key, choice_card, unchosen_card, chosen_card_image, unchosen_card_image, rt, randomwalk_counter, exp_value1, exp_value2, exp_value3, exp_value4, reward
11, test, 1, vibration off, 6, 1, 4, 9.jpg, 12.jpg, 0.209090036, 0.336540119, 0.336540119, left, 1, 4, 1, 12.jpg, 9.jpg, 0.9437030999688432, 2, 0.209090036, 0.3895513, 0.587455063, 0.336540119,0,
11, test, 1, vibration off, 7, 3, 1, 11.jpg, 9.jpg, 0.582464681, 0.215508938, 0.215508938, left, 1, 1, 3, 9.jpg, 11.jpg, 1.5256994999945164, 2, 0.215508938, 0.39060737, 0.582464681, 0.363378709,0,
11, test, 1, vibration off, 8, 4, 1, 12.jpg, 9.jpg, 0.369794555, 0.219868403, 0.219868403, left, 1, 1, 4, 9.jpg, 12.jpg, 1.1941222999594174, 2, 0.219868403, 0.430440014, 0.545053358, 0.369794555,0,
11, test, 1, vibration off, 9, 2, 1, 10.jpg, 9.jpg, 0.4539861, 0.223820368, 0.4539861, right, 2, 2, 1, 10.jpg, 9.jpg, 0.550733299984131, 2, 0.223820368, 0.4539861, 0.530883085, 0.365747455,0,
11, test, 1, vibration off, 10, 3, 1, 11.jpg, 9.jpg, 0.507816291, 0.25320591, 0.507816291, right, 2, 3, 1, 11.jpg, 9.jpg, 1.056528499990236, 2, 0.25320591, 0.485995524, 0.507816291, 0.36426522,1
11, test, 1, vibration off, 11, 4, 3, 12.jpg, 11.jpg, 0.378430477, 0.494989907, 0.378430477, right, 2, 4, 3, 12.jpg, 11.jpg, 1.3569429999915883, 2, 0.272116099, 0.489357893, 0.494989907, 0.378430477,1
11, test, 1, vibration off, 12, 3, 1, 11.jpg, 9.jpg, 0.446302549, 0.234286576, 0.446302549, right, 2, 3, 1, 11.jpg, 9.jpg, 1.1621841000160202, 2, 0.234286576, 0.484630844, 0.446302549, 0.406276663,1
11, test, 1, vibration off, 13, 3, 4, 11.jpg, 12.jpg, 0.441292304, 0.408056555, 0.441292304, right, 2, 3, 4, 11.jpg, 12.jpg, 0.735934600001201, 2, 0.209829698, 0.493007884, 0.441292304, 0.408056555,0,
11, test, 1, vibration off, 14, 1, 2, 9.jpg, 10.jpg, 0.194746258, 0.496165246, 0.496165246, left, 1, 2, 1, 10.jpg, 9.jpg, 1.3193833000259474, 2, 0.194746258, 0.496165246, 0.424090899, 0.411853134,1
11, test, 1, vibration off, 15, 2, 3, 10.jpg, 11.jpg, 0.498060855, 0.410741903, 0.498060855, right, 2, 2, 3, 10.jpg, 11.jpg, 0.7793047000304796, 2, 0.254919143, 0.498060855, 0.410741903, 0.425420016,1
11, test, 1, vibration off, 16, 4, 2, 12.jpg, 10.jpg, 0.434571537, 0.473753497, 0.473753497, left, 1, 2, 4, 10.jpg, 12.jpg, 0.8580567999742925, 2, 0.268446939, 0.473753497, 0.384469806, 0.434571537,1
11, test, 1, vibration off, 17, 4, 3, 12.jpg, 11.jpg, 0.467037886, 0.397409959, 0.467037886, right, 2, 4, 3, 12.jpg, 11.jpg, 1.3835275000310503, 2, 0.260713561, 0.427927548, 0.397409959, 0.467037886,0,
11, test, 1, vibration off, 18, 3, 1, 11.jpg, 9.jpg, 0.380302803, 0.273570125, 0.380302803, right, 2, 3, 1, 11.jpg, 9.jpg, 0.8354826000286266, 2, 0.273570125, 0.42862063, 0.380302803, 0.458160423,0,
11, test, 1, vibration off, 19, 3, 4, 11.jpg, 12.jpg, 0.39026973, 0.413401572, 0.413401572, left, 1, 4, 3, 12.jpg, 11.jpg, 1.358766600023955, 2, 0.269452755, 0.435371131, 0.39026973, 0.413401572,0,
11, test, 1, vibration off, 20, 3, 4, 11.jpg, 12.jpg, 0.408454439, 0.410963982, 0.410963982, left, 1, 4, 3, 12.jpg, 11.jpg, 1.1713755000382662, 2, 0.268741649, 0.425551488, 0.408454439, 0.410963982,0,
11, test, 1, vibration off, 21, 4, 2, 12.jpg, 10.jpg, 0.423231262, 0.44190032, 0.44190032, left, 1, 2, 4, 10.jpg, 12.jpg, 0.6663190000108443, 2, 0.289598518, 0.44190032, 0.404768464, 0.423231262,0,
11, test, 1, vibration off, 22, 1, 2, 9.jpg, 10.jpg, 0.299460569, 0.419525056, 0.299460569, right, 2, 1, 2, 9.jpg, 10.jpg, 0.8680358999990858, 2, 0.299460569, 0.419525056, 0.422610309, 0.389718337,0,
11, test, 1, vibration off, 23, 3, 2, 11.jpg, 10.jpg, 0.408863932, 0.397611772, 0.397611772, left, 1, 2, 3, 10.jpg, 11.jpg, 0.9077501000138, 2, 0.275422902, 0.397611772, 0.408863932, 0.39059245,0,
11, test, 1, vibration off, 24, 1, 3, 9.jpg, 11.jpg, 0.266650787, 0.405854252, 0.266650787, right, 2, 1, 3, 9.jpg, 11.jpg, 1.014703799970448, 2, 0.266650787, 0.379139537, 0.405854252, 0.398445672,0,
11, test, 1, vibration off, 25, 4, 2, 12.jpg, 10.jpg, 0.3844496, 0.383103254, 0.383103254, left, 1, 2, 4, 10.jpg, 12.jpg, 0.5957533000037074, 2, 0.254259812, 0.383103254, 0.425425396, 0.3844496,0,
11, test, 1, vibration off, 26, 4, 1, 12.jpg, 9.jpg, 0.389570929, 0.251503025, 0.389570929, right, 2, 4, 1, 12.jpg, 9.jpg, 0.5830821999697946, 2, 0.251503025, 0.426705428, 0.44409494, 0.389570929,1
11, test, 1, vibration off, 27, 2, 1, 10.jpg, 9.jpg, 0.434578853, 0.260664603, 0.260664603, left, 1, 1, 2, 9.jpg, 10.jpg, 0.8628783999592997, 2, 0.260664603, 0.434578853, 0.476699219, 0.351861927,0,
11, test, 1, vibration off, 28, 1, 3, 9.jpg, 11.jpg, 0.254900351, 0.471375184, 0.471375184, left, 1, 3, 1, 11.jpg, 9.jpg, 0.7506919000297785, 2, 0.254900351, 0.456535155, 0.471375184, 0.358204472,1
11, test, 1, vibration off, 29, 4, 3, 12.jpg, 11.jpg, 0.360838495, 0.45401501, 0.45401501, left, 1, 3, 4, 11.jpg, 12.jpg, 0.31717230001231655, 2, 0.270226286, 0.431125609, 0.45401501, 0.360838495,0,
11, test, 1, vibration off, 30, 3, 4, 11.jpg, 12.jpg, 0.441888062, 0.36725969, 0.36725969, left, 1, 4, 3, 12.jpg, 11.jpg, 0.8229110999964178, 2, 0.231605059, 0.434793002, 0.441888062, 0.36725969,0,
11, test, 1, vibration off, 31, 4, 3, 12.jpg, 11.jpg, 0.401609609, 0.456731037, 0.456731037, left, 1, 3, 4, 11.jpg, 12.jpg, 1.1846027999999933, 2, 0.233739069, 0.473135831, 0.456731037, 0.401609609,1
11, test, 1, vibration off, 32, 1, 2, 9.jpg, 10.jpg, 0.24432205, 0.452508743, 0.452508743, left, 1, 2, 1, 10.jpg, 9.jpg, 0.9028495000093244, 2, 0.24432205, 0.452508743, 0.406064085, 0.393803515,1
11, test, 1, vibration off, 33, 1, 4, 9.jpg, 12.jpg, 0.193554899, 0.402704902, 0.402704902, left, 1, 4, 1, 12.jpg, 9.jpg, 0.9692273000255227, 2, 0.193554899, 0.458621481, 0.401876712, 0.402704902,1
11, test, 1, vibration off, 34, 4, 2, 12.jpg, 10.jpg, 0.416668377, 0.43001655, 0.43001655, left, 1, 2, 4, 10.jpg, 12.jpg, 0.6661966000101529, 2, 0.204964705, 0.43001655, 0.409321444, 0.416668377,0,
11, test, 1, vibration off, 35, 1, 2, 9.jpg, 10.jpg, 0.22048214, 0.429045935, 0.22048214, right, 2, 1, 2, 9.jpg, 10.jpg, 1.0822814000421204, 2, 0.22048214, 0.429045935, 0.424862287, 0.419699964,0,
11, test, 1, vibration off, 36, 2, 1, 10.jpg, 9.jpg, 0.447650766, 0.211101934, 0.447650766, right, 2, 2, 1, 10.jpg, 9.jpg, 0.6935998000553809, 2, 0.211101934, 0.447650766, 0.423948221, 0.428911523,0,
11, test, 1, vibration off, 37, 2, 4, 10.jpg, 12.jpg, 0.456165741, 0.39910528, 0.39910528, left, 1, 4, 2, 12.jpg, 10.jpg, 1.1022375000175089, 2, 0.219326053, 0.456165741, 0.43257228, 0.39910528,1
11, test, 1, vibration off, 38, 3, 2, 11.jpg, 10.jpg, 0.4363313, 0.433155402, 0.4363313, right, 2, 3, 2, 11.jpg, 10.jpg, 1.0514524000464007, 2, 0.221341547, 0.433155402, 0.4363313, 0.390289699,0,
11, test, 1, vibration off, 39, 1, 3, 9.jpg, 11.jpg, 0.214118114, 0.408906602, 0.408906602, left, 1, 3, 1, 11.jpg, 9.jpg, 0.605230700050015, 2, 0.214118114, 0.447660961, 0.408906602, 0.411267062,0,
11, test, 1, vibration off, 40, 1, 4, 9.jpg, 12.jpg, 0.217505069, 0.401024283, 0.401024283, left, 1, 4, 1, 12.jpg, 9.jpg, 0.7985831000260077, 2, 0.217505069, 0.447456341, 0.40122215, 0.401024283,1
11, test, 1, vibration off, 41, 3, 1, 11.jpg, 9.jpg, 0.382054645, 0.249081937, 0.249081937, left, 1, 1, 3, 9.jpg, 11.jpg, 0.6507859999546781, 2, 0.249081937, 0.458162882, 0.382054645, 0.370374616,0,
11, test, 1, vibration off, 42, 2, 4, 10.jpg, 12.jpg, 0.480978505, 0.368787043, 0.480978505, right, 2, 2, 4, 10.jpg, 12.jpg, 0.7825602000229992, 2, 0.255981224, 0.480978505, 0.383924023, 0.368787043,0,
11, test, 1, vibration off, 43, 1, 4, 9.jpg, 12.jpg, 0.288213763, 0.38383929, 0.38383929, left, 1, 4, 1, 12.jpg, 9.jpg, 0.38659339997684583, 2, 0.288213763, 0.511556199, 0.401205729, 0.38383929,1
11, test, 1, vibration off, 44, 3, 2, 11.jpg, 10.jpg, 0.350203513, 0.530811847, 0.350203513, right, 2, 3, 2, 11.jpg, 10.jpg, 0.8443086000042967, 2, 0.294374293, 0.530811847, 0.350203513, 0.362927966,0,
11, test, 1, vibration off, 45, 1, 3, 9.jpg, 11.jpg, 0.308994906, 0.336134109, 0.336134109, left, 1, 3, 1, 11.jpg, 9.jpg, 1.1188535999972373, 2, 0.308994906, 0.512913286, 0.336134109, 0.367033206,0,
11, test, 1, vibration off, 46, 2, 4, 10.jpg, 12.jpg, 0.533187647, 0.368488345, 0.368488345, left, 1, 4, 2, 12.jpg, 10.jpg, 0.9151571000111289, 2, 0.289973458, 0.533187647, 0.325220477, 0.368488345,0,
11, test, 1, vibration off, 47, 2, 3, 10.jpg, 11.jpg, 0.537872242, 0.357892701, 0.537872242, right, 2, 2, 3, 10.jpg, 11.jpg, 0.4152092000003904, 2, 0.29306391, 0.537872242, 0.357892701, 0.34679011,0,
11, test, 1, vibration off, 48, 2, 1, 10.jpg, 9.jpg, 0.523160461, 0.292135198, 0.523160461, right, 2, 2, 1, 10.jpg, 9.jpg, 0.5847545000142418, 2, 0.292135198, 0.523160461, 0.408168742, 0.356952705,1
11, test, 1, vibration off, 49, 3, 2, 11.jpg, 10.jpg, 0.394241012, 0.527646571, 0.527646571, left, 1, 2, 3, 10.jpg, 11.jpg, 0.3724017000058666, 2, 0.293886334, 0.527646571, 0.394241012, 0.356189797,0,
11, test, 1, vibration off, 50, 3, 2, 11.jpg, 10.jpg, 0.386662209, 0.548355336, 0.548355336, left, 1, 2, 3, 10.jpg, 11.jpg, 0.540722600009758, 2, 0.304272396, 0.548355336, 0.386662209, 0.348042517,1
11, practice, 2, vibration during outcome, 1, 4, 1, 8.jpg, 5.jpg, 0.302670058, 0.167787674, 0.167787674, left, 1, 1, 4, 5.jpg, 8.jpg, 3.8855682999710552, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,0,
11, practice, 2, vibration during outcome, 2, 4, 2, 8.jpg, 6.jpg, 0.290755999, 0.355471562, 0.355471562, left, 1, 2, 4, 6.jpg, 8.jpg, 1.4707907999982126, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,0,
11, practice, 2, vibration during outcome, 3, 2, 4, 6.jpg, 8.jpg, 0.3490424, 0.275426328, 0.275426328, left, 1, 4, 2, 8.jpg, 6.jpg, 1.1957289999700151, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,0,
11, practice, 2, vibration during outcome, 4, 4, 1, 8.jpg, 5.jpg, 0.268568422, 0.216551625, 0.216551625, left, 1, 1, 4, 5.jpg, 8.jpg, 0.9264425000292249, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,0,
11, practice, 2, vibration during outcome, 5, 4, 2, 8.jpg, 6.jpg, 0.302042001, 0.364707579, 0.364707579, left, 1, 2, 4, 6.jpg, 8.jpg, 0.49341890000505373, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,0,
11, test, 2, vibration during outcome, 1, 4, 1, 8.jpg, 5.jpg, 0.302670058, 0.167787674, 0.302670058, right, 2, 4, 1, 8.jpg, 5.jpg, 1.0203089999849908, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,1
11, test, 2, vibration during outcome, 2, 1, 4, 5.jpg, 8.jpg, 0.176264347, 0.290755999, 0.176264347, right, 2, 1, 4, 5.jpg, 8.jpg, 1.38676210003905, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,0,
11, test, 2, vibration during outcome, 3, 1, 3, 5.jpg, 7.jpg, 0.206677553, 0.578794293, 0.578794293, left, 1, 3, 1, 7.jpg, 5.jpg, 0.9545714999549091, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,0,
11, test, 2, vibration during outcome, 4, 3, 2, 7.jpg, 6.jpg, 0.569745321, 0.358181966, 0.358181966, left, 1, 2, 3, 6.jpg, 7.jpg, 1.2162792999879457, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,0,
11, test, 2, vibration during outcome, 5, 1, 4, 5.jpg, 8.jpg, 0.21991786, 0.302042001, 0.21991786, right, 2, 1, 4, 5.jpg, 8.jpg, 0.6987791000283323, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,0,
11, test, 2, vibration during outcome, 6, 4, 1, 8.jpg, 5.jpg, 0.336540119, 0.209090036, 0.336540119, right, 2, 4, 1, 8.jpg, 5.jpg, 0.5395674999454059, 2, 0.209090036, 0.3895513, 0.587455063, 0.336540119,1
11, test, 2, vibration during outcome, 7, 2, 4, 6.jpg, 8.jpg, 0.39060737, 0.363378709, 0.363378709, left, 1, 4, 2, 8.jpg, 6.jpg, 0.5352207000250928, 2, 0.215508938, 0.39060737, 0.582464681, 0.363378709,0,
11, test, 2, vibration during outcome, 8, 1, 2, 5.jpg, 6.jpg, 0.219868403, 0.430440014, 0.430440014, left, 1, 2, 1, 6.jpg, 5.jpg, 0.8196743000298738, 2, 0.219868403, 0.430440014, 0.545053358, 0.369794555,1
11, test, 2, vibration during outcome, 9, 3, 4, 7.jpg, 8.jpg, 0.530883085, 0.365747455, 0.530883085, right, 2, 3, 4, 7.jpg, 8.jpg, 1.0858498999732547, 2, 0.223820368, 0.4539861, 0.530883085, 0.365747455,0,
11, test, 2, vibration during outcome, 10, 4, 3, 8.jpg, 7.jpg, 0.36426522, 0.507816291, 0.36426522, right, 2, 4, 3, 8.jpg, 7.jpg, 1.0796454999945126, 2, 0.25320591, 0.485995524, 0.507816291, 0.36426522,1
11, test, 2, vibration during outcome, 11, 2, 4, 6.jpg, 8.jpg, 0.489357893, 0.378430477, 0.378430477, left, 1, 4, 2, 8.jpg, 6.jpg, 0.7772334999754094, 2, 0.272116099, 0.489357893, 0.494989907, 0.378430477,0,
11, test, 2, vibration during outcome, 12, 2, 4, 6.jpg, 8.jpg, 0.484630844, 0.406276663, 0.484630844, right, 2, 2, 4, 6.jpg, 8.jpg, 0.6837244000053033, 2, 0.234286576, 0.484630844, 0.446302549, 0.406276663,0,
11, test, 2, vibration during outcome, 13, 3, 4, 7.jpg, 8.jpg, 0.441292304, 0.408056555, 0.408056555, left, 1, 4, 3, 8.jpg, 7.jpg, 0.9536605000030249, 2, 0.209829698, 0.493007884, 0.441292304, 0.408056555,1
11, test, 2, vibration during outcome, 14, 2, 1, 6.jpg, 5.jpg, 0.496165246, 0.194746258, 0.496165246, right, 2, 2, 1, 6.jpg, 5.jpg, 1.0508102000458166, 2, 0.194746258, 0.496165246, 0.424090899, 0.411853134,0,
11, test, 2, vibration during outcome, 15, 2, 4, 6.jpg, 8.jpg, 0.498060855, 0.425420016, 0.425420016, left, 1, 4, 2, 8.jpg, 6.jpg, 0.578212899970822, 2, 0.254919143, 0.498060855, 0.410741903, 0.425420016,0,
11, test, 2, vibration during outcome, 16, 3, 1, 7.jpg, 5.jpg, 0.384469806, 0.268446939, 0.268446939, left, 1, 1, 3, 5.jpg, 7.jpg, 0.7742945000063628, 2, 0.268446939, 0.473753497, 0.384469806, 0.434571537,0,
11, test, 2, vibration during outcome, 17, 3, 4, 7.jpg, 8.jpg, 0.397409959, 0.467037886, 0.467037886, left, 1, 4, 3, 8.jpg, 7.jpg, 0.5390091000008397, 2, 0.260713561, 0.427927548, 0.397409959, 0.467037886,0,
11, test, 2, vibration during outcome, 18, 2, 3, 6.jpg, 7.jpg, 0.42862063, 0.380302803, 0.380302803, left, 1, 3, 2, 7.jpg, 6.jpg, 0.6642756999935955, 2, 0.273570125, 0.42862063, 0.380302803, 0.458160423,0,
11, test, 2, vibration during outcome, 19, 2, 3, 6.jpg, 7.jpg, 0.435371131, 0.39026973, 0.435371131, right, 2, 2, 3, 6.jpg, 7.jpg, 0.44977609999477863, 2, 0.269452755, 0.435371131, 0.39026973, 0.413401572,0,
11, test, 2, vibration during outcome, 20, 3, 2, 7.jpg, 6.jpg, 0.408454439, 0.425551488, 0.425551488, left, 1, 2, 3, 6.jpg, 7.jpg, 0.4813401999999769, 2, 0.268741649, 0.425551488, 0.408454439, 0.410963982,0,
11, test, 2, vibration during outcome, 21, 2, 1, 6.jpg, 5.jpg, 0.44190032, 0.289598518, 0.289598518, left, 1, 1, 2, 5.jpg, 6.jpg, 0.8167547999764793, 2, 0.289598518, 0.44190032, 0.404768464, 0.423231262,0,
11, test, 2, vibration during outcome, 22, 1, 4, 5.jpg, 8.jpg, 0.299460569, 0.389718337, 0.389718337, left, 1, 4, 1, 8.jpg, 5.jpg, 0.5629534000181593, 2, 0.299460569, 0.419525056, 0.422610309, 0.389718337,0,
11, test, 2, vibration during outcome, 23, 2, 1, 6.jpg, 5.jpg, 0.397611772, 0.275422902, 0.397611772, right, 2, 2, 1, 6.jpg, 5.jpg, 0.4631156999967061, 2, 0.275422902, 0.397611772, 0.408863932, 0.39059245,0,
11, test, 2, vibration during outcome, 24, 1, 4, 5.jpg, 8.jpg, 0.266650787, 0.398445672, 0.266650787, right, 2, 1, 4, 5.jpg, 8.jpg, 0.7389191999682225, 2, 0.266650787, 0.379139537, 0.405854252, 0.398445672,0,
11, test, 2, vibration during outcome, 25, 3, 4, 7.jpg, 8.jpg, 0.425425396, 0.3844496, 0.3844496, left, 1, 4, 3, 8.jpg, 7.jpg, 0.8060655000153929, 2, 0.254259812, 0.383103254, 0.425425396, 0.3844496,1
11, test, 2, vibration during outcome, 26, 2, 4, 6.jpg, 8.jpg, 0.426705428, 0.389570929, 0.389570929, left, 1, 4, 2, 8.jpg, 6.jpg, 0.5867699999944307, 2, 0.251503025, 0.426705428, 0.44409494, 0.389570929,0,
11, test, 2, vibration during outcome, 27, 1, 4, 5.jpg, 8.jpg, 0.260664603, 0.351861927, 0.260664603, right, 2, 1, 4, 5.jpg, 8.jpg, 0.669792199973017, 2, 0.260664603, 0.434578853, 0.476699219, 0.351861927,0,
11, test, 2, vibration during outcome, 28, 4, 2, 8.jpg, 6.jpg, 0.358204472, 0.456535155, 0.456535155, left, 1, 2, 4, 6.jpg, 8.jpg, 0.5855550999986008, 2, 0.254900351, 0.456535155, 0.471375184, 0.358204472,0,
11, test, 2, vibration during outcome, 29, 2, 1, 6.jpg, 5.jpg, 0.431125609, 0.270226286, 0.431125609, right, 2, 2, 1, 6.jpg, 5.jpg, 0.8190465000225231, 2, 0.270226286, 0.431125609, 0.45401501, 0.360838495,0,
11, test, 2, vibration during outcome, 30, 4, 1, 8.jpg, 5.jpg, 0.36725969, 0.231605059, 0.231605059, left, 1, 1, 4, 5.jpg, 8.jpg, 0.5268590999767184, 2, 0.231605059, 0.434793002, 0.441888062, 0.36725969,0,
11, test, 2, vibration during outcome, 31, 4, 1, 8.jpg, 5.jpg, 0.401609609, 0.233739069, 0.233739069, left, 1, 1, 4, 5.jpg, 8.jpg, 0.6102269000257365, 2, 0.233739069, 0.473135831, 0.456731037, 0.401609609,0,
11, test, 2, vibration during outcome, 32, 2, 3, 6.jpg, 7.jpg, 0.452508743, 0.406064085, 0.406064085, left, 1, 3, 2, 7.jpg, 6.jpg, 0.7553130000014789, 2, 0.24432205, 0.452508743, 0.406064085, 0.393803515,1
11, test, 2, vibration during outcome, 33, 3, 1, 7.jpg, 5.jpg, 0.401876712, 0.193554899, 0.401876712, right, 2, 3, 1, 7.jpg, 5.jpg, 0.4341389999608509, 2, 0.193554899, 0.458621481, 0.401876712, 0.402704902,1
11, test, 2, vibration during outcome, 34, 3, 4, 7.jpg, 8.jpg, 0.409321444, 0.416668377, 0.409321444, right, 2, 3, 4, 7.jpg, 8.jpg, 0.5145913999876939, 2, 0.204964705, 0.43001655, 0.409321444, 0.416668377,0,
11, test, 2, vibration during outcome, 35, 2, 3, 6.jpg, 7.jpg, 0.429045935, 0.424862287, 0.424862287, left, 1, 3, 2, 7.jpg, 6.jpg, 0.47737230005441234, 2, 0.22048214, 0.429045935, 0.424862287, 0.419699964,0,
11, test, 2, vibration during outcome, 36, 3, 4, 7.jpg, 8.jpg, 0.423948221, 0.428911523, 0.428911523, left, 1, 4, 3, 8.jpg, 7.jpg, 0.44316590001108125, 2, 0.211101934, 0.447650766, 0.423948221, 0.428911523,1
11, test, 2, vibration during outcome, 37, 4, 3, 8.jpg, 7.jpg, 0.39910528, 0.43257228, 0.39910528, right, 2, 4, 3, 8.jpg, 7.jpg, 0.36147130001336336, 2, 0.219326053, 0.456165741, 0.43257228, 0.39910528,0,
11, test, 2, vibration during outcome, 38, 3, 2, 7.jpg, 6.jpg, 0.4363313, 0.433155402, 0.4363313, right, 2, 3, 2, 7.jpg, 6.jpg, 0.8306718000094406, 2, 0.221341547, 0.433155402, 0.4363313, 0.390289699,0,
11, test, 2, vibration during outcome, 39, 1, 2, 5.jpg, 6.jpg, 0.214118114, 0.447660961, 0.447660961, left, 1, 2, 1, 6.jpg, 5.jpg, 0.44642940000630915, 2, 0.214118114, 0.447660961, 0.408906602, 0.411267062,1
11, test, 2, vibration during outcome, 40, 3, 1, 7.jpg, 5.jpg, 0.40122215, 0.217505069, 0.40122215, right, 2, 3, 1, 7.jpg, 5.jpg, 0.8895327000063844, 2, 0.217505069, 0.447456341, 0.40122215, 0.401024283,1
11, test, 2, vibration during outcome, 41, 2, 1, 6.jpg, 5.jpg, 0.458162882, 0.249081937, 0.249081937, left, 1, 1, 2, 5.jpg, 6.jpg, 1.5446492999908514, 2, 0.249081937, 0.458162882, 0.382054645, 0.370374616,0,
11, test, 2, vibration during outcome, 42, 3, 1, 7.jpg, 5.jpg, 0.383924023, 0.255981224, 0.383924023, right, 2, 3, 1, 7.jpg, 5.jpg, 0.7123846000176854, 2, 0.255981224, 0.480978505, 0.383924023, 0.368787043,1
11, test, 2, vibration during outcome, 43, 3, 4, 7.jpg, 8.jpg, 0.401205729, 0.38383929, 0.401205729, right, 2, 3, 4, 7.jpg, 8.jpg, 0.4025532999658026, 2, 0.288213763, 0.511556199, 0.401205729, 0.38383929,0,
11, test, 2, vibration during outcome, 44, 2, 4, 6.jpg, 8.jpg, 0.530811847, 0.362927966, 0.362927966, left, 1, 4, 2, 8.jpg, 6.jpg, 0.5339233999839053, 2, 0.294374293, 0.530811847, 0.350203513, 0.362927966,0,
11, test, 2, vibration during outcome, 45, 3, 2, 7.jpg, 6.jpg, 0.336134109, 0.512913286, 0.336134109, right, 2, 3, 2, 7.jpg, 6.jpg, 0.8560578000033274, 2, 0.308994906, 0.512913286, 0.336134109, 0.367033206,0,
11, test, 2, vibration during outcome, 46, 3, 1, 7.jpg, 5.jpg, 0.325220477, 0.289973458, 0.325220477, right, 2, 3, 1, 7.jpg, 5.jpg, 0.6440934999845922, 2, 0.289973458, 0.533187647, 0.325220477, 0.368488345,1
11, test, 2, vibration during outcome, 47, 3, 1, 7.jpg, 5.jpg, 0.357892701, 0.29306391, 0.357892701, right, 2, 3, 1, 7.jpg, 5.jpg, 0.5249689999618568, 2, 0.29306391, 0.537872242, 0.357892701, 0.34679011,0,
11, test, 2, vibration during outcome, 48, 2, 3, 6.jpg, 7.jpg, 0.523160461, 0.408168742, 0.523160461, right, 2, 2, 3, 6.jpg, 7.jpg, 1.2385978000238538, 2, 0.292135198, 0.523160461, 0.408168742, 0.356952705,1
