subject, block_type, block, condition, trial, right_offer, left_offer, offer_right_image, offer_left_image, exp_value_right, exp_value_left, exp_value_chosen, choice_location, choice_key, choice_card, unchosen_card, chosen_card_image, unchosen_card_image, rt, randomwalk_counter, exp_value1, exp_value2, exp_value3, exp_value4, reward
6, practice, 1, vibration during choice, 1, 1, 4, 1.jpg, 4.jpg, 0.167787674, 0.302670058, 0.167787674, right, 2, 1, 4, 1.jpg, 4.jpg, 0.9100109999999404, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,0,
6, practice, 1, vibration during choice, 2, 1, 2, 1.jpg, 2.jpg, 0.176264347, 0.355471562, 0.176264347, right, 2, 1, 2, 1.jpg, 2.jpg, 0.5569738000631332, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,1
6, practice, 1, vibration during choice, 3, 3, 2, 3.jpg, 2.jpg, 0.578794293, 0.3490424, 0.3490424, left, 1, 2, 3, 2.jpg, 3.jpg, 0.555605600005947, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,0,
6, practice, 1, vibration during choice, 4, 1, 4, 1.jpg, 4.jpg, 0.216551625, 0.268568422, 0.216551625, right, 2, 1, 4, 1.jpg, 4.jpg, 0.3894149000989273, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,0,
6, practice, 1, vibration during choice, 5, 4, 1, 4.jpg, 1.jpg, 0.302042001, 0.21991786, 0.302042001, right, 2, 4, 1, 4.jpg, 1.jpg, 0.9505823999643326, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,1
6, test, 1, vibration during choice, 1, 1, 2, 1.jpg, 2.jpg, 0.167787674, 0.332201416, 0.167787674, right, 2, 1, 2, 1.jpg, 2.jpg, 0.6860219999216497, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,0,
6, test, 1, vibration during choice, 2, 4, 3, 4.jpg, 3.jpg, 0.290755999, 0.582595424, 0.290755999, right, 2, 4, 3, 4.jpg, 3.jpg, 0.4659801999805495, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,0,
6, test, 1, vibration during choice, 3, 2, 4, 2.jpg, 4.jpg, 0.3490424, 0.275426328, 0.275426328, left, 1, 4, 2, 4.jpg, 2.jpg, 0.6033287999453023, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,0,
6, test, 1, vibration during choice, 4, 1, 4, 1.jpg, 4.jpg, 0.216551625, 0.268568422, 0.216551625, right, 2, 1, 4, 1.jpg, 4.jpg, 0.50739549996797, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,0,
6, test, 1, vibration during choice, 5, 2, 4, 2.jpg, 4.jpg, 0.364707579, 0.302042001, 0.364707579, right, 2, 2, 4, 2.jpg, 4.jpg, 0.44158109999261796, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,0,
6, test, 1, vibration during choice, 6, 4, 3, 4.jpg, 3.jpg, 0.336540119, 0.587455063, 0.336540119, right, 2, 4, 3, 4.jpg, 3.jpg, 0.5166649000020698, 2, 0.209090036, 0.3895513, 0.587455063, 0.336540119,1
6, test, 1, vibration during choice, 7, 1, 2, 1.jpg, 2.jpg, 0.215508938, 0.39060737, 0.215508938, right, 2, 1, 2, 1.jpg, 2.jpg, 0.5017753000138327, 2, 0.215508938, 0.39060737, 0.582464681, 0.363378709,1
6, test, 1, vibration during choice, 8, 4, 3, 4.jpg, 3.jpg, 0.369794555, 0.545053358, 0.369794555, right, 2, 4, 3, 4.jpg, 3.jpg, 0.6751836999319494, 2, 0.219868403, 0.430440014, 0.545053358, 0.369794555,1
6, test, 1, vibration during choice, 9, 2, 1, 2.jpg, 1.jpg, 0.4539861, 0.223820368, 0.4539861, right, 2, 2, 1, 2.jpg, 1.jpg, 0.6472447999985889, 2, 0.223820368, 0.4539861, 0.530883085, 0.365747455,0,
6, test, 1, vibration during choice, 10, 1, 4, 1.jpg, 4.jpg, 0.25320591, 0.36426522, 0.36426522, left, 1, 4, 1, 4.jpg, 1.jpg, 0.6312884000362828, 2, 0.25320591, 0.485995524, 0.507816291, 0.36426522,1
6, test, 1, vibration during choice, 11, 3, 1, 3.jpg, 1.jpg, 0.494989907, 0.272116099, 0.494989907, right, 2, 3, 1, 3.jpg, 1.jpg, 0.6373192999744788, 2, 0.272116099, 0.489357893, 0.494989907, 0.378430477,1
6, test, 1, vibration during choice, 12, 1, 3, 1.jpg, 3.jpg, 0.234286576, 0.446302549, 0.446302549, left, 1, 3, 1, 3.jpg, 1.jpg, 0.34816489997319877, 2, 0.234286576, 0.484630844, 0.446302549, 0.406276663,0,
6, test, 1, vibration during choice, 13, 2, 4, 2.jpg, 4.jpg, 0.493007884, 0.408056555, 0.493007884, right, 2, 2, 4, 2.jpg, 4.jpg, 0.6777144999941811, 2, 0.209829698, 0.493007884, 0.441292304, 0.408056555,1
6, test, 1, vibration during choice, 14, 1, 3, 1.jpg, 3.jpg, 0.194746258, 0.424090899, 0.424090899, left, 1, 3, 1, 3.jpg, 1.jpg, 0.730427399976179, 2, 0.194746258, 0.496165246, 0.424090899, 0.411853134,0,
6, test, 1, vibration during choice, 15, 2, 3, 2.jpg, 3.jpg, 0.498060855, 0.410741903, 0.498060855, right, 2, 2, 3, 2.jpg, 3.jpg, 0.829548200010322, 2, 0.254919143, 0.498060855, 0.410741903, 0.425420016,0,
6, test, 1, vibration during choice, 16, 2, 1, 2.jpg, 1.jpg, 0.473753497, 0.268446939, 0.473753497, right, 2, 2, 1, 2.jpg, 1.jpg, 0.4315342999761924, 2, 0.268446939, 0.473753497, 0.384469806, 0.434571537,1
6, test, 1, vibration during choice, 17, 2, 1, 2.jpg, 1.jpg, 0.427927548, 0.260713561, 0.427927548, right, 2, 2, 1, 2.jpg, 1.jpg, 0.4075361000141129, 2, 0.260713561, 0.427927548, 0.397409959, 0.467037886,1
6, test, 1, vibration during choice, 18, 4, 1, 4.jpg, 1.jpg, 0.458160423, 0.273570125, 0.458160423, right, 2, 4, 1, 4.jpg, 1.jpg, 0.7016126000089571, 2, 0.273570125, 0.42862063, 0.380302803, 0.458160423,0,
6, test, 1, vibration during choice, 19, 1, 2, 1.jpg, 2.jpg, 0.269452755, 0.435371131, 0.269452755, right, 2, 1, 2, 1.jpg, 2.jpg, 0.6393949999473989, 2, 0.269452755, 0.435371131, 0.39026973, 0.413401572,1
6, test, 1, vibration during choice, 20, 1, 2, 1.jpg, 2.jpg, 0.268741649, 0.425551488, 0.425551488, left, 1, 2, 1, 2.jpg, 1.jpg, 0.36576219997368753, 2, 0.268741649, 0.425551488, 0.408454439, 0.410963982,1
6, test, 1, vibration during choice, 21, 3, 2, 3.jpg, 2.jpg, 0.404768464, 0.44190032, 0.44190032, left, 1, 2, 3, 2.jpg, 3.jpg, 0.36560000001918525, 2, 0.289598518, 0.44190032, 0.404768464, 0.423231262,1
