subject, block_type, block, condition, trial, right_offer, left_offer, offer_right_image, offer_left_image, exp_value_right, exp_value_left, exp_value_chosen, choice_location, choice_key, choice_card, unchosen_card, chosen_card_image, unchosen_card_image, rt, randomwalk_counter, exp_value1, exp_value2, exp_value3, exp_value4, reward
37, practice, 1, vibration during choice, 1, 2, 1, 10.jpg, 9.jpg, 0.615232533, 0.511076546, 0.615232533, right, 2, 2, 1, 10.jpg, 9.jpg, 2.981612000032328, 1, 0.511076546, 0.615232533, 0.413504079, 0.466504194,1
37, test, 1, vibration during choice, 41, 3, 4, 11.jpg, 12.jpg, 0.358175358, 0.531828439, 0.358175358, right, 2, 3, 4, 11.jpg, 12.jpg, 3.1746702999807894, 1, 0.60144404, 0.580661228, 0.358175358, 0.531828439,0,
37, test, 1, vibration during choice, 42, 2, 3, 10.jpg, 11.jpg, 0.582970551, 0.366861123, 0.366861123, left, 1, 3, 2, 11.jpg, 10.jpg, 1.3152422000421211, 1, 0.630195312, 0.582970551, 0.366861123, 0.522351056,1
37, test, 1, vibration during choice, 43, 2, 3, 10.jpg, 11.jpg, 0.572586617, 0.357029746, 0.572586617, right, 2, 2, 3, 10.jpg, 11.jpg, 11.989222900010645, 1, 0.628568645, 0.572586617, 0.357029746, 0.532129282,0,
37, test, 1, vibration during choice, 44, 1, 4, 9.jpg, 12.jpg, 0.636994371, 0.54344664, 0.54344664, left, 1, 4, 1, 12.jpg, 9.jpg, 1.1338512999936938, 1, 0.636994371, 0.565568304, 0.384631609, 0.54344664,0,
37, test, 1, vibration during choice, 45, 2, 3, 10.jpg, 11.jpg, 0.5781911, 0.386636695, 0.5781911, right, 2, 2, 3, 10.jpg, 11.jpg, 1.397954300045967, 1, 0.650015763, 0.5781911, 0.386636695, 0.52618086,0,
37, test, 1, vibration during choice, 46, 1, 2, 9.jpg, 10.jpg, 0.626001871, 0.554193525, 0.554193525, left, 1, 2, 1, 10.jpg, 9.jpg, 1.4328542000148445, 1, 0.626001871, 0.554193525, 0.376640317, 0.575008411,1
37, test, 1, vibration during choice, 47, 1, 3, 9.jpg, 11.jpg, 0.606772055, 0.329837755, 0.606772055, right, 2, 1, 3, 9.jpg, 11.jpg, 1.5517647000961006, 1, 0.606772055, 0.585886385, 0.329837755, 0.546233567,1
37, test, 1, vibration during choice, 48, 3, 4, 11.jpg, 12.jpg, 0.322472207, 0.544792119, 0.322472207, right, 2, 3, 4, 11.jpg, 12.jpg, 1.0628124000504613, 1, 0.609756275, 0.601875425, 0.322472207, 0.544792119,0,
37, test, 1, vibration during choice, 49, 3, 4, 11.jpg, 12.jpg, 0.298351175, 0.559135463, 0.559135463, left, 1, 4, 3, 12.jpg, 11.jpg, 1.0046031000092626, 1, 0.606158462, 0.595767883, 0.298351175, 0.559135463,1
37, test, 1, vibration during choice, 50, 4, 1, 12.jpg, 9.jpg, 0.528689445, 0.585330427, 0.585330427, left, 1, 1, 4, 9.jpg, 12.jpg, 1.195832600002177, 1, 0.585330427, 0.596690297, 0.304980312, 0.528689445,0,
37, practice, 2, vibration off, 1, 1, 2, 1.jpg, 2.jpg, 0.511076546, 0.615232533, 0.511076546, right, 2, 1, 2, 1.jpg, 2.jpg, 2.57188999990467, 1, 0.511076546, 0.615232533, 0.413504079, 0.466504194,1
37, practice, 2, vibration off, 2, 3, 2, 3.jpg, 2.jpg, 0.375335495, 0.631199867, 0.375335495, right, 2, 3, 2, 3.jpg, 2.jpg, 2.13128719991073, 1, 0.517796443, 0.631199867, 0.375335495, 0.47234587,0,
37, practice, 2, vibration off, 3, 1, 4, 1.jpg, 4.jpg, 0.498939688, 0.491193418, 0.491193418, left, 1, 4, 1, 4.jpg, 1.jpg, 5.2577225000131875, 1, 0.498939688, 0.626315633, 0.374984468, 0.491193418,0,
37, practice, 2, vibration off, 4, 2, 3, 2.jpg, 3.jpg, 0.609226527, 0.371343772, 0.609226527, right, 2, 2, 3, 2.jpg, 3.jpg, 1.8861626000143588, 1, 0.498193315, 0.609226527, 0.371343772, 0.486122834,0,
37, practice, 2, vibration off, 5, 4, 3, 4.jpg, 3.jpg, 0.463675252, 0.35386843, 0.35386843, left, 1, 3, 4, 3.jpg, 4.jpg, 2.433355399989523, 1, 0.472267853, 0.620106582, 0.35386843, 0.463675252,1
37, test, 2, vibration off, 1, 4, 1, 4.jpg, 1.jpg, 0.466504194, 0.511076546, 0.511076546, left, 1, 1, 4, 1.jpg, 4.jpg, 1.152202400029637, 1, 0.511076546, 0.615232533, 0.413504079, 0.466504194,0,
37, test, 2, vibration off, 2, 4, 2, 4.jpg, 2.jpg, 0.47234587, 0.631199867, 0.47234587, right, 2, 4, 2, 4.jpg, 2.jpg, 2.763964300043881, 1, 0.517796443, 0.631199867, 0.375335495, 0.47234587,1
37, test, 2, vibration off, 3, 1, 3, 1.jpg, 3.jpg, 0.498939688, 0.374984468, 0.498939688, right, 2, 1, 3, 1.jpg, 3.jpg, 2.138955399976112, 1, 0.498939688, 0.626315633, 0.374984468, 0.491193418,1
37, test, 2, vibration off, 4, 1, 4, 1.jpg, 4.jpg, 0.498193315, 0.486122834, 0.486122834, left, 1, 4, 1, 4.jpg, 1.jpg, 1.0707567000063136, 1, 0.498193315, 0.609226527, 0.371343772, 0.486122834,0,
37, test, 2, vibration off, 5, 3, 2, 3.jpg, 2.jpg, 0.35386843, 0.620106582, 0.35386843, right, 2, 3, 2, 3.jpg, 2.jpg, 2.536406800034456, 1, 0.472267853, 0.620106582, 0.35386843, 0.463675252,0,
37, test, 2, vibration off, 6, 3, 4, 3.jpg, 4.jpg, 0.353156918, 0.444784776, 0.353156918, right, 2, 3, 4, 3.jpg, 4.jpg, 1.2690014999825507, 1, 0.48900464, 0.609411022, 0.353156918, 0.444784776,0,
37, test, 2, vibration off, 7, 4, 2, 4.jpg, 2.jpg, 0.459669582, 0.661106815, 0.459669582, right, 2, 4, 2, 4.jpg, 2.jpg, 2.259317900054157, 1, 0.498922937, 0.661106815, 0.351148204, 0.459669582,1
37, test, 2, vibration off, 8, 4, 2, 4.jpg, 2.jpg, 0.445975487, 0.661043011, 0.445975487, right, 2, 4, 2, 4.jpg, 2.jpg, 0.5663988000014797, 1, 0.523305174, 0.661043011, 0.385479761, 0.445975487,0,
37, test, 2, vibration off, 9, 2, 3, 2.jpg, 3.jpg, 0.617130773, 0.38403906, 0.617130773, right, 2, 2, 3, 2.jpg, 3.jpg, 5.845351599971764, 1, 0.538202722, 0.617130773, 0.38403906, 0.477824508,1
37, test, 2, vibration off, 10, 4, 3, 4.jpg, 3.jpg, 0.494179332, 0.400369013, 0.400369013, left, 1, 3, 4, 3.jpg, 4.jpg, 1.870352099998854, 1, 0.538742055, 0.61305354, 0.400369013, 0.494179332,1
37, test, 2, vibration off, 11, 4, 2, 4.jpg, 2.jpg, 0.442060048, 0.627053837, 0.627053837, left, 1, 2, 4, 2.jpg, 4.jpg, 1.7486356000881642, 1, 0.576408806, 0.627053837, 0.389573429, 0.442060048,1
37, test, 2, vibration off, 12, 4, 2, 4.jpg, 2.jpg, 0.429884006, 0.6084257, 0.429884006, right, 2, 4, 2, 4.jpg, 2.jpg, 1.1522541000740603, 1, 0.58170588, 0.6084257, 0.368726719, 0.429884006,0,
37, test, 2, vibration off, 13, 4, 1, 4.jpg, 1.jpg, 0.451621205, 0.578706679, 0.451621205, right, 2, 4, 1, 4.jpg, 1.jpg, 2.2331621000776067, 1, 0.578706679, 0.597368238, 0.375355878, 0.451621205,0,
37, test, 2, vibration off, 14, 4, 2, 4.jpg, 2.jpg, 0.453322749, 0.603047222, 0.453322749, right, 2, 4, 2, 4.jpg, 2.jpg, 2.2271319999126717, 1, 0.542007718, 0.603047222, 0.38842331, 0.453322749,0,
37, test, 2, vibration off, 15, 4, 1, 4.jpg, 1.jpg, 0.449059956, 0.51169699, 0.449059956, right, 2, 4, 1, 4.jpg, 1.jpg, 1.704217000049539, 1, 0.51169699, 0.59667375, 0.398928367, 0.449059956,1
37, test, 2, vibration off, 16, 3, 2, 3.jpg, 2.jpg, 0.371810296, 0.577589974, 0.577589974, left, 1, 2, 3, 2.jpg, 3.jpg, 4.087657800060697, 1, 0.513158928, 0.577589974, 0.371810296, 0.445080478,1
37, test, 2, vibration off, 17, 2, 4, 2.jpg, 4.jpg, 0.585694186, 0.422775713, 0.585694186, right, 2, 2, 4, 2.jpg, 4.jpg, 5.699323200038634, 1, 0.513426935, 0.585694186, 0.379887863, 0.422775713,0,
37, test, 2, vibration off, 18, 3, 4, 3.jpg, 4.jpg, 0.373664559, 0.418810463, 0.373664559, right, 2, 3, 4, 3.jpg, 4.jpg, 1.3420939999632537, 1, 0.505704724, 0.54789599, 0.373664559, 0.418810463,1
37, test, 2, vibration off, 19, 1, 3, 1.jpg, 3.jpg, 0.504573157, 0.369915918, 0.504573157, right, 2, 1, 3, 1.jpg, 3.jpg, 1.2301898000296205, 1, 0.504573157, 0.582335652, 0.369915918, 0.404711898,1
37, test, 2, vibration off, 20, 2, 4, 2.jpg, 4.jpg, 0.588279021, 0.429775493, 0.429775493, left, 1, 4, 2, 4.jpg, 2.jpg, 1.3468991999980062, 1, 0.511492418, 0.588279021, 0.34718102, 0.429775493,1
37, test, 2, vibration off, 21, 3, 2, 3.jpg, 2.jpg, 0.365459609, 0.553509108, 0.365459609, right, 2, 3, 2, 3.jpg, 2.jpg, 2.5125818999949843, 1, 0.512951285, 0.553509108, 0.365459609, 0.420212923,0,
37, test, 2, vibration off, 22, 3, 4, 3.jpg, 4.jpg, 0.364821817, 0.410726764, 0.364821817, right, 2, 3, 4, 3.jpg, 4.jpg, 1.8095437000738457, 1, 0.539572991, 0.552815737, 0.364821817, 0.410726764,0,
37, test, 2, vibration off, 23, 4, 3, 4.jpg, 3.jpg, 0.376882621, 0.373035803, 0.376882621, right, 2, 4, 3, 4.jpg, 3.jpg, 2.242733799968846, 1, 0.56095771, 0.535255398, 0.373035803, 0.376882621,0,
37, test, 2, vibration off, 24, 3, 2, 3.jpg, 2.jpg, 0.364677663, 0.524393705, 0.524393705, left, 1, 2, 3, 2.jpg, 3.jpg, 1.7710540000116453, 1, 0.575401102, 0.524393705, 0.364677663, 0.358107826,0,
37, test, 2, vibration off, 25, 3, 4, 3.jpg, 4.jpg, 0.39083719, 0.373729847, 0.373729847, left, 1, 4, 3, 4.jpg, 3.jpg, 1.1079510999843478, 1, 0.541014126, 0.532040408, 0.39083719, 0.373729847,0,
37, test, 2, vibration off, 26, 2, 3, 2.jpg, 3.jpg, 0.511692898, 0.371897574, 0.511692898, right, 2, 2, 3, 2.jpg, 3.jpg, 2.9127525000367314, 1, 0.536918816, 0.511692898, 0.371897574, 0.398780507,1
37, test, 2, vibration off, 27, 4, 2, 4.jpg, 2.jpg, 0.405865749, 0.54671574, 0.54671574, left, 1, 2, 4, 2.jpg, 4.jpg, 1.3819990999763831, 1, 0.541079589, 0.54671574, 0.389383809, 0.405865749,0,
37, test, 2, vibration off, 28, 3, 4, 3.jpg, 4.jpg, 0.408417182, 0.403418308, 0.403418308, left, 1, 4, 3, 4.jpg, 3.jpg, 1.5186770000727847, 1, 0.559641612, 0.570750529, 0.408417182, 0.403418308,1
37, test, 2, vibration off, 29, 2, 3, 2.jpg, 3.jpg, 0.54476025, 0.383885215, 0.383885215, left, 1, 3, 2, 3.jpg, 2.jpg, 2.209417999954894, 1, 0.566867971, 0.54476025, 0.383885215, 0.398536524,1
37, test, 2, vibration off, 30, 4, 2, 4.jpg, 2.jpg, 0.407780991, 0.559260499, 0.559260499, left, 1, 2, 4, 2.jpg, 4.jpg, 1.3633593999547884, 1, 0.562069061, 0.559260499, 0.406860111, 0.407780991,0,
37, test, 2, vibration off, 31, 2, 1, 2.jpg, 1.jpg, 0.570453061, 0.557017169, 0.570453061, right, 2, 2, 1, 2.jpg, 1.jpg, 1.3705688999034464, 1, 0.557017169, 0.570453061, 0.389734908, 0.40633374,1
37, test, 2, vibration off, 32, 4, 3, 4.jpg, 3.jpg, 0.430319959, 0.364845558, 0.430319959, right, 2, 4, 3, 4.jpg, 3.jpg, 1.4222755000228062, 1, 0.587964414, 0.562455492, 0.364845558, 0.430319959,0,
37, test, 2, vibration off, 33, 3, 1, 3.jpg, 1.jpg, 0.38651511, 0.569423526, 0.569423526, left, 1, 1, 3, 1.jpg, 3.jpg, 1.0006391999777406, 1, 0.569423526, 0.583546956, 0.38651511, 0.469700007,1
37, test, 2, vibration off, 34, 1, 2, 1.jpg, 2.jpg, 0.56834307, 0.565200904, 0.565200904, left, 1, 2, 1, 2.jpg, 1.jpg, 3.1673723000567406, 1, 0.56834307, 0.565200904, 0.411760625, 0.45608609,1
37, test, 2, vibration off, 35, 1, 3, 1.jpg, 3.jpg, 0.599079702, 0.404213812, 0.599079702, right, 2, 1, 3, 1.jpg, 3.jpg, 2.068691599997692, 1, 0.599079702, 0.567372701, 0.404213812, 0.497188985,0,
37, test, 2, vibration off, 36, 2, 1, 2.jpg, 1.jpg, 0.558903517, 0.614921267, 0.614921267, left, 1, 1, 2, 1.jpg, 2.jpg, 1.5952522000297904, 1, 0.614921267, 0.558903517, 0.380656038, 0.476236411,0,
37, test, 2, vibration off, 37, 2, 4, 2.jpg, 4.jpg, 0.545721743, 0.509842719, 0.545721743, right, 2, 2, 4, 2.jpg, 4.jpg, 2.830701900064014, 1, 0.628075493, 0.545721743, 0.352549374, 0.509842719,1
37, test, 2, vibration off, 38, 1, 2, 1.jpg, 2.jpg, 0.631242143, 0.538071442, 0.538071442, left, 1, 2, 1, 2.jpg, 1.jpg, 2.939207899966277, 1, 0.631242143, 0.538071442, 0.347063514, 0.530542784,0,
37, test, 2, vibration off, 39, 1, 2, 1.jpg, 2.jpg, 0.600609567, 0.562917382, 0.562917382, left, 1, 2, 1, 2.jpg, 1.jpg, 2.318765100091696, 1, 0.600609567, 0.562917382, 0.341152187, 0.525341883,0,
37, test, 2, vibration off, 40, 2, 1, 2.jpg, 1.jpg, 0.574174471, 0.598478627, 0.574174471, right, 2, 2, 1, 2.jpg, 1.jpg, 1.3674091000575572, 1, 0.598478627, 0.574174471, 0.340254534, 0.519319672,1
37, test, 2, vibration off, 41, 1, 2, 1.jpg, 2.jpg, 0.60144404, 0.580661228, 0.60144404, right, 2, 1, 2, 1.jpg, 2.jpg, 1.2671268000267446, 1, 0.60144404, 0.580661228, 0.358175358, 0.531828439,1
37, test, 2, vibration off, 42, 3, 1, 3.jpg, 1.jpg, 0.366861123, 0.630195312, 0.366861123, right, 2, 3, 1, 3.jpg, 1.jpg, 1.6951403999701142, 1, 0.630195312, 0.582970551, 0.366861123, 0.522351056,0,
37, test, 2, vibration off, 43, 2, 4, 2.jpg, 4.jpg, 0.572586617, 0.532129282, 0.572586617, right, 2, 2, 4, 2.jpg, 4.jpg, 4.082899900036864, 1, 0.628568645, 0.572586617, 0.357029746, 0.532129282,1
37, test, 2, vibration off, 44, 3, 2, 3.jpg, 2.jpg, 0.384631609, 0.565568304, 0.565568304, left, 1, 2, 3, 2.jpg, 3.jpg, 2.0793357000220567, 1, 0.636994371, 0.565568304, 0.384631609, 0.54344664,0,
37, test, 2, vibration off, 45, 4, 2, 4.jpg, 2.jpg, 0.52618086, 0.5781911, 0.5781911, left, 1, 2, 4, 2.jpg, 4.jpg, 2.214780499925837, 1, 0.650015763, 0.5781911, 0.386636695, 0.52618086,0,
37, test, 2, vibration off, 46, 2, 3, 2.jpg, 3.jpg, 0.554193525, 0.376640317, 0.376640317, left, 1, 3, 2, 3.jpg, 2.jpg, 1.1946563000092283, 1, 0.626001871, 0.554193525, 0.376640317, 0.575008411,0,
37, test, 2, vibration off, 47, 1, 4, 1.jpg, 4.jpg, 0.606772055, 0.546233567, 0.546233567, left, 1, 4, 1, 4.jpg, 1.jpg, 2.8527892000274733, 1, 0.606772055, 0.585886385, 0.329837755, 0.546233567,0,
37, test, 2, vibration off, 48, 4, 3, 4.jpg, 3.jpg, 0.544792119, 0.322472207, 0.544792119, right, 2, 4, 3, 4.jpg, 3.jpg, 2.263562999898568, 1, 0.609756275, 0.601875425, 0.322472207, 0.544792119,0,
