subject, block_type, block, condition, trial, right_offer, left_offer, offer_right_image, offer_left_image, exp_value_right, exp_value_left, exp_value_chosen, choice_location, choice_key, choice_card, unchosen_card, chosen_card_image, unchosen_card_image, rt, randomwalk_counter, exp_value1, exp_value2, exp_value3, exp_value4, reward
1, practice, 1, vibration during choice, 1, 4, 2, 8.jpg, 6.jpg, 0.466504194, 0.615232533, 0.466504194, right, 2, 4, 2, 8.jpg, 6.jpg, 1.0087497999775223, 1, 0.511076546, 0.615232533, 0.413504079, 0.466504194,0,
1, practice, 1, vibration during choice, 2, 3, 1, 7.jpg, 5.jpg, 0.375335495, 0.517796443, 0.517796443, left, 1, 1, 3, 5.jpg, 7.jpg, 0.8197230999940075, 1, 0.517796443, 0.631199867, 0.375335495, 0.47234587,1
1, practice, 1, vibration during choice, 3, 3, 4, 7.jpg, 8.jpg, 0.374984468, 0.491193418, 0.374984468, right, 2, 3, 4, 7.jpg, 8.jpg, 0.9237131999980193, 1, 0.498939688, 0.626315633, 0.374984468, 0.491193418,0,
1, practice, 1, vibration during choice, 4, 2, 4, 6.jpg, 8.jpg, 0.609226527, 0.486122834, 0.609226527, right, 2, 2, 4, 6.jpg, 8.jpg, 0.9391489000117872, 1, 0.498193315, 0.609226527, 0.371343772, 0.486122834,0,
1, practice, 1, vibration during choice, 5, 1, 2, 5.jpg, 6.jpg, 0.472267853, 0.620106582, 0.472267853, right, 2, 1, 2, 5.jpg, 6.jpg, 0.6172002999810502, 1, 0.472267853, 0.620106582, 0.35386843, 0.463675252,0,
1, test, 1, vibration during choice, 1, 1, 2, 5.jpg, 6.jpg, 0.511076546, 0.615232533, 0.511076546, right, 2, 1, 2, 5.jpg, 6.jpg, 1.199643499974627, 1, 0.511076546, 0.615232533, 0.413504079, 0.466504194,0,
1, test, 1, vibration during choice, 2, 4, 1, 8.jpg, 5.jpg, 0.47234587, 0.517796443, 0.47234587, right, 2, 4, 1, 8.jpg, 5.jpg, 1.0863013000052888, 1, 0.517796443, 0.631199867, 0.375335495, 0.47234587,1
1, test, 1, vibration during choice, 3, 4, 2, 8.jpg, 6.jpg, 0.491193418, 0.626315633, 0.491193418, right, 2, 4, 2, 8.jpg, 6.jpg, 0.833814200013876, 1, 0.498939688, 0.626315633, 0.374984468, 0.491193418,0,
1, test, 1, vibration during choice, 4, 2, 1, 6.jpg, 5.jpg, 0.609226527, 0.498193315, 0.609226527, right, 2, 2, 1, 6.jpg, 5.jpg, 0.9888672000088263, 1, 0.498193315, 0.609226527, 0.371343772, 0.486122834,1
1, test, 1, vibration during choice, 5, 3, 4, 7.jpg, 8.jpg, 0.35386843, 0.463675252, 0.35386843, right, 2, 3, 4, 7.jpg, 8.jpg, 1.2908429999952205, 1, 0.472267853, 0.620106582, 0.35386843, 0.463675252,0,
1, test, 1, vibration during choice, 6, 2, 1, 6.jpg, 5.jpg, 0.609411022, 0.48900464, 0.609411022, right, 2, 2, 1, 6.jpg, 5.jpg, 1.018141199980164, 1, 0.48900464, 0.609411022, 0.353156918, 0.444784776,1
1, test, 1, vibration during choice, 7, 2, 4, 6.jpg, 8.jpg, 0.661106815, 0.459669582, 0.661106815, right, 2, 2, 4, 6.jpg, 8.jpg, 0.5989143000042532, 1, 0.498922937, 0.661106815, 0.351148204, 0.459669582,1
1, test, 1, vibration during choice, 8, 3, 1, 7.jpg, 5.jpg, 0.385479761, 0.523305174, 0.523305174, left, 1, 1, 3, 5.jpg, 7.jpg, 2.1452133000129834, 1, 0.523305174, 0.661043011, 0.385479761, 0.445975487,0,
1, test, 1, vibration during choice, 9, 2, 3, 6.jpg, 7.jpg, 0.617130773, 0.38403906, 0.38403906, left, 1, 3, 2, 7.jpg, 6.jpg, 0.9140469999983907, 1, 0.538202722, 0.617130773, 0.38403906, 0.477824508,1
