subject, block_type, block, condition, trial, right_offer, left_offer, offer_right_image, offer_left_image, exp_value_right, exp_value_left, exp_value_chosen, choice_location, choice_key, choice_card, unchosen_card, chosen_card_image, unchosen_card_image, rt, randomwalk_counter, exp_value1, exp_value2, exp_value3, exp_value4, reward
19, practice, 1, vibration during choice, 1, 4, 3, 4.jpg, 3.jpg, 0.302670058, 0.584847675, 0.584847675, left, 1, 3, 4, 3.jpg, 4.jpg, 1.3083551000017906, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,1
19, practice, 1, vibration during choice, 2, 1, 4, 1.jpg, 4.jpg, 0.176264347, 0.290755999, 0.176264347, right, 2, 1, 4, 1.jpg, 4.jpg, 0.9625011999960407, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,0,
19, practice, 1, vibration during choice, 3, 4, 3, 4.jpg, 3.jpg, 0.275426328, 0.578794293, 0.578794293, left, 1, 3, 4, 3.jpg, 4.jpg, 0.4786725000012666, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,1
19, practice, 1, vibration during choice, 4, 4, 2, 4.jpg, 2.jpg, 0.268568422, 0.358181966, 0.268568422, right, 2, 4, 2, 4.jpg, 2.jpg, 0.399122199996782, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,0,
19, practice, 1, vibration during choice, 5, 3, 2, 3.jpg, 2.jpg, 0.582527891, 0.364707579, 0.582527891, right, 2, 3, 2, 3.jpg, 2.jpg, 0.7422578999976395, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,0,
19, test, 1, vibration during choice, 1, 1, 4, 1.jpg, 4.jpg, 0.167787674, 0.302670058, 0.167787674, right, 2, 1, 4, 1.jpg, 4.jpg, 1.3432420000026468, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,1
19, test, 1, vibration during choice, 2, 1, 4, 1.jpg, 4.jpg, 0.176264347, 0.290755999, 0.176264347, right, 2, 1, 4, 1.jpg, 4.jpg, 1.1932680000027176, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,0,
19, test, 1, vibration during choice, 3, 4, 2, 4.jpg, 2.jpg, 0.275426328, 0.3490424, 0.275426328, right, 2, 4, 2, 4.jpg, 2.jpg, 1.019725300000573, 2, 0.206677553, 0.3490424, 0.578794293, 0.275426328,0,
19, test, 1, vibration during choice, 4, 2, 3, 2.jpg, 3.jpg, 0.358181966, 0.569745321, 0.358181966, right, 2, 2, 3, 2.jpg, 3.jpg, 1.254326599999331, 2, 0.216551625, 0.358181966, 0.569745321, 0.268568422,0,
19, test, 1, vibration during choice, 5, 4, 2, 4.jpg, 2.jpg, 0.302042001, 0.364707579, 0.302042001, right, 2, 4, 2, 4.jpg, 2.jpg, 2.859505000000354, 2, 0.21991786, 0.364707579, 0.582527891, 0.302042001,0,
19, test, 1, vibration during choice, 6, 4, 1, 4.jpg, 1.jpg, 0.336540119, 0.209090036, 0.209090036, left, 1, 1, 4, 1.jpg, 4.jpg, 1.1098540000020876, 2, 0.209090036, 0.3895513, 0.587455063, 0.336540119,1
19, test, 1, vibration during choice, 7, 3, 4, 3.jpg, 4.jpg, 0.582464681, 0.363378709, 0.582464681, right, 2, 3, 4, 3.jpg, 4.jpg, 1.0740332000059425, 2, 0.215508938, 0.39060737, 0.582464681, 0.363378709,1
19, test, 1, vibration during choice, 8, 3, 1, 3.jpg, 1.jpg, 0.545053358, 0.219868403, 0.545053358, right, 2, 3, 1, 3.jpg, 1.jpg, 1.2344759999978123, 2, 0.219868403, 0.430440014, 0.545053358, 0.369794555,1
19, test, 1, vibration during choice, 9, 2, 4, 2.jpg, 4.jpg, 0.4539861, 0.365747455, 0.4539861, right, 2, 2, 4, 2.jpg, 4.jpg, 1.7276834000003873, 2, 0.223820368, 0.4539861, 0.530883085, 0.365747455,0,
19, test, 1, vibration during choice, 10, 4, 3, 4.jpg, 3.jpg, 0.36426522, 0.507816291, 0.507816291, left, 1, 3, 4, 3.jpg, 4.jpg, 0.7290212999942014, 2, 0.25320591, 0.485995524, 0.507816291, 0.36426522,0,
19, test, 1, vibration during choice, 11, 1, 3, 1.jpg, 3.jpg, 0.272116099, 0.494989907, 0.272116099, right, 2, 1, 3, 1.jpg, 3.jpg, 1.0662167999980738, 2, 0.272116099, 0.489357893, 0.494989907, 0.378430477,1
19, test, 1, vibration during choice, 12, 3, 2, 3.jpg, 2.jpg, 0.446302549, 0.484630844, 0.446302549, right, 2, 3, 2, 3.jpg, 2.jpg, 0.5736218000020017, 2, 0.234286576, 0.484630844, 0.446302549, 0.406276663,1
19, test, 1, vibration during choice, 13, 3, 4, 3.jpg, 4.jpg, 0.441292304, 0.408056555, 0.408056555, left, 1, 4, 3, 4.jpg, 3.jpg, 0.9868234000023222, 2, 0.209829698, 0.493007884, 0.441292304, 0.408056555,0,
19, test, 1, vibration during choice, 14, 4, 2, 4.jpg, 2.jpg, 0.411853134, 0.496165246, 0.496165246, left, 1, 2, 4, 2.jpg, 4.jpg, 0.8994442000039271, 2, 0.194746258, 0.496165246, 0.424090899, 0.411853134,0,
19, test, 1, vibration during choice, 15, 2, 4, 2.jpg, 4.jpg, 0.498060855, 0.425420016, 0.425420016, left, 1, 4, 2, 4.jpg, 2.jpg, 1.1553771999970195, 2, 0.254919143, 0.498060855, 0.410741903, 0.425420016,1
19, test, 1, vibration during choice, 16, 4, 3, 4.jpg, 3.jpg, 0.434571537, 0.384469806, 0.434571537, right, 2, 4, 3, 4.jpg, 3.jpg, 0.4287712000004831, 2, 0.268446939, 0.473753497, 0.384469806, 0.434571537,0,
19, test, 1, vibration during choice, 17, 4, 2, 4.jpg, 2.jpg, 0.467037886, 0.427927548, 0.467037886, right, 2, 4, 2, 4.jpg, 2.jpg, 4.773171500004537, 2, 0.260713561, 0.427927548, 0.397409959, 0.467037886,1
19, test, 1, vibration during choice, 18, 4, 1, 4.jpg, 1.jpg, 0.458160423, 0.273570125, 0.273570125, left, 1, 1, 4, 1.jpg, 4.jpg, 0.9570334000018192, 2, 0.273570125, 0.42862063, 0.380302803, 0.458160423,1
19, test, 1, vibration during choice, 19, 3, 1, 3.jpg, 1.jpg, 0.39026973, 0.269452755, 0.269452755, left, 1, 1, 3, 1.jpg, 3.jpg, 0.7946131999997306, 2, 0.269452755, 0.435371131, 0.39026973, 0.413401572,1
19, test, 1, vibration during choice, 20, 3, 2, 3.jpg, 2.jpg, 0.408454439, 0.425551488, 0.408454439, right, 2, 3, 2, 3.jpg, 2.jpg, 1.5856567000009818, 2, 0.268741649, 0.425551488, 0.408454439, 0.410963982,1
19, test, 1, vibration during choice, 21, 3, 1, 3.jpg, 1.jpg, 0.404768464, 0.289598518, 0.289598518, left, 1, 1, 3, 1.jpg, 3.jpg, 0.9908111000040662, 2, 0.289598518, 0.44190032, 0.404768464, 0.423231262,0,
19, test, 1, vibration during choice, 22, 2, 1, 2.jpg, 1.jpg, 0.419525056, 0.299460569, 0.299460569, left, 1, 1, 2, 1.jpg, 2.jpg, 1.7188701999984914, 2, 0.299460569, 0.419525056, 0.422610309, 0.389718337,0,
19, test, 1, vibration during choice, 23, 3, 2, 3.jpg, 2.jpg, 0.408863932, 0.397611772, 0.408863932, right, 2, 3, 2, 3.jpg, 2.jpg, 0.5197359999947366, 2, 0.275422902, 0.397611772, 0.408863932, 0.39059245,0,
19, test, 1, vibration during choice, 24, 4, 2, 4.jpg, 2.jpg, 0.398445672, 0.379139537, 0.379139537, left, 1, 2, 4, 2.jpg, 4.jpg, 1.068873900003382, 2, 0.266650787, 0.379139537, 0.405854252, 0.398445672,1
19, test, 1, vibration during choice, 25, 1, 4, 1.jpg, 4.jpg, 0.254259812, 0.3844496, 0.254259812, right, 2, 1, 4, 1.jpg, 4.jpg, 0.4741465999977663, 2, 0.254259812, 0.383103254, 0.425425396, 0.3844496,0,
19, test, 1, vibration during choice, 26, 4, 3, 4.jpg, 3.jpg, 0.389570929, 0.44409494, 0.44409494, left, 1, 3, 4, 3.jpg, 4.jpg, 0.9826261999987764, 2, 0.251503025, 0.426705428, 0.44409494, 0.389570929,1
19, test, 1, vibration during choice, 27, 4, 1, 4.jpg, 1.jpg, 0.351861927, 0.260664603, 0.260664603, left, 1, 1, 4, 1.jpg, 4.jpg, 0.5150161999990814, 2, 0.260664603, 0.434578853, 0.476699219, 0.351861927,0,
19, test, 1, vibration during choice, 28, 2, 1, 2.jpg, 1.jpg, 0.456535155, 0.254900351, 0.456535155, right, 2, 2, 1, 2.jpg, 1.jpg, 0.4381719000011799, 2, 0.254900351, 0.456535155, 0.471375184, 0.358204472,0,
19, test, 1, vibration during choice, 29, 2, 3, 2.jpg, 3.jpg, 0.431125609, 0.45401501, 0.431125609, right, 2, 2, 3, 2.jpg, 3.jpg, 1.0595812000028673, 2, 0.270226286, 0.431125609, 0.45401501, 0.360838495,0,
19, test, 1, vibration during choice, 30, 4, 2, 4.jpg, 2.jpg, 0.36725969, 0.434793002, 0.36725969, right, 2, 4, 2, 4.jpg, 2.jpg, 0.5797844000044279, 2, 0.231605059, 0.434793002, 0.441888062, 0.36725969,1
19, test, 1, vibration during choice, 31, 1, 4, 1.jpg, 4.jpg, 0.233739069, 0.401609609, 0.401609609, left, 1, 4, 1, 4.jpg, 1.jpg, 0.9577982000046177, 2, 0.233739069, 0.473135831, 0.456731037, 0.401609609,0,
19, test, 1, vibration during choice, 32, 3, 2, 3.jpg, 2.jpg, 0.406064085, 0.452508743, 0.406064085, right, 2, 3, 2, 3.jpg, 2.jpg, 0.46374520000244956, 2, 0.24432205, 0.452508743, 0.406064085, 0.393803515,0,
19, test, 1, vibration during choice, 33, 2, 3, 2.jpg, 3.jpg, 0.458621481, 0.401876712, 0.401876712, left, 1, 3, 2, 3.jpg, 2.jpg, 0.6920852999974159, 2, 0.193554899, 0.458621481, 0.401876712, 0.402704902,0,
19, test, 1, vibration during choice, 34, 3, 4, 3.jpg, 4.jpg, 0.409321444, 0.416668377, 0.409321444, right, 2, 3, 4, 3.jpg, 4.jpg, 0.49515299999620765, 2, 0.204964705, 0.43001655, 0.409321444, 0.416668377,0,
19, test, 1, vibration during choice, 35, 1, 3, 1.jpg, 3.jpg, 0.22048214, 0.424862287, 0.22048214, right, 2, 1, 3, 1.jpg, 3.jpg, 1.8017646000007517, 2, 0.22048214, 0.429045935, 0.424862287, 0.419699964,0,
19, test, 1, vibration during choice, 36, 2, 1, 2.jpg, 1.jpg, 0.447650766, 0.211101934, 0.447650766, right, 2, 2, 1, 2.jpg, 1.jpg, 0.7391273999965051, 2, 0.211101934, 0.447650766, 0.423948221, 0.428911523,0,
19, test, 1, vibration during choice, 37, 1, 2, 1.jpg, 2.jpg, 0.219326053, 0.456165741, 0.219326053, right, 2, 1, 2, 1.jpg, 2.jpg, 1.239341599997715, 2, 0.219326053, 0.456165741, 0.43257228, 0.39910528,0,
19, test, 1, vibration during choice, 38, 2, 1, 2.jpg, 1.jpg, 0.433155402, 0.221341547, 0.433155402, right, 2, 2, 1, 2.jpg, 1.jpg, 1.2728494000039063, 2, 0.221341547, 0.433155402, 0.4363313, 0.390289699,1
19, test, 1, vibration during choice, 39, 1, 2, 1.jpg, 2.jpg, 0.214118114, 0.447660961, 0.447660961, left, 1, 2, 1, 2.jpg, 1.jpg, 0.7789020999989589, 2, 0.214118114, 0.447660961, 0.408906602, 0.411267062,1
19, test, 1, vibration during choice, 40, 4, 1, 4.jpg, 1.jpg, 0.401024283, 0.217505069, 0.401024283, right, 2, 4, 1, 4.jpg, 1.jpg, 2.944871299994702, 2, 0.217505069, 0.447456341, 0.40122215, 0.401024283,1
19, test, 1, vibration during choice, 41, 3, 2, 3.jpg, 2.jpg, 0.382054645, 0.458162882, 0.382054645, right, 2, 3, 2, 3.jpg, 2.jpg, 1.1104172999985167, 2, 0.249081937, 0.458162882, 0.382054645, 0.370374616,0,
19, test, 1, vibration during choice, 42, 3, 1, 3.jpg, 1.jpg, 0.383924023, 0.255981224, 0.383924023, right, 2, 3, 1, 3.jpg, 1.jpg, 1.6510792999979458, 2, 0.255981224, 0.480978505, 0.383924023, 0.368787043,1
19, test, 1, vibration during choice, 43, 2, 1, 2.jpg, 1.jpg, 0.511556199, 0.288213763, 0.511556199, right, 2, 2, 1, 2.jpg, 1.jpg, 0.9912178999948082, 2, 0.288213763, 0.511556199, 0.401205729, 0.38383929,0,
19, test, 1, vibration during choice, 44, 4, 2, 4.jpg, 2.jpg, 0.362927966, 0.530811847, 0.362927966, right, 2, 4, 2, 4.jpg, 2.jpg, 1.307503899995936, 2, 0.294374293, 0.530811847, 0.350203513, 0.362927966,0,
19, test, 1, vibration during choice, 45, 2, 1, 2.jpg, 1.jpg, 0.512913286, 0.308994906, 0.512913286, right, 2, 2, 1, 2.jpg, 1.jpg, 0.3723708000034094, 2, 0.308994906, 0.512913286, 0.336134109, 0.367033206,1
19, test, 1, vibration during choice, 46, 4, 1, 4.jpg, 1.jpg, 0.368488345, 0.289973458, 0.289973458, left, 1, 1, 4, 1.jpg, 4.jpg, 1.513788399999612, 2, 0.289973458, 0.533187647, 0.325220477, 0.368488345,0,
19, test, 1, vibration during choice, 47, 2, 3, 2.jpg, 3.jpg, 0.537872242, 0.357892701, 0.357892701, left, 1, 3, 2, 3.jpg, 2.jpg, 0.8191861000013887, 2, 0.29306391, 0.537872242, 0.357892701, 0.34679011,1
19, test, 1, vibration during choice, 48, 2, 3, 2.jpg, 3.jpg, 0.523160461, 0.408168742, 0.408168742, left, 1, 3, 2, 3.jpg, 2.jpg, 0.4109390000012354, 2, 0.292135198, 0.523160461, 0.408168742, 0.356952705,0,
19, test, 1, vibration during choice, 49, 2, 1, 2.jpg, 1.jpg, 0.527646571, 0.293886334, 0.527646571, right, 2, 2, 1, 2.jpg, 1.jpg, 0.41524690000369446, 2, 0.293886334, 0.527646571, 0.394241012, 0.356189797,1
19, test, 1, vibration during choice, 50, 3, 2, 3.jpg, 2.jpg, 0.386662209, 0.548355336, 0.386662209, right, 2, 3, 2, 3.jpg, 2.jpg, 0.6380242000013823, 2, 0.304272396, 0.548355336, 0.386662209, 0.348042517,1
19, practice, 2, vibration off, 1, 2, 1, 10.jpg, 9.jpg, 0.332201416, 0.167787674, 0.167787674, left, 1, 1, 2, 9.jpg, 10.jpg, 2.273032899996906, 2, 0.167787674, 0.332201416, 0.584847675, 0.302670058,1
19, practice, 2, vibration off, 2, 1, 4, 9.jpg, 12.jpg, 0.176264347, 0.290755999, 0.176264347, right, 2, 1, 4, 9.jpg, 12.jpg, 2.133052899996983, 2, 0.176264347, 0.355471562, 0.582595424, 0.290755999,1
